control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak24748	7	4	4	15	24	17	9	7	6	10	30	31
peak24749	8	10	10	47	35	20	6	8	8	25	37	42
peak24750	65	70	64	1132	796	749	85	119	110	809	1126	1368
peak24751	76	63	78	151	110	103	78	89	105	78	119	139
peak24752	239	183	195	1081	727	635	239	277	271	641	851	1227
peak24753	89	69	68	350	228	222	90	99	97	240	277	401
peak24754	116	92	74	819	628	553	98	134	109	503	655	767
peak24755	74	67	52	123	76	84	60	96	77	70	92	137
peak24756	7	4	7	50	34	30	6	4	4	25	28	72
peak24757	82	50	50	96	83	65	53	61	57	50	67	115
peak24758	49	20	37	60	40	46	27	38	41	55	59	83
peak24759	9	12	17	31	15	25	10	13	14	31	36	52
peak24760	29	26	20	106	81	75	29	48	49	101	133	185
peak24761	17	7	17	44	18	25	15	14	15	14	29	24
peak24762	4	2	0	24	20	9	5	2	4	13	20	23
peak24763	9	2	0	69	51	49	7	5	1	31	47	73
peak24764	2	1	3	21	21	12	9	23	11	74	86	134
peak24765	4	2	2	12	7	11	5	13	14	35	39	62
peak24766	2	2	2	10	5	4	5	4	15	29	23	46
peak24767	2	0	0	7	8	3	9	11	2	25	22	33
peak24768	130	91	73	286	230	230	100	135	117	155	245	329
peak24769	288	201	234	2471	1612	1641	272	283	339	1430	2185	2765
peak24770	61	49	61	426	286	252	52	70	77	239	318	429
peak24771	38	34	21	84	72	49	50	50	45	53	96	88
peak24772	10	11	15	55	45	53	25	31	18	42	49	98
peak24773	71	45	65	112	64	77	90	109	81	81	79	136
peak24774	148	84	132	500	368	348	143	193	135	415	476	605
peak24775	38	27	28	104	56	59	36	36	51	52	89	100
peak24776	9	5	12	16	11	7	8	13	9	5	19	31
peak24777	25	18	23	44	19	25	25	22	23	19	42	27
peak24778	4	2	5	12	7	4	1	5	7	15	14	17
peak24779	14	16	8	44	20	21	15	24	12	26	35	56
peak24780	122	82	102	311	221	183	96	122	99	200	226	297
peak24781	0	1	3	3	4	5	2	2	5	5	10	4
peak24782	64	29	36	355	205	257	62	59	57	176	288	303
peak24783	85	47	81	101	58	70	91	99	96	79	68	93
peak24784	6	5	4	28	12	21	5	9	5	17	25	24
peak24785	629	445	506	3576	2807	2567	974	974	1067	3343	4213	5981
peak24786	8	3	10	56	43	38	8	11	15	35	62	65
peak24787	8	19	28	64	44	46	15	30	19	39	59	104
peak24788	4	1	4	7	10	9	8	9	3	12	15	34
peak24789	22	5	6	72	42	50	7	10	25	35	54	86
peak24790	41	28	35	133	106	113	30	31	40	69	88	131
peak24791	16	30	20	74	36	49	32	31	42	36	55	63
peak24792	4	5	7	25	19	12	3	7	2	12	12	43
peak24793	47	31	27	95	63	46	26	66	49	58	61	102
peak24794	11	10	7	96	74	45	15	22	11	73	75	120
peak24795	46	47	45	920	739	732	56	86	92	802	1192	1385
peak24796	19	19	18	191	153	143	26	32	40	142	218	255
peak24797	6	7	7	43	22	27	11	8	8	18	35	49
peak24798	68	43	32	108	76	82	69	90	78	95	105	147
peak24799	2	2	5	29	16	20	3	3	9	22	27	38
peak24800	3	1	2	31	15	16	5	4	2	21	31	24
peak24801	5	4	6	16	10	11	7	4	9	8	14	9
peak24802	15	6	8	57	31	38	14	10	12	29	56	67
peak24803	4	13	5	15	17	21	10	5	11	23	21	28
peak24804	10	2	11	27	30	26	15	6	8	39	70	57
peak24805	6	6	5	42	40	26	9	12	14	49	52	76
peak24806	43	41	33	211	142	129	61	54	53	122	164	223
peak24807	19	17	20	30	24	11	15	22	15	23	30	37
peak24808	63	44	51	122	88	122	55	78	94	86	144	171
peak24809	44	31	38	354	277	210	43	45	40	172	252	306
peak24810	79	42	45	205	146	121	64	70	55	80	126	148
peak24811	30	11	12	76	110	79	17	31	21	222	50	129
peak24812	71	34	47	553	290	294	64	62	59	342	349	477
peak24813	139	94	125	493	412	376	138	230	183	332	435	609
peak24814	39	26	32	35	33	29	55	68	73	48	73	91
peak24815	49	62	64	70	54	71	74	97	83	100	138	158
peak24816	107	69	77	187	146	140	93	146	136	217	327	359
peak24817	81	45	63	82	73	74	80	100	73	121	179	206
peak24818	11	5	10	14	14	19	21	17	16	46	51	54
peak24819	46	28	30	356	222	193	44	55	46	175	206	258
peak24820	52	24	34	200	127	109	40	57	42	82	131	167
peak24821	55	34	48	273	135	152	48	43	42	99	162	208
peak24822	101	47	60	352	220	208	50	64	75	166	251	306
peak24823	173	117	138	1081	693	653	144	172	166	499	620	896
peak24824	40	22	37	74	46	44	26	22	25	44	56	66
peak24825	7	4	4	17	22	25	7	4	6	17	37	48
peak24826	32	17	22	99	50	39	34	47	42	69	106	127
peak24827	8	6	7	31	26	20	9	11	13	30	37	63
peak24828	55	26	42	199	152	121	79	104	87	198	250	400
peak24829	68	45	44	149	110	89	87	94	118	166	199	253
peak24830	177	136	178	1902	1304	1159	295	415	335	2089	2513	3537
peak24831	53	27	38	30	28	24	62	63	84	52	48	84
peak24832	36	16	37	51	41	40	52	76	57	57	70	88
peak24833	67	62	103	480	373	327	124	179	148	386	517	845
peak24834	20	21	39	198	159	177	27	58	48	153	192	340
peak24835	4	1	2	3	8	6	6	4	8	4	9	8
peak24836	36	14	27	140	105	89	28	45	29	89	97	135
peak24837	17	7	19	196	100	113	21	32	36	94	170	240
peak24838	24	24	17	124	77	66	26	37	34	88	98	119
peak24839	41	33	38	142	81	88	43	60	36	89	139	147
peak24840	62	53	59	191	150	117	54	79	60	151	210	212
peak24841	3529	2428	2438	10504	7368	6866	2882	2944	3291	5092	7680	11176
peak24842	2682	2199	2130	6650	5060	4227	2286	2736	2413	4104	5361	6781
peak24843	85	54	71	325	203	220	85	93	135	168	239	352
peak24844	12	17	9	50	37	46	14	11	9	23	29	60
peak24845	51	46	31	175	137	119	52	46	40	80	128	178
peak24846	19	15	21	47	35	37	23	19	16	19	29	78
peak24847	14	1	9	50	30	26	6	9	14	13	26	41
peak24848	18	12	14	59	39	38	17	13	17	42	52	69
peak24849	51	27	24	116	59	62	26	31	43	55	62	88
peak24850	10	5	20	22	22	18	6	9	7	11	18	31
peak24851	30	18	30	224	151	125	26	16	19	104	123	179
peak24852	19	6	7	178	110	97	7	16	12	78	100	145
peak24853	17	11	14	163	94	85	10	7	8	67	62	116
peak24854	209	134	161	1324	846	829	206	215	286	901	1083	1701
peak24855	26	14	18	50	48	43	15	31	38	51	42	91
peak24856	39	21	26	255	183	192	19	32	34	164	198	230
peak24857	23	21	11	61	36	42	19	15	22	28	47	57
peak24858	19	17	15	184	113	116	28	22	31	79	102	165
peak24859	21	20	18	295	211	215	28	34	30	129	183	297
peak24860	29	13	17	71	32	32	22	25	24	25	45	53
peak24861	24	23	28	74	50	29	36	32	40	25	39	53
peak24862	8	2	6	61	29	38	8	8	6	26	29	46
peak24863	13	10	12	31	27	36	26	13	23	9	26	28
peak24864	0	0	2	4	3	2	2	1	0	1	4	5
peak24865	1	0	0	4	4	6	0	0	0	2	5	4
peak24866	5	3	5	14	14	11	3	2	3	9	10	8
peak24867	16	3	10	202	134	110	10	10	19	104	110	181
peak24868	126	81	64	358	236	229	65	73	110	163	214	300
peak24869	8	3	3	33	21	24	6	1	2	13	30	23
peak24870	21	5	12	94	59	89	23	30	33	91	133	195
peak24871	10	3	7	39	12	33	11	14	12	21	41	61
peak24872	5	2	6	49	28	45	13	9	13	46	49	93
peak24873	5	2	2	29	13	19	5	6	2	17	17	30
peak24874	4	1	4	14	17	9	3	6	3	9	12	26
peak24875	14	6	12	22	18	19	11	14	16	17	22	19
peak24876	16	5	13	17	19	12	12	10	15	15	13	16
peak24877	10	8	18	251	166	154	11	11	14	99	141	217
peak24878	3	2	1	9	3	8	4	2	8	2	11	9
peak24879	11	28	18	61	45	57	4	12	5	27	36	34
peak24880	43	29	27	215	115	127	35	33	25	113	124	154
peak24881	0	0	0	16	13	7	3	1	1	15	10	16
peak24882	11	10	7	27	18	21	14	8	8	13	19	24
peak24883	1029	551	1023	608	336	487	1798	1971	1743	757	718	766
peak24884	1	1	6	27	15	16	2	2	3	16	9	15
peak24885	0	2	1	13	5	5	2	3	3	9	14	14
peak24886	3	1	1	9	7	6	0	6	8	9	4	17
peak24887	12	1	7	35	28	24	10	14	13	12	19	54
peak24888	165	77	115	682	439	462	174	172	184	393	573	755
peak24889	57	34	46	217	155	158	60	52	89	189	219	319
peak24890	203	120	135	318	226	217	193	184	222	195	285	329
peak24891	158	82	154	1376	828	1205	148	239	217	1488	1962	2446
peak24892	161	116	139	744	493	479	153	171	165	376	548	814
peak24893	11	2	6	69	52	35	13	11	5	34	48	82
peak24894	29	26	24	35	44	34	23	21	27	55	26	47
peak24895	66	43	71	189	132	128	57	104	61	118	208	230
peak24896	43	27	49	1806	1375	1200	42	41	56	947	1476	2022
peak24897	0	0	1	33	15	8	0	3	0	11	13	17
peak24898	4	5	6	10	8	6	1	0	2	4	7	7
peak24899	1298	636	1046	1095	1269	965	1144	1267	1192	1938	1051	1323
peak24900	273	144	230	2286	1183	1410	240	274	251	1292	1513	2675
peak24901	6	3	5	18	8	16	7	19	13	7	29	21
peak24902	0	0	1	9	12	5	0	0	2	5	8	9
peak24903	3	2	2	25	6	10	4	3	2	10	7	14
peak24904	17	11	5	53	31	28	14	13	11	15	30	35
peak24905	5	4	19	59	39	45	8	10	34	22	34	63
peak24906	56	51	47	350	202	152	36	46	39	196	220	284
peak24907	19	12	10	31	33	18	9	19	9	18	20	40
peak24908	16	13	11	50	39	25	19	17	21	24	41	31
peak24909	3	1	1	12	9	19	5	7	4	10	9	17
peak24910	67	49	53	150	122	112	70	77	75	85	137	145
peak24911	20	30	30	120	78	79	23	41	39	70	102	151
peak24912	9	2	9	41	14	22	9	9	7	14	30	39
peak24913	13	5	11	54	38	30	7	8	11	43	43	54
peak24914	11	12	12	58	40	29	13	17	11	21	39	62
peak24915	9	6	6	12	7	11	12	16	13	15	20	14
peak24916	50	41	56	427	272	247	73	95	91	332	417	587
peak24917	8	6	2	33	25	16	11	14	19	18	28	35
peak24918	3	0	2	11	12	3	2	7	0	3	9	10
peak24919	4	2	3	41	31	35	1	5	2	22	36	57
peak24920	3	4	6	20	9	18	3	3	1	6	13	20
peak24921	4	1	3	10	9	11	2	6	1	10	16	15
peak24922	2	2	4	97	53	76	8	2	9	42	74	87
peak24923	2	3	3	22	18	12	3	4	3	12	16	21
peak24924	10	4	7	62	29	46	5	14	6	27	41	60
peak24925	9	3	10	24	19	21	5	10	5	24	24	34
peak24926	11	8	5	46	22	28	12	11	15	35	32	53
peak24927	4	3	3	88	40	64	2	1	5	33	59	82
peak24928	233	155	179	4175	2790	2784	243	244	264	2178	3004	4643
peak24929	56	49	44	651	403	414	49	50	65	273	429	567
peak24930	3	0	1	14	8	9	1	2	4	4	8	16
peak24931	0	3	0	13	5	8	0	0	1	1	7	3
peak24932	3	2	0	12	9	10	1	0	5	5	3	18
peak24933	4	3	1	27	21	13	4	2	2	9	18	33
peak24934	3	2	1	33	41	18	2	9	3	21	25	43
peak24935	1	1	3	12	5	13	7	5	1	9	16	12
peak24936	2	4	7	46	26	32	5	13	7	25	42	59
peak24937	14	13	11	56	37	52	20	8	12	20	34	49
peak24938	1	4	0	17	8	6	0	0	0	5	17	18
peak24939	16	5	12	89	63	68	11	24	18	64	86	97
peak24940	14	19	12	52	28	29	17	15	17	20	35	50
peak24941	25	8	12	107	55	53	8	15	18	58	76	106
peak24942	0	0	0	4	0	3	3	3	1	11	11	14
peak24943	0	0	0	29	13	16	13	8	5	55	76	57
peak24944	49	40	40	598	460	389	58	66	46	296	454	495
peak24945	42	35	48	369	231	218	61	71	37	228	299	341
peak24946	39	26	20	184	113	111	36	37	25	79	172	173
peak24947	91	59	74	209	129	127	58	99	67	108	163	182
peak24948	63	41	37	110	78	61	54	63	57	44	108	69
peak24949	30	21	15	102	85	86	27	26	18	52	75	97
peak24950	9	2	6	73	39	54	5	6	6	33	48	69
peak24951	415	290	418	564	336	452	542	522	553	304	439	663
peak24952	24	17	19	143	63	84	27	31	32	72	90	107
peak24953	27	11	28	176	102	149	19	24	28	98	175	161
peak24954	29	8	25	117	68	94	22	27	39	57	108	111
peak24955	999	436	897	449	243	403	1220	1424	1381	290	459	553
peak24956	22	15	18	65	37	32	18	22	30	36	24	55
peak24957	19	16	17	182	95	118	14	16	14	91	112	177
peak24958	22	30	18	138	90	84	6	16	40	89	90	128
peak24959	48	68	56	311	187	202	40	53	50	151	210	241
peak24960	48	29	37	194	149	141	24	23	44	86	143	195
peak24961	9	14	14	55	37	35	19	27	19	24	44	52
peak24962	8	4	3	19	7	7	2	5	6	7	19	12
peak24963	0	2	1	20	16	23	1	3	0	13	31	44
peak24964	2	1	2	11	7	5	2	0	1	4	4	6
peak24965	6	2	1	26	16	4	0	1	4	6	10	13
peak24966	5	2	11	20	9	10	8	7	10	10	11	15
peak24967	16	9	10	47	27	18	13	21	24	43	50	38
peak24968	29	12	30	170	143	138	23	17	29	83	136	157
peak24969	51	25	27	92	49	51	41	26	33	42	47	86
peak24970	74	43	48	1341	828	789	53	56	74	544	838	1085
peak24971	43	23	25	86	64	69	33	46	38	51	72	65
peak24972	49	32	29	103	94	91	21	37	37	52	63	97
peak24973	37	14	21	44	50	40	22	21	24	38	48	52
peak24974	46	30	42	108	95	53	50	39	42	76	78	119
peak24975	13	4	8	104	77	85	14	22	30	86	118	163
peak24976	25	39	36	221	172	143	32	40	44	145	152	264
peak24977	1	3	0	8	9	7	3	0	2	4	7	9
peak24978	0	0	0	4	6	4	3	0	4	3	2	6
peak24979	64	54	61	454	306	280	73	112	84	283	440	516
peak24980	36	22	29	49	53	46	33	43	37	38	46	74
peak24981	58	48	86	79	67	63	75	82	80	75	74	112
peak24982	18	12	14	46	26	28	18	21	16	16	21	36
peak24983	20	12	29	192	133	137	26	18	39	122	157	218
peak24984	229	178	209	1254	807	801	237	299	258	708	992	1293
peak24985	41	19	28	106	86	82	40	41	40	84	98	160
peak24986	15	12	12	34	26	21	13	14	7	13	35	25
peak24987	8	11	8	42	40	38	16	10	15	18	31	58
peak24988	10	7	7	32	22	19	10	9	7	23	16	15
peak24989	24	6	18	81	42	38	16	14	19	42	64	60
peak24990	24	11	11	111	94	76	10	18	14	71	83	96
peak24991	13	12	10	110	91	60	11	15	18	65	90	116
peak24992	102	74	61	287	227	189	99	102	122	219	313	376
peak24993	133	99	124	618	405	405	147	169	185	377	509	738
peak24994	10	3	8	17	26	18	14	16	16	6	23	13
peak24995	6	8	10	32	27	36	18	18	12	22	31	62
peak24996	9	13	13	129	107	84	7	15	12	72	85	106
peak24997	2	0	4	15	7	9	3	0	2	14	13	20
peak24998	25	13	15	160	87	96	24	23	23	60	118	140
peak24999	124	88	86	535	395	338	101	123	118	305	450	489
peak25000	24	18	14	37	21	16	22	23	31	18	25	31
peak25001	158	97	99	703	447	466	159	218	167	496	717	761
peak25002	17	15	9	76	40	45	17	24	16	32	61	78
peak25003	13	9	13	135	81	96	13	34	30	48	79	106
peak25004	31	22	26	246	168	164	28	22	33	95	136	197
peak25005	27	25	18	125	59	75	25	18	22	38	61	101
peak25006	32	26	33	138	87	87	23	19	21	54	72	139
peak25007	2	2	1	15	13	10	8	4	7	6	13	21
peak25008	144	113	99	1543	1175	1106	217	239	235	1436	1839	2274
peak25009	8	4	8	45	27	40	8	0	4	27	21	32
peak25010	50	28	35	48	41	37	59	47	54	44	39	60
peak25011	21	8	14	78	66	51	18	35	26	63	85	84
peak25012	29	39	23	474	315	302	35	33	23	217	324	372
peak25013	18	14	14	27	28	19	21	13	17	29	25	39
peak25014	54	51	48	303	208	195	50	73	54	128	215	255
peak25015	25	9	17	107	66	60	16	10	22	41	61	88
peak25016	33	23	16	75	44	61	31	30	26	45	54	66
peak25017	11	5	9	13	13	19	9	22	21	21	21	19
peak25018	30	12	21	104	65	64	32	29	21	66	95	86
peak25019	1	0	0	12	3	9	0	6	1	6	8	11
peak25020	38	19	53	394	207	296	58	45	48	186	286	499
peak25021	15	8	11	41	21	34	14	21	31	13	33	31
peak25022	15	14	20	59	33	60	23	32	32	26	56	73
peak25023	44	25	35	106	49	93	31	49	48	49	57	115
peak25024	14	9	26	66	28	44	26	29	31	8	46	53
peak25025	2	3	5	20	9	15	3	4	0	5	14	15
peak25026	65	50	54	255	141	142	68	60	80	107	162	219
peak25027	5	7	6	20	13	13	10	15	8	6	13	22
peak25028	15	9	17	73	29	52	7	23	14	24	43	62
peak25029	13	13	21	29	20	25	18	21	23	14	30	21
peak25030	15	11	13	37	26	29	17	9	22	12	32	35
peak25031	40	33	49	204	115	138	27	44	33	86	156	191
peak25032	2	1	5	26	18	21	1	7	4	9	27	36
peak25033	9	16	14	85	63	58	12	11	15	42	55	94
peak25034	21	19	13	153	71	116	17	20	19	83	113	170
peak25035	13	14	18	37	18	40	14	14	19	20	22	51
peak25036	2	1	2	45	23	32	1	3	5	17	24	32
peak25037	15	1	12	33	22	19	15	14	16	24	39	42
peak25038	162	88	103	415	298	218	154	173	154	218	285	393
peak25039	285	158	195	988	822	745	238	287	281	587	751	926
peak25040	61	43	66	389	268	270	66	75	92	203	330	449
peak25041	374	272	267	1889	1277	1309	356	399	439	1165	1545	1898
peak25042	17	8	19	71	66	78	19	11	14	59	89	149
peak25043	25	17	13	340	207	193	21	30	24	138	208	293
peak25044	32	24	29	46	31	23	18	30	19	36	34	56
peak25045	43	38	25	112	88	70	29	32	34	55	84	104
peak25046	32	29	23	328	257	203	43	51	50	214	238	369
peak25047	42	25	30	81	69	64	52	62	53	54	78	93
peak25048	19	18	12	61	54	40	14	19	7	34	51	74
peak25049	32	22	22	48	32	39	19	22	25	50	72	72
peak25050	16	7	11	27	16	30	7	16	21	16	26	36
peak25051	14	3	3	23	19	15	7	11	12	12	31	33
peak25052	15	10	6	47	34	48	6	15	16	23	39	69
peak25053	48	33	29	175	117	95	37	48	43	99	126	161
peak25054	19	13	16	54	41	45	12	12	18	42	48	56
peak25055	22	15	18	353	213	230	15	21	15	156	219	309
peak25056	21	13	9	38	23	25	15	8	13	25	29	44
peak25057	17	11	11	27	26	21	16	21	24	20	29	32
peak25058	10	1	6	32	28	16	1	4	6	17	17	30
peak25059	8	7	11	207	135	94	6	6	8	109	104	153
peak25060	21	15	12	30	31	13	11	22	14	20	15	31
peak25061	14	3	13	19	12	10	9	9	14	8	15	17
peak25062	29	23	30	46	37	30	26	25	37	36	49	65
peak25063	72	34	49	375	217	205	53	65	56	143	212	250
peak25064	31	28	23	75	67	52	31	17	27	41	59	95
peak25065	9	10	8	119	90	82	8	13	11	84	75	160
peak25066	83	74	76	199	122	109	73	94	95	108	146	183
peak25067	51	31	43	86	59	50	65	67	49	37	51	60
peak25068	171	127	127	2404	1478	1557	171	186	198	1360	1846	2311
peak25069	57	51	50	247	158	161	57	70	74	145	199	250
peak25070	6	4	11	15	8	16	5	7	8	18	19	17
peak25071	220	167	173	372	278	250	197	242	234	209	236	341
peak25072	422	282	366	2452	1555	1392	380	399	386	1344	1773	2236
peak25073	644	394	490	1428	974	849	588	670	637	828	1004	1248
peak25074	103	107	91	1113	745	726	99	117	121	646	856	1173
peak25075	58	40	31	71	40	41	37	58	72	45	49	81
peak25076	3	5	14	45	25	34	9	9	10	29	39	44
peak25077	17	20	12	155	129	95	11	15	24	54	76	135
peak25078	13	9	9	34	16	28	7	6	12	11	29	44
peak25079	11	5	8	127	83	117	11	11	11	67	97	172
peak25080	36	21	29	17	14	21	35	47	42	10	16	20
peak25081	9	6	12	61	35	39	19	14	10	35	52	60
peak25082	42	29	53	92	51	69	69	78	61	77	93	104
peak25083	4	2	9	28	21	24	8	1	4	10	33	45
peak25084	38	14	24	309	181	177	21	31	33	134	166	198
peak25085	11	11	6	37	20	15	16	13	9	29	14	61
peak25086	8	5	5	19	18	17	9	10	8	12	17	16
peak25087	2	0	2	11	3	9	2	0	0	3	3	8
peak25088	2	0	1	13	4	6	1	0	0	3	6	6
peak25089	1	2	1	12	9	3	3	3	2	5	7	17
peak25090	0	0	1	3	4	6	1	0	2	2	4	12
peak25091	2	4	0	14	5	10	4	2	5	6	8	10
peak25092	6	1	3	23	8	15	6	5	6	14	18	29
peak25093	5	2	1	24	6	14	5	3	7	4	14	20
peak25094	5	0	1	27	14	13	5	6	6	8	20	18
peak25095	2	3	2	17	10	19	3	4	3	5	11	28
peak25096	2	0	0	8	6	3	0	1	0	5	7	4
peak25097	3	0	3	12	9	10	1	6	1	3	9	13
peak25098	16	3	2	16	14	18	4	3	1	8	11	18
peak25099	9	2	3	19	16	9	3	4	3	13	19	21
peak25100	12	4	8	86	59	69	13	9	10	54	67	91
peak25101	7	4	2	26	6	10	5	6	4	5	9	17
peak25102	11	7	10	38	22	26	4	6	11	34	33	35
peak25103	26	10	23	38	21	34	32	44	40	23	30	32
peak25104	8	1	6	62	45	60	10	8	4	66	94	78
peak25105	8	6	14	45	36	35	13	18	21	37	46	56
peak25106	3	1	2	11	4	6	3	5	7	4	12	18
peak25107	1	2	1	18	18	12	4	0	5	6	14	18
peak25108	4	0	2	20	21	23	2	0	3	9	20	23
peak25109	132	90	91	2357	1365	1382	109	125	163	965	1330	2022
peak25110	87	64	62	464	278	307	81	73	74	218	349	502
peak25111	6	2	3	30	17	32	2	5	0	12	19	21
peak25112	127	57	116	375	247	251	133	159	168	137	220	320
peak25113	37	32	33	89	62	36	37	46	46	51	60	88
peak25114	23	13	27	48	34	27	26	28	29	18	38	38
peak25115	17	12	12	126	59	72	17	13	25	47	74	117
peak25116	5	12	4	21	17	12	10	10	7	5	13	20
peak25117	18	12	24	256	156	195	20	18	24	79	143	308
peak25118	5	2	3	75	30	38	6	5	3	31	48	68
peak25119	70	39	42	118	94	82	47	38	35	96	97	136
peak25120	14	8	15	130	98	107	20	15	13	102	103	164
peak25121	22	11	18	26	19	22	23	24	14	15	38	47
peak25122	18	12	11	90	73	74	18	13	22	44	46	101
peak25123	18	13	19	45	36	28	9	11	18	27	36	55
peak25124	37	29	43	71	49	44	60	72	74	85	107	189
peak25125	61	34	58	151	87	80	70	122	98	177	181	267
peak25126	2	0	2	14	1	12	2	1	1	3	13	15
peak25127	15	7	4	43	41	29	7	9	4	22	38	43
peak25128	25	12	18	124	78	87	23	20	21	99	100	124
peak25129	76	40	60	176	145	142	66	62	63	124	158	237
peak25130	225	131	166	758	570	484	169	161	163	416	477	624
peak25131	7	1	6	17	19	17	3	3	9	9	15	13
peak25132	14	16	18	66	55	64	11	16	21	44	54	96
peak25133	19	20	23	59	36	30	15	19	28	28	50	58
peak25134	30	14	26	114	63	62	27	36	38	46	90	110
peak25135	24	17	25	51	28	29	33	35	16	27	37	56
peak25136	31	24	33	101	110	81	44	55	44	58	102	160
peak25137	50	31	42	141	92	76	50	53	67	66	131	114
peak25138	55	53	54	259	185	158	43	82	73	133	220	215
peak25139	379	275	389	427	383	301	386	544	499	317	359	490
peak25140	271	234	220	1964	1334	1205	267	293	306	1185	1406	1912
peak25141	51	25	32	171	97	75	50	67	50	110	136	168
peak25142	231	193	231	426	376	308	232	301	340	364	394	632
peak25143	117	84	92	868	559	473	116	101	118	365	468	743
peak25144	41	46	50	295	218	196	41	52	59	135	222	283
peak25145	39	35	22	196	130	138	42	28	57	83	105	204
peak25146	30	30	28	91	58	69	30	35	36	70	94	112
peak25147	5	6	4	35	15	20	9	2	7	8	20	17
peak25148	3	2	2	18	18	12	1	1	0	7	11	24
peak25149	1	2	1	35	32	39	4	5	4	14	26	43
peak25150	33	20	29	82	71	65	19	29	34	36	60	84
peak25151	19	12	23	74	53	53	21	37	18	58	78	100
peak25152	23	27	24	59	40	42	25	42	36	16	35	56
peak25153	68	53	55	172	128	152	89	87	80	74	120	198
peak25154	110	75	77	916	689	615	92	110	157	534	655	960
peak25155	34	25	40	121	102	74	50	53	55	164	115	230
peak25156	140	121	102	634	478	423	147	172	176	383	516	653
peak25157	50	34	30	545	396	428	36	42	52	339	550	707
peak25158	19	11	11	32	13	20	12	12	27	14	15	40
peak25159	7	5	11	16	8	15	5	7	10	12	16	22
peak25160	3	3	2	13	4	6	6	9	11	5	10	15
peak25161	28	11	21	60	39	46	30	27	36	46	51	73
peak25162	14	8	6	82	39	48	24	22	24	35	54	61
peak25163	46	43	30	216	151	138	32	43	38	177	172	228
peak25164	50	35	29	85	59	36	41	49	50	47	61	76
peak25165	38	31	31	176	95	86	33	54	38	66	100	164
peak25166	51	45	53	294	176	152	41	70	67	132	218	303
peak25167	94	61	73	507	306	307	75	89	78	285	331	516
peak25168	60	43	54	129	78	75	33	68	78	59	83	137
peak25169	4	1	3	3	11	15	3	0	3	7	4	14
peak25170	57	44	56	114	110	109	40	55	57	81	104	195
peak25171	16	10	5	53	36	38	9	10	16	28	50	70
peak25172	104	73	70	244	160	196	93	122	102	154	218	333
peak25173	162	136	144	242	188	178	144	232	174	245	259	316
peak25174	126	109	102	253	185	149	99	123	128	171	199	242
peak25175	24	26	18	44	43	31	19	33	30	39	28	61
peak25176	17	15	16	81	56	49	23	29	28	65	93	111
peak25177	11	12	19	65	47	41	13	25	14	66	67	98
peak25178	28	27	19	192	105	119	54	77	73	248	342	377
peak25179	115	67	70	507	338	335	139	166	213	621	801	1189
peak25180	124	136	128	1160	887	747	81	117	75	741	789	1050
peak25181	725	647	576	4359	3129	2755	526	512	506	2775	2537	3752
peak25182	224	186	211	1659	1276	1000	167	210	192	784	889	1263
peak25183	5	5	1	8	4	2	6	3	4	13	13	10
peak25184	13	9	15	20	21	9	7	15	19	11	18	23
peak25185	11	11	5	75	63	54	15	17	17	33	69	106
peak25186	18	7	4	36	25	29	21	10	18	18	35	45
peak25187	10	8	8	27	20	21	22	10	14	22	55	56
peak25188	44	29	44	489	316	281	28	70	60	258	313	408
peak25189	33	20	20	203	150	124	25	31	40	150	208	267
peak25190	7	5	9	51	37	41	4	13	9	25	41	82
peak25191	1	0	0	10	7	7	1	1	7	3	10	14
peak25192	1	0	1	20	12	14	4	4	3	6	7	15
peak25193	3	5	2	72	52	55	12	2	9	32	46	61
peak25194	3	4	9	21	16	19	3	7	8	9	17	31
peak25195	22	11	16	71	40	52	16	33	24	56	70	95
peak25196	10	10	4	39	31	26	6	16	14	17	22	38
peak25197	20	11	16	84	54	74	18	31	29	67	88	122
peak25198	44	38	42	373	251	251	55	71	59	379	393	767
peak25199	163	81	146	1099	723	739	189	193	172	620	834	1108
peak25200	62	39	33	193	127	147	52	89	92	146	151	209
peak25201	39	21	23	422	216	261	29	53	46	244	374	485
peak25202	15	8	23	119	59	100	31	36	51	97	133	199
peak25203	61	45	50	56	52	37	40	53	55	38	39	49
peak25204	3	6	3	30	23	19	7	10	7	10	16	37
peak25205	39	47	37	318	218	205	47	60	58	180	187	264
peak25206	15	24	15	115	97	79	15	19	34	61	94	122
peak25207	9	5	9	36	23	22	10	15	5	15	36	28
peak25208	0	2	6	13	5	10	3	5	8	4	10	18
peak25209	3	2	3	32	21	9	2	4	2	13	19	14
peak25210	8	11	2	41	29	26	8	8	6	20	24	39
peak25211	248	145	197	650	326	360	213	196	256	330	408	571
peak25212	18	4	5	122	52	47	7	14	3	44	62	83
peak25213	32	12	34	99	62	67	32	26	28	56	81	129
peak25214	30	28	36	34	24	16	49	34	39	6	20	44
peak25215	11	8	6	143	74	113	5	5	6	57	70	131
peak25216	14	10	8	48	21	18	7	15	10	14	25	30
peak25217	27	16	13	43	47	25	28	34	20	25	44	52
peak25218	6	6	8	10	16	19	3	11	8	22	22	51
peak25219	3	1	5	88	57	58	1	5	8	45	55	102
peak25220	28	17	19	606	399	390	27	35	21	221	433	634
peak25221	12	5	7	46	24	28	1	7	13	20	29	48
