control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak1687	48	54	95	18	19	60	94	38	37	26	114	12
peak1688	38	28	72	25	17	38	79	41	31	16	101	10
peak1689	52	33	79	26	16	45	78	40	32	34	144	15
peak1690	91	79	160	162	139	420	178	101	87	165	1012	92
peak1691	118	115	264	108	95	341	326	152	95	100	525	61
peak1692	31	43	105	55	44	175	141	47	51	66	251	30
peak1693	66	52	120	39	23	76	127	56	59	33	173	12
peak1694	146	200	392	134	81	319	530	201	192	74	355	35
peak1695	58	60	98	106	50	280	163	79	56	43	332	18
peak1696	262	242	621	585	406	1853	815	284	242	621	2541	276
peak1697	83	116	236	266	153	856	341	119	86	191	1041	101
peak1698	528	563	984	523	287	1128	1424	628	466	219	949	169
peak1699	47	48	68	13	18	29	79	26	23	9	81	4
peak1700	213	282	541	511	395	1891	592	290	233	497	2403	221
peak1701	64	62	154	102	77	375	222	83	79	77	397	38
peak1702	5	7	11	7	3	14	28	12	7	2	6	2
peak1703	8	10	15	12	2	25	34	13	9	6	27	5
peak1704	12	16	24	26	10	38	58	21	18	15	75	11
peak1705	3	1	12	4	2	12	14	8	6	4	12	1
peak1706	27	9	36	1	9	26	37	11	12	5	30	4
peak1707	25	27	69	35	18	119	103	46	29	32	139	17
peak1708	21	29	57	43	23	122	88	21	29	31	114	12
peak1709	26	21	47	22	12	59	41	12	16	11	53	4
peak1710	7	6	13	1	3	6	18	7	5	5	6	3
peak1711	33	30	64	19	30	96	86	35	33	28	120	19
peak1712	12	8	23	28	8	43	29	13	8	5	60	8
peak1713	7	5	13	7	6	35	12	3	5	3	16	6
peak1714	525	488	1162	784	500	2574	1312	524	463	550	2663	296
peak1715	27	34	48	11	10	66	60	28	29	22	70	9
peak1716	2	8	18	11	3	23	13	9	7	16	46	0
peak1717	145	143	282	165	122	545	427	160	144	110	671	71
peak1718	170	168	327	109	62	248	388	159	153	54	301	47
peak1719	51	81	173	35	27	98	215	72	59	27	132	21
peak1720	306	330	751	344	234	1189	795	282	288	306	1366	158
peak1721	41	30	59	41	24	119	63	16	22	26	120	21
peak1722	72	99	198	33	23	107	231	97	84	19	99	13
peak1723	59	64	121	60	41	182	153	52	52	43	182	18
peak1724	71	96	181	54	50	171	197	98	70	79	345	36
peak1725	78	61	178	202	150	683	280	87	87	314	1194	105
peak1726	16	24	57	37	51	158	66	20	26	31	171	18
peak1727	19	14	40	14	3	26	40	23	17	19	48	9
peak1728	139	133	227	179	100	299	279	120	100	76	323	50
peak1729	8	9	18	4	8	27	15	10	10	22	51	5
peak1730	6	6	10	9	4	5	9	4	4	2	19	0
peak1731	6	2	18	4	5	11	14	8	3	3	25	1
peak1732	7	4	13	5	2	7	24	6	5	5	32	2
peak1733	9	7	18	6	5	8	31	13	8	3	38	4
peak1734	117	110	317	153	113	635	420	148	135	171	666	68
peak1735	52	69	116	98	54	234	128	60	47	27	241	44
peak1736	113	162	336	388	286	1703	459	190	159	384	1671	208
peak1737	40	62	436	85	56	886	553	233	114	200	1161	55
peak1738	146	129	324	75	55	331	588	186	131	86	362	35
peak1739	102	115	246	133	80	341	318	161	122	108	622	61
peak1740	272	281	614	585	326	1415	660	272	246	323	1326	171
peak1741	2	1	8	7	9	24	12	6	5	10	79	7
peak1742	73	54	153	54	45	142	253	88	55	46	213	29
peak1743	12	24	30	9	6	35	46	12	16	4	49	7
peak1744	40	38	75	38	17	95	80	41	23	19	195	15
peak1745	48	39	78	52	30	76	106	50	48	15	152	20
peak1746	74	68	116	89	71	227	148	61	63	58	474	35
peak1747	87	112	278	80	48	226	285	124	111	57	332	33
peak1748	24	20	47	34	8	64	57	25	20	22	127	15
peak1749	8	12	32	9	3	20	41	9	7	11	26	4
peak1750	3309	2518	4681	1512	860	2843	5130	2378	1998	708	3824	414
peak1751	872	775	1465	1287	622	3056	1578	658	648	584	2866	331
peak1752	1703	1912	3749	1637	1221	4825	5870	2452	1899	1196	5392	715
peak1753	17	23	48	81	38	283	64	31	40	78	408	49
peak1754	287	330	695	566	408	1833	961	357	326	527	2608	247
peak1755	37	43	79	42	30	120	97	38	30	36	152	12
peak1756	36	32	59	66	32	119	82	40	30	28	163	22
peak1757	138	145	256	171	101	430	331	107	119	79	482	49
peak1758	220	237	419	378	233	948	497	191	200	170	920	112
peak1759	226	194	446	338	230	884	600	211	199	308	1364	150
peak1760	14	14	31	68	57	147	50	16	16	84	372	45
peak1761	27	40	68	85	47	251	76	35	25	105	480	35
peak1762	2	4	8	20	12	44	19	7	7	24	112	7
peak1763	358	328	602	401	267	954	1114	433	292	296	1393	140
peak1764	204	283	700	317	259	1251	879	285	244	336	1180	129
peak1765	240	243	702	429	255	1386	866	270	246	271	1296	137
peak1766	393	321	745	470	259	1071	788	405	313	361	2222	162
peak1767	153	197	420	374	268	1343	667	225	195	384	1786	171
peak1768	95	118	246	440	326	1416	372	136	121	398	2093	197
peak1769	56	88	177	42	40	199	190	89	66	44	207	25
peak1770	14	16	27	4	2	34	43	19	19	3	32	7
peak1771	3	5	13	14	7	37	17	3	4	8	26	1
peak1772	732	671	1547	269	196	685	1925	810	653	210	782	99
peak1773	96	106	226	133	70	435	236	80	95	93	356	56
peak1774	6	3	2	1	0	4	3	1	3	4	7	0
peak1775	2	4	1	4	3	7	4	2	3	1	6	1
peak1776	2	2	4	0	6	14	13	11	8	3	18	3
peak1777	22	18	32	34	21	93	45	17	12	26	189	14
peak1778	357	351	734	335	217	1035	946	400	372	261	1347	117
peak1779	266	326	568	319	215	845	713	312	274	180	1011	91
peak1780	157	158	263	86	43	127	320	146	136	58	246	36
peak1781	37	39	37	20	4	16	66	37	22	6	63	3
peak1782	964	1011	2673	2946	2062	11097	3368	1270	1046	2986	14423	1287
peak1783	1104	1275	2929	1306	853	4257	3702	1567	1343	1071	5773	513
peak1784	1096	1125	2628	1401	974	4466	3784	1487	1189	1265	6696	574
peak1785	28	29	77	10	14	61	97	33	29	27	81	17
peak1786	20	21	52	13	17	34	55	25	18	6	50	7
peak1787	28	22	44	27	21	80	97	36	38	32	171	16
peak1788	37	55	119	53	59	222	142	64	60	75	262	42
peak1789	591	586	1270	696	410	1845	1382	653	558	409	1984	279
peak1790	164	195	389	274	221	775	527	236	218	344	1304	154
peak1791	35	41	75	14	7	48	111	43	38	22	81	6
peak1792	535	604	1342	1395	974	4366	1529	565	549	837	3562	566
peak1793	30	33	66	36	15	93	121	38	29	22	76	17
peak1794	21	18	53	56	31	148	51	17	20	46	195	34
peak1795	35	48	92	30	23	95	117	50	48	32	161	15
peak1796	17	24	40	7	2	27	39	16	17	12	48	3
peak1797	59	65	110	37	30	119	147	55	49	49	198	10
peak1798	395	474	954	374	283	1062	1078	517	405	404	2221	224
peak1799	420	486	1236	268	197	982	1410	523	394	323	1117	147
peak1800	137	188	382	74	69	283	412	158	142	74	525	36
peak1801	45	50	85	46	32	123	104	63	43	18	187	17
peak1802	422	356	933	770	451	2343	1028	377	353	589	2488	277
peak1803	73	49	106	69	21	94	156	66	51	33	132	17
peak1804	31	33	33	20	9	36	68	32	19	14	55	5
peak1805	40	41	76	18	12	59	100	42	33	11	80	13
peak1806	269	347	798	462	378	2023	899	346	282	360	1519	176
peak1807	177	229	505	381	291	1295	662	231	231	264	1042	199
peak1808	145	167	294	65	53	197	319	126	148	54	220	41
peak1809	4	5	9	5	5	7	14	5	5	2	18	2
peak1810	1	6	10	5	3	5	11	5	7	7	12	1
peak1811	3	18	13	5	12	30	16	8	2	6	44	4
peak1812	80	88	171	279	171	763	141	57	68	167	959	114
peak1813	180	155	331	97	50	158	430	153	134	44	191	24
peak1814	7	11	32	9	8	30	30	21	6	8	60	4
peak1815	23	31	71	63	26	147	66	27	21	36	158	20
peak1816	180	212	542	368	260	1224	567	202	159	374	1209	176
peak1817	2	4	9	7	4	18	6	2	0	2	15	1
peak1818	0	4	1	5	1	4	1	1	2	0	13	0
peak1819	16	31	48	5	10	61	64	22	30	15	64	8
peak1820	77	110	258	175	103	663	301	119	77	140	682	77
peak1821	136	197	349	164	117	719	516	204	150	176	809	62
peak1822	136	135	309	86	83	274	390	162	118	60	357	29
peak1823	181	170	357	278	193	741	410	183	153	250	904	89
peak1824	229	258	503	229	164	642	566	238	228	138	836	76
peak1825	11	16	35	23	12	66	51	14	17	8	91	11
peak1826	30	38	81	48	37	175	101	29	24	38	283	21
peak1827	35	30	80	28	30	137	91	31	22	51	224	36
peak1828	3	3	9	2	1	17	8	8	3	3	15	2
peak1829	23	15	34	33	25	98	30	16	11	25	99	9
peak1830	44	76	118	91	71	305	136	53	56	45	327	34
peak1831	103	88	168	18	14	48	224	96	93	14	58	5
peak1832	55	55	150	35	32	112	181	56	54	17	129	13
peak1833	30	42	77	24	12	64	89	37	36	14	89	6
peak1834	27	43	62	19	6	40	90	31	31	16	74	5
peak1835	13	24	28	8	6	26	32	11	6	10	37	1
peak1836	51	52	83	62	52	198	100	48	37	51	279	31
peak1837	82	103	138	129	75	289	178	81	64	91	491	63
peak1838	53	87	135	55	25	101	151	58	53	51	153	16
peak1839	21	55	51	19	12	33	62	32	30	11	54	8
peak1840	121	107	135	193	114	372	188	98	59	94	636	59
peak1841	66	61	79	51	17	62	114	64	50	17	165	14
peak1842	8	19	25	9	11	28	49	16	6	12	52	2
peak1843	28	16	48	11	9	23	46	21	19	12	23	3
peak1844	98	84	190	85	74	371	251	108	79	113	408	56
peak1845	50	49	109	118	56	380	101	36	35	61	400	48
peak1846	127	113	213	162	129	476	245	87	94	97	583	70
peak1847	21	19	31	13	0	41	18	14	8	4	22	6
peak1848	21	30	61	40	24	107	111	31	33	27	70	20
peak1849	884	849	2140	1845	1239	4244	2818	1087	897	829	4093	556
peak1850	6	4	4	3	0	8	5	2	3	4	14	0
peak1851	4	3	1	9	1	14	6	3	3	7	20	0
peak1852	257	263	436	768	608	1564	655	307	237	430	2063	289
peak1853	18	14	21	8	11	32	41	7	12	5	52	4
peak1854	51	31	75	99	40	325	147	46	31	78	325	28
peak1855	27	19	38	5	12	35	62	26	22	6	32	6
peak1856	77	93	173	38	21	126	199	80	79	51	140	18
peak1857	852	708	1505	987	577	2166	2168	797	735	580	2670	304
peak1858	94	105	273	137	109	431	342	142	126	132	511	68
peak1859	1	12	7	2	2	7	9	2	2	9	13	0
peak1860	2	9	9	1	6	10	13	1	5	4	7	1
peak1861	55	54	93	193	131	435	151	76	54	174	851	75
peak1862	181	207	453	819	587	2384	513	217	179	758	3730	385
peak1863	42	36	85	29	18	72	93	50	42	12	97	8
peak1864	22	28	48	18	6	49	59	24	27	19	25	4
peak1865	29	52	75	35	17	88	100	42	38	13	113	10
peak1866	304	268	624	922	571	2626	822	367	304	788	3494	358
peak1867	163	138	338	234	167	580	430	195	167	155	712	78
peak1868	49	52	123	84	68	306	169	66	56	75	304	26
peak1869	90	78	167	216	134	658	268	116	91	158	760	85
peak1870	41	42	69	101	46	263	117	50	40	43	304	17
peak1871	6	11	16	12	4	11	8	3	4	8	50	4
peak1872	32	34	40	39	24	78	59	17	24	38	132	12
peak1873	3	5	5	2	3	13	9	2	7	6	10	0
peak1874	10	8	19	10	10	36	16	7	8	9	75	4
peak1875	145	149	378	192	123	573	398	152	139	121	650	70
peak1876	110	123	263	83	77	248	304	146	127	61	331	30
peak1877	235	251	573	288	206	950	669	270	242	243	1159	125
peak1878	48	61	128	24	20	68	119	67	36	32	145	15
peak1879	26	17	63	73	57	275	92	23	27	76	181	40
peak1880	30	23	68	13	25	31	59	43	29	15	94	8
peak1881	31	29	78	24	10	56	83	37	23	12	33	7
peak1882	25	21	29	15	3	34	31	14	12	14	56	4
peak1883	72	56	114	187	90	422	155	69	54	89	578	66
peak1884	32	40	62	28	26	41	78	31	46	16	72	7
peak1885	36	43	92	21	21	92	101	40	37	27	72	10
peak1886	226	170	225	29	12	81	375	171	120	27	80	9
peak1887	29	22	54	17	12	81	79	32	25	22	65	12
peak1888	84	83	238	143	98	529	275	121	91	167	637	54
peak1889	162	166	349	156	80	445	378	133	123	96	574	49
peak1890	849	811	1974	2864	2044	8598	1966	852	715	2198	11185	1260
peak1891	15	9	32	10	6	40	32	6	9	7	47	4
peak1892	9	9	25	12	7	31	19	6	7	22	54	8
peak1893	64	76	174	81	69	330	234	85	80	46	325	54
peak1894	20	23	41	20	25	113	76	21	19	34	148	20
peak1895	53	51	97	31	24	146	163	55	49	16	111	7
peak1896	13	14	37	3	5	24	48	22	20	7	26	4
peak1897	46	54	160	36	14	98	131	62	55	18	64	7
peak1898	51	58	129	59	27	205	126	64	41	17	193	32
peak1899	26	45	60	18	10	40	90	32	31	18	57	5
peak1900	143	157	319	179	127	458	374	155	100	154	723	89
peak1901	9	9	22	27	7	45	24	11	7	7	56	5
peak1902	6	4	19	4	3	13	17	6	3	4	21	6
peak1903	628	607	1165	1185	687	2882	1823	836	650	753	4452	411
peak1904	55	47	93	78	49	268	128	53	30	99	374	41
peak1905	54	50	84	51	52	121	121	52	39	39	178	26
peak1906	33	41	65	44	18	98	107	37	49	20	107	14
peak1907	385	400	916	349	244	1227	991	360	342	319	1408	161
peak1908	173	122	269	54	27	132	308	113	125	30	134	22
peak1909	161	147	245	90	57	203	268	148	93	84	274	30
peak1910	28	23	33	11	12	47	45	26	15	20	69	6
peak1911	8	12	19	17	7	34	27	22	5	10	65	4
peak1912	861	919	1874	1384	889	3858	2317	934	823	1062	5112	487
peak1913	67	67	146	80	43	191	181	60	55	54	291	28
peak1914	43	44	114	105	50	190	123	34	60	46	249	32
peak1915	77	75	177	143	124	488	206	82	53	146	677	60
peak1916	31	17	54	16	13	36	61	34	30	6	29	2
peak1917	44	50	76	44	25	113	134	43	40	31	141	11
peak1918	14	20	50	18	10	45	87	24	14	12	36	2
peak1919	48	54	82	48	23	81	85	46	60	18	95	15
peak1920	61	58	94	81	35	157	120	51	53	23	148	13
peak1921	146	138	287	230	133	727	346	162	144	188	918	116
peak1922	129	129	309	70	65	239	365	126	115	124	350	42
peak1923	9	7	19	9	3	14	25	12	13	15	41	8
peak1924	13	8	43	2	2	25	31	10	12	13	52	3
peak1925	270	304	620	887	557	2448	902	413	304	700	3721	344
peak1926	158	177	437	142	119	622	557	217	153	158	547	66
peak1927	180	185	457	255	165	788	578	240	203	234	884	87
peak1928	21	23	59	11	6	55	64	23	14	14	47	5
peak1929	127	132	253	238	166	733	301	120	125	217	916	114
peak1930	21	22	48	19	9	40	43	24	17	11	62	9
peak1931	37	30	65	21	13	60	97	39	28	21	90	8
peak1932	34	36	83	45	30	122	79	48	51	17	174	11
peak1933	397	475	1142	550	323	1905	1452	525	416	412	1518	198
peak1934	609	621	1480	445	325	1274	1965	770	602	342	1668	207
peak1935	102	88	132	81	45	197	201	110	66	42	316	32
peak1936	50	56	81	41	14	130	105	37	37	21	172	9
peak1937	60	54	100	35	20	89	103	50	47	28	161	14
peak1938	78	66	103	58	38	86	166	90	63	37	272	18
peak1939	15	13	23	37	19	55	39	13	10	31	153	9
peak1940	124	106	199	55	34	116	266	90	92	36	122	19
peak1941	242	200	374	205	143	463	538	240	199	103	492	74
peak1942	1462	1203	2162	2958	1738	5484	3006	1641	1191	1464	8574	999
peak1943	322	337	496	184	121	425	721	456	313	70	463	64
peak1944	592	559	1249	377	303	1177	1602	604	530	380	1582	190
peak1945	248	297	715	375	272	1145	906	345	311	284	1468	152
peak1946	14	16	34	34	18	39	28	25	22	9	80	11
peak1947	388	359	733	483	261	1139	1193	565	344	370	1868	178
peak1948	863	767	1448	1285	622	3052	1559	651	640	584	2865	331
peak1949	107	142	260	362	260	1285	427	160	128	289	1507	152
peak1950	10	4	30	12	9	31	33	14	13	7	47	2
peak1951	45	38	101	31	15	101	76	24	27	27	66	13
peak1952	53	44	90	27	9	64	89	34	21	21	48	7
peak1953	42	40	76	19	17	63	68	24	25	9	85	10
peak1954	199	205	516	256	180	879	822	351	261	202	942	143
peak1955	247	303	621	342	235	973	1025	384	302	262	1231	146
peak1956	137	152	328	166	102	461	481	199	158	113	574	57
peak1957	1	0	5	4	0	1	10	0	1	3	14	1
peak1958	2	1	0	0	4	7	5	2	0	1	7	0
peak1959	7	1	13	1	9	7	25	5	4	5	23	0
peak1960	55	75	150	63	49	234	140	52	54	56	310	25
peak1961	4	4	4	0	0	0	0	1	0	0	0	0
peak1962	26	23	41	12	17	50	43	14	14	24	57	16
peak1963	31	32	55	53	29	101	65	31	31	38	166	32
peak1964	30	32	85	41	21	112	80	34	36	25	130	16
peak1965	60	57	122	69	42	234	151	78	66	72	255	33
peak1966	44	53	132	30	31	80	134	51	37	33	133	20
peak1967	30	46	86	28	18	74	94	37	30	16	75	8
peak1968	13	11	20	12	8	28	46	14	12	6	69	3
peak1969	6	12	19	2	1	20	34	14	11	5	24	7
peak1970	35	42	93	22	18	56	87	37	32	17	104	8
peak1971	116	121	217	153	74	373	245	96	96	95	458	42
peak1972	297	272	563	332	235	967	676	285	270	236	1119	145
peak1973	62	56	142	77	68	241	157	70	43	63	261	36
peak1974	44	38	92	50	27	115	88	30	38	32	183	16
peak1975	75	65	147	22	13	73	211	75	74	32	109	9
peak1976	173	179	362	69	55	156	379	183	166	51	240	22
peak1977	57	80	116	31	29	110	126	76	48	37	137	13
peak1978	102	82	190	68	29	188	210	83	94	41	214	18
peak1979	111	105	233	94	64	312	382	142	116	104	333	35
peak1980	9	3	15	3	2	6	25	13	7	6	26	2
peak1981	85	93	101	38	19	64	178	79	62	37	169	12
peak1982	22	23	35	15	13	57	34	15	12	24	122	6
peak1983	108	88	155	214	166	480	238	105	82	219	1309	105
peak1984	35	29	38	19	7	45	64	38	19	8	44	2
peak1985	8	5	11	7	2	10	34	14	6	3	13	1
peak1986	6	5	10	10	7	9	19	10	9	0	12	2
peak1987	24	14	28	27	19	30	36	30	11	17	63	6
peak1988	30	23	94	19	16	97	77	29	32	26	122	16
peak1989	9	7	15	22	9	29	18	5	7	18	57	4
peak1990	238	253	474	243	143	715	629	285	243	140	1015	98
peak1991	40	36	87	38	32	93	104	36	40	27	146	15
peak1992	39	34	77	91	45	297	118	31	33	93	329	31
peak1993	133	135	253	113	77	360	285	122	100	79	482	49
peak1994	341	325	771	655	451	1966	896	360	303	502	2498	277
peak1995	27	34	67	17	22	52	66	24	25	44	85	7
peak1996	0	1	1	0	0	0	0	0	0	0	0	0
peak1997	11	13	52	17	6	32	53	19	8	26	57	11
peak1998	76	101	232	205	200	969	340	107	89	410	2054	168
peak1999	120	156	308	115	88	379	362	148	132	74	346	42
peak2000	19	18	37	16	7	40	55	25	21	7	42	8
peak2001	56	62	139	30	21	114	158	74	56	34	133	9
peak2002	90	73	187	153	71	275	202	91	71	70	329	24
peak2003	100	100	208	201	124	514	219	79	95	117	570	72
peak2004	122	102	266	324	205	925	269	95	90	182	887	93
peak2005	74	60	153	118	90	301	130	59	45	58	296	44
peak2006	13	4	27	18	11	34	15	7	8	11	46	3
peak2007	71	54	108	33	31	106	219	81	61	40	200	26
peak2008	26	43	58	15	22	36	81	44	41	16	83	7
peak2009	2	8	26	12	10	36	23	8	7	10	80	10
peak2010	52	53	92	27	17	57	127	54	39	35	171	10
peak2011	25	24	58	13	10	40	80	25	23	22	102	6
peak2012	22	13	35	22	17	41	41	19	10	24	123	14
peak2013	7	8	5	2	4	14	21	6	7	10	18	1
peak2014	13	9	32	5	3	25	22	19	13	5	48	1
peak2015	41	24	65	18	21	82	112	39	26	41	174	10
peak2016	20	32	31	16	9	34	51	31	21	20	101	9
peak2017	8	9	20	6	8	14	27	12	11	4	11	3
peak2018	26	20	63	19	5	56	51	33	19	22	77	9
peak2019	4	10	13	7	2	17	16	2	6	8	23	1
peak2020	3	5	8	1	0	8	7	3	4	6	16	4
peak2021	16	28	84	10	9	41	62	26	19	14	45	6
peak2022	167	205	434	63	64	159	428	196	161	84	238	28
peak2023	129	146	305	200	116	662	346	130	113	146	673	82
peak2024	47	77	170	88	57	287	342	79	67	106	367	40
peak2025	41	59	88	48	23	77	95	44	43	34	119	16
peak2026	11	7	24	10	3	16	45	13	9	10	20	3
peak2027	13	12	21	26	8	37	31	15	6	4	65	13
peak2028	100	90	198	284	170	579	234	122	93	116	958	106
peak2029	13	11	30	18	9	33	38	14	10	20	66	6
peak2030	21	23	46	9	4	26	45	19	13	9	64	7
peak2031	39	45	75	16	12	48	93	59	41	17	112	10
peak2032	159	182	351	661	488	1989	392	151	167	680	3435	283
peak2033	4	3	23	8	7	20	12	11	4	11	31	8
peak2034	111	115	238	217	105	511	250	118	130	94	615	75
peak2035	60	62	152	98	61	251	136	70	72	51	274	43
peak2036	18	15	33	11	6	36	40	26	16	18	69	4
peak2037	2	2	14	9	2	32	5	0	1	7	41	3
peak2038	26	22	46	5	7	31	43	35	23	9	39	2
peak2039	275	339	710	429	265	1471	1127	495	329	278	1449	184
peak2040	17	12	32	4	6	17	31	15	18	8	55	5
peak2041	17	14	29	7	11	51	54	15	17	13	84	9
peak2042	10	15	34	13	3	23	45	20	15	15	53	2
peak2043	33	40	66	42	25	119	123	27	30	46	184	21
peak2044	10	5	30	6	5	26	47	14	13	7	47	2
peak2045	27	28	40	14	9	43	49	24	20	11	73	6
peak2046	9	13	23	10	3	12	48	11	12	5	21	0
peak2047	48	26	90	51	44	112	99	42	38	18	124	12
peak2048	164	134	332	354	233	904	429	189	157	281	1558	126
peak2049	12	16	37	27	44	158	34	14	12	33	278	35
peak2050	29	29	47	6	9	27	39	8	19	3	22	7
peak2051	16	21	27	5	4	30	31	17	7	8	36	3
peak2052	21	25	36	13	2	11	66	27	23	3	61	2
peak2053	35	52	60	23	10	47	102	38	33	10	87	6
peak2054	40	38	74	20	13	55	97	42	25	6	61	13
peak2055	16	5	19	1	5	11	30	11	8	12	24	1
peak2056	72	66	112	25	17	47	169	69	57	17	75	8
peak2057	36	40	66	47	32	92	104	39	31	39	175	13
peak2058	25	18	40	18	2	27	62	20	19	6	38	4
peak2059	335	339	656	632	421	1420	690	266	272	357	1709	275
peak2060	289	273	484	178	126	412	680	288	212	195	590	76
peak2061	194	233	416	240	123	516	554	202	197	121	705	90
peak2062	541	561	967	487	331	1013	1290	572	464	304	1399	180
peak2063	338	354	584	175	98	431	656	317	282	98	523	52
peak2064	469	450	800	959	587	2030	997	500	400	544	3516	339
peak2065	476	478	1208	397	240	1134	1506	524	503	347	1312	149
peak2066	50	55	150	127	77	344	168	66	43	105	479	58
peak2067	196	215	418	151	109	496	669	242	200	121	548	57
peak2068	234	243	565	284	249	1072	786	318	256	296	1159	178
peak2069	38	43	89	51	37	140	91	51	38	41	262	14
peak2070	28	49	130	14	20	78	170	71	50	23	116	12
peak2071	115	122	264	48	25	206	268	109	108	78	353	17
peak2072	27	30	71	39	18	128	77	30	30	34	150	9
peak2073	13	24	33	18	18	85	38	19	17	12	95	16
peak2074	1048	1001	1851	884	538	2104	2488	1118	923	554	3229	296
peak2075	890	716	1560	874	598	2329	1835	827	618	529	2741	273
peak2076	1157	1010	2022	1054	683	2664	2470	1096	896	617	3181	385
peak2077	42	42	96	29	20	80	138	46	65	11	56	4
peak2078	64	53	121	68	47	268	148	89	70	111	595	40
peak2079	690	688	1415	716	445	1824	1926	855	691	432	2324	226
peak2080	123	132	267	178	108	403	396	131	117	115	506	67
peak2081	94	135	263	204	134	759	366	117	118	149	704	82
peak2082	58	84	142	113	64	334	158	66	58	78	323	41
peak2083	17	20	44	6	6	52	45	15	11	13	66	8
peak2084	56	63	159	66	50	222	163	55	63	61	288	24
peak2085	83	74	93	31	22	80	162	75	53	28	118	14
peak2086	13	15	17	32	25	68	21	5	6	22	135	15
peak2087	5	10	27	5	6	45	17	10	13	4	37	3
peak2088	4	4	6	2	0	16	15	2	2	4	8	5
peak2089	8	16	28	6	6	9	34	10	6	10	28	3
peak2090	17	24	42	27	28	83	36	17	16	23	114	5
peak2091	7	7	8	8	1	13	15	4	7	1	9	3
peak2092	22	22	60	21	14	49	45	15	16	8	47	8
peak2093	4	4	11	4	4	16	10	5	4	2	18	1
peak2094	6	8	17	8	4	23	22	11	6	4	34	2
peak2095	4	5	5	3	1	14	6	2	4	1	17	2
peak2096	10	11	8	7	1	19	14	3	4	12	60	5
peak2097	23	21	43	19	19	61	68	10	13	10	39	10
peak2098	17	10	29	14	7	51	36	5	5	10	44	10
peak2099	25	25	37	23	22	122	46	26	23	21	114	12
peak2100	8	7	18	6	3	27	24	15	8	7	141	3
peak2101	14	9	18	19	9	31	25	7	10	7	82	11
peak2102	1171	1489	2878	1976	1299	6960	4016	1449	1443	1475	7308	781
peak2103	42	29	53	24	12	27	85	37	25	13	56	7
peak2104	26	54	67	69	41	223	89	30	33	45	226	38
peak2105	10	11	27	6	7	10	16	8	5	3	8	1
peak2106	8	9	11	7	8	14	23	6	13	4	35	5
peak2107	128	86	168	108	50	164	206	77	79	35	170	16
peak2108	16	18	47	19	11	49	46	18	19	6	44	3
peak2109	54	84	193	99	74	369	204	93	64	112	578	65
peak2110	60	78	168	63	60	313	199	69	75	62	334	44
peak2111	164	144	299	63	48	125	327	113	100	64	217	18
peak2112	186	214	476	500	368	1544	553	193	202	480	1669	234
peak2113	24	26	51	19	13	40	62	23	22	18	59	7
peak2114	69	109	214	76	46	315	276	93	72	91	326	35
peak2115	92	111	184	63	31	188	271	122	95	83	411	24
peak2116	312	302	660	90	69	298	942	378	257	84	449	38
peak2117	419	454	1084	495	312	1452	1276	571	452	274	1252	201
peak2118	13	12	33	24	14	34	54	12	23	26	49	12
peak2119	241	213	502	103	85	353	526	243	205	91	253	37
peak2120	78	109	234	47	25	109	222	92	94	25	94	12
peak2121	37	22	78	16	12	24	89	29	44	10	71	8
peak2122	61	69	160	91	45	227	199	86	57	83	379	48
peak2123	74	97	210	85	79	342	258	90	105	98	489	43
peak2124	32	27	90	20	22	88	99	37	23	21	119	14
peak2125	40	44	64	58	53	171	127	49	39	51	199	23
peak2126	33	31	81	45	27	122	99	49	39	40	172	23
peak2127	28	50	65	12	12	51	81	36	23	12	65	9
peak2128	8	5	26	8	4	8	31	10	9	3	40	3
peak2129	1049	1186	2244	4263	2696	11417	3552	1574	1205	2175	11159	1689
peak2130	6	6	15	6	5	10	12	6	5	9	23	1
peak2131	6	2	4	1	3	14	16	8	2	5	31	0
peak2132	16	11	35	8	11	46	50	19	9	9	92	8
peak2133	13	14	25	40	46	92	29	12	14	47	329	24
peak2134	3	6	15	20	7	43	15	5	5	16	105	10
peak2135	39	57	89	25	15	71	124	51	36	22	50	8
peak2136	26	9	46	7	9	40	66	21	18	5	32	4
peak2137	40	62	97	28	19	100	94	40	32	31	89	9
peak2138	7	8	31	7	9	47	26	12	8	7	20	8
peak2139	2	4	7	8	2	11	6	5	1	10	8	2
peak2140	133	172	358	171	153	581	450	168	154	180	836	96
peak2141	43	50	99	47	41	103	139	52	42	23	197	25
peak2142	589	632	1505	870	661	3268	1546	509	497	547	2219	355
peak2143	72	83	174	58	37	201	199	84	47	47	202	17
peak2144	10	11	28	7	9	13	41	9	9	7	59	7
peak2145	296	332	718	474	316	1379	856	364	310	454	2428	207
peak2146	76	87	147	83	52	240	227	113	72	85	409	25
peak2147	37	35	78	57	29	136	79	44	29	45	267	21
peak2148	54	53	100	83	43	162	127	58	57	54	215	21
peak2149	3	5	15	4	8	23	10	2	1	4	30	4
peak2150	6	2	6	10	5	12	5	5	6	8	14	4
peak2151	100	97	139	41	26	99	241	103	70	59	304	17
peak2152	195	184	401	316	217	956	560	226	202	241	1052	109
peak2153	218	207	414	479	316	1334	483	258	196	317	1817	190
peak2154	71	74	142	49	36	162	193	82	87	60	190	14
peak2155	30	17	46	12	7	11	55	32	22	7	34	10
peak2156	20	23	28	16	10	37	37	21	17	5	65	7
