control_input	control_input.1	control_IP	control_IP.1	treatment_input	treatment_input.1	treatment_IP	treatment_IP.1
peak284	4348	3018	4398	2994	1548	1503	1992	2159
peak285	257	205	463	257	63	72	93	134
peak286	2615	2327	4397	5485	1152	1181	3072	3817
peak287	471	388	765	535	195	213	384	452
peak288	2418	1653	2431	1761	968	1016	1261	1508
peak289	1531	1007	1413	720	544	672	677	936
peak290	2552	1677	2213	891	886	1026	814	1052
peak291	1675	1206	818	768	462	500	459	585
peak292	1901	1263	1752	1558	874	804	928	1168
peak293	2894	1926	4216	1853	972	934	992	1066
peak294	1548	1173	2804	1844	534	547	1007	1500
peak295	1214	786	1515	716	275	264	274	383
peak296	210	171	283	115	82	100	111	123
peak297	61	50	117	39	22	20	9	19
peak298	58	36	97	42	13	16	8	12
peak299	1167	737	1751	661	500	541	655	670
peak300	521	418	786	654	143	131	192	235
peak301	3120	2005	2118	1551	1020	922	1165	1232
peak302	142	144	363	184	75	81	121	183
peak303	224	176	390	276	101	112	106	167
peak304	2076	1517	2371	1347	863	894	946	1128
peak305	1570	1183	1986	878	429	452	513	627
peak306	9215	5489	10307	6690	3192	2945	4783	5156
peak307	15017	11474	29814	17364	12085	10865	20319	27187
peak308	14924	10662	23210	16001	10226	10236	14521	17904
peak309	4818	3162	6077	4546	3240	3120	4096	5369
peak310	32399	17209	18460	13692	15403	15661	13054	16680
peak311	317	215	494	238	193	202	193	205
peak312	1747	1120	2053	1097	1077	1149	1334	1613
peak313	303	231	430	231	157	173	201	260
peak314	422	321	345	281	152	190	228	234
peak315	12107	7777	12264	9351	3060	2866	3667	4252
peak316	506	441	684	511	155	216	360	521
peak317	359	241	391	210	124	131	133	164
peak318	607	375	1208	806	253	222	485	627
peak319	181	191	427	347	87	100	238	313
peak320	148	106	205	72	51	58	45	54
peak321	1088	715	1341	543	407	394	346	448
peak322	142	96	224	95	57	51	55	75
peak323	463	367	804	358	253	265	363	472
peak324	712	525	1205	642	259	270	408	499
peak325	655	488	780	468	301	270	313	362
peak326	199	132	161	98	101	114	123	121
peak327	1541	1065	1521	806	525	487	442	575
peak328	2580	1610	3066	1541	757	735	909	1005
peak329	357	258	404	312	117	130	189	202
peak330	259	161	510	195	152	159	128	166
peak331	202	151	311	119	99	99	95	129
peak332	1511	966	1330	1040	496	477	430	555
peak333	336	266	746	347	161	136	249	270
peak334	523	438	372	237	261	272	281	297
peak335	443	358	587	409	230	257	301	392
peak336	1388	895	2109	866	542	609	653	788
peak337	1892	1200	2466	977	794	950	832	1137
peak338	1711	1157	2312	889	729	766	732	858
peak339	3113	2026	4181	1956	1425	1460	1631	2000
peak340	667	475	791	525	204	238	257	308
peak341	420	329	589	278	157	170	196	242
peak342	712	500	928	336	278	352	374	427
peak343	827	563	1281	488	251	239	280	321
peak344	981	721	871	516	441	498	413	496
peak345	21441	14102	19336	9001	8139	8211	7675	9350
peak346	43578	32038	57677	37447	20126	18189	27349	30315
peak347	181	134	348	294	66	54	128	190
peak348	853	593	1183	569	376	429	425	548
peak349	156	105	241	124	58	78	68	111
peak350	95	63	207	123	42	32	78	106
peak351	1925	1363	2686	1245	718	814	883	1068
peak352	900	642	918	564	334	352	373	557
peak353	91	56	207	150	68	54	211	304
peak354	352	253	575	261	142	124	181	187
peak355	110	61	153	77	38	42	48	38
peak356	108	75	182	69	72	62	77	82
peak357	348	233	557	229	132	123	137	136
peak358	133	137	200	142	49	85	101	160
peak359	96	64	144	91	54	63	59	86
peak360	88	86	157	88	54	59	39	82
peak361	437	306	330	222	145	175	186	214
peak362	2626	2040	3032	1759	1020	1188	1615	1875
peak363	906	596	1046	603	233	256	290	323
peak364	187	164	368	139	74	71	72	90
peak365	7756	4769	15280	10058	3221	2695	3962	3858
peak366	178	119	202	106	69	80	87	96
peak367	1262	828	1128	444	340	287	257	261
peak368	2079	1482	2811	1263	541	715	796	925
peak369	1822	1366	1950	1340	490	569	701	971
peak370	2978	1860	3349	2249	945	846	817	936
peak371	1620	1138	1380	955	513	500	526	631
peak372	1536	1060	1487	1164	436	487	477	593
peak373	642	468	754	559	205	202	230	276
peak374	379	300	912	530	135	147	283	316
peak375	771	501	870	518	310	308	299	321
peak376	529	362	671	308	189	202	229	268
peak377	276	227	442	201	119	117	147	162
peak378	174	127	235	116	60	53	79	76
peak379	893	687	782	1039	285	273	450	632
peak380	4027	2650	6058	2088	1471	1492	1412	1597
peak381	173239	105750	91927	46456	58743	55923	41678	45463
peak382	75366	53761	28453	22994	25649	26262	19347	22328
peak383	679	549	958	595	245	263	334	393
peak384	389	265	568	242	150	148	175	205
peak385	779	495	1299	821	365	327	394	462
peak386	64	82	131	269	55	60	247	364
peak387	4807	3353	4695	2695	1387	1480	1628	1858
peak388	3236	2141	2098	1691	875	896	942	1131
peak389	4640	3766	1787	1486	1211	1340	893	1072
peak390	1166	855	1875	1144	512	487	609	733
peak391	3668	2627	1953	1479	1269	1200	1244	1292
peak392	85	60	86	162	77	69	139	191
peak393	711	446	680	333	573	564	593	696
peak394	270	277	688	663	142	150	464	587
peak395	375	292	372	217	173	182	173	218
peak396	1068	725	1526	1005	506	477	566	686
peak397	1342	871	1155	834	489	516	484	606
peak398	16172	10738	15066	9066	4127	3982	4431	5105
peak399	5450	3195	4602	4245	1492	1341	1678	1895
peak400	545	405	1305	879	270	256	682	846
peak401	99	43	170	80	30	39	65	93
peak402	387	236	461	231	259	247	280	297
peak403	187	118	214	114	63	59	47	76
peak404	678	481	768	419	263	251	266	326
peak405	744	471	1530	723	310	284	405	470
peak406	1894	1233	2093	1185	666	748	741	822
peak407	295	194	1113	505	132	126	278	364
peak408	441	320	529	370	182	199	240	289
peak409	10728	7610	5772	3478	4267	4193	3381	3945
peak410	497	379	528	298	225	231	257	297
peak411	111	73	307	131	71	46	43	65
peak412	199	135	240	158	182	210	266	374
peak413	833	525	844	443	752	901	876	1138
peak414	4165	2996	6904	5141	792	794	1664	2093
peak415	8707	6030	7968	4093	1407	1496	1601	2050
peak416	13548	9461	13904	9135	2568	2359	3047	3396
peak417	142	131	241	188	90	103	147	183
peak418	205	137	180	123	70	77	73	75
peak419	115	71	205	66	97	86	75	97
peak420	792	549	935	479	716	665	628	783
peak421	800	506	1062	602	648	596	777	856
peak422	1375	1007	1651	1098	563	582	571	811
peak423	1848	1253	1711	885	772	892	802	904
peak424	1893	1254	2414	1720	623	630	861	1086
peak425	106	51	165	81	31	39	42	51
peak426	695	503	678	478	237	221	329	442
peak427	680	493	928	607	348	322	376	478
peak428	409	256	508	296	162	169	143	179
peak429	1645	1114	1680	1163	510	526	624	753
peak430	1257	790	997	749	333	379	414	515
peak431	871	642	1030	918	289	298	374	416
peak432	5647	3710	3191	2494	1456	1485	1716	1741
peak433	1029	905	983	1924	311	343	927	1121
peak434	108	109	216	92	57	51	43	54
peak435	443	423	796	509	208	248	379	493
peak436	1424	1086	1476	748	709	745	759	859
peak437	1791	1173	2764	1688	933	956	1315	1583
peak438	333	251	380	296	160	169	220	272
peak439	357	268	256	298	186	212	271	330
peak440	832	587	946	579	419	528	562	762
peak441	930	686	1397	511	507	549	579	725
peak442	95	69	119	26	112	111	29	36
peak443	1303	1063	1073	697	632	768	831	1069
peak444	4524	3134	3677	2786	1049	1103	1205	1594
peak445	5095	3306	3281	2764	1100	1045	1297	1479
peak446	122	89	304	130	38	48	36	70
peak447	401	290	528	364	147	184	156	197
peak448	555	375	497	359	235	251	271	335
peak449	100	79	127	100	37	34	55	68
peak450	937	652	680	648	508	490	440	624
peak451	1357	947	958	620	664	640	665	726
peak452	252	243	457	279	135	118	211	239
peak453	399	217	533	327	173	141	269	318
peak454	1917	1393	2025	1195	606	729	677	921
peak455	1516	985	1570	1194	568	551	572	854
peak456	609	381	565	320	274	314	278	370
peak457	111	74	235	94	90	112	113	120
peak458	312	196	278	166	90	81	115	135
peak459	1234	942	857	645	393	441	449	507
peak460	295	200	398	147	85	77	84	98
peak461	979	679	635	437	333	318	262	340
peak462	1394	807	1156	664	329	341	276	331
peak463	423	342	760	609	184	196	389	564
peak464	318	260	594	283	178	149	156	185
peak465	3183	2022	3908	2895	782	791	1025	1359
peak466	353	238	820	575	111	107	242	304
peak467	436	327	693	335	109	131	157	199
peak468	258	195	365	181	94	103	73	88
peak469	527	326	750	387	149	137	133	156
peak470	365	213	552	312	129	140	127	153
peak471	2708	1836	2304	1187	1031	1013	1067	1158
peak472	302	237	714	302	206	232	241	336
peak473	208	192	183	304	82	92	204	289
peak474	394	311	408	308	136	127	121	154
peak475	290	202	337	198	125	159	192	200
peak476	108	70	174	67	55	63	58	87
peak477	673	464	703	378	205	173	202	243
peak478	1970	1252	1134	1377	699	679	562	765
peak479	2479	1782	2303	1266	926	922	795	1026
peak480	394	274	565	294	180	209	246	295
peak481	286	179	191	217	138	112	128	204
peak482	1290	906	1065	740	401	435	439	599
peak483	44	36	129	33	39	45	31	46
peak484	620	518	968	674	240	282	378	502
peak485	760	722	1187	831	263	387	438	603
peak486	1121	787	2498	849	480	548	445	575
peak487	1481	1132	2769	1468	513	616	776	948
peak488	589	447	846	560	201	222	302	365
peak489	1697	1297	2811	1573	551	716	896	1158
peak490	1018	775	1910	977	346	389	478	600
peak491	833	622	893	621	278	317	373	485
peak492	2090	1345	1752	1553	660	741	762	895
peak493	3689	2384	1944	1444	1388	1540	1411	1479
peak494	193	149	282	168	95	83	114	141
peak495	441	230	723	307	178	149	177	180
peak496	97	61	225	206	20	26	103	178
peak497	194	118	219	131	77	76	95	119
peak498	164	144	223	168	85	96	104	142
peak499	87	82	401	185	33	62	114	179
peak500	4493	3248	3774	1680	2300	2021	1380	1497
peak501	2279	1432	2610	1182	1159	1127	1051	1131
peak502	1003	657	1506	724	490	448	653	718
peak503	552	370	503	404	276	291	334	402
peak504	242	173	544	235	186	198	235	385
peak505	273	249	296	218	151	180	193	264
peak506	197	163	299	210	75	77	175	187
peak507	158	91	296	183	84	99	159	195
peak508	1742	1134	1693	1043	678	626	656	748
peak509	1043	755	1177	553	342	399	292	399
peak510	273	219	503	243	132	111	182	182
peak511	150	127	251	145	63	56	67	74
peak512	1450	977	1481	1060	583	553	696	717
peak513	68478	39995	36719	21746	29462	28696	19666	22941
peak514	911	601	560	620	313	336	290	329
peak515	18217	11531	12638	11530	6207	5509	5249	5910
peak516	16945	12359	8487	7694	5129	5301	3626	4285
peak517	11066	6883	15749	8826	3022	3118	3948	4742
peak518	199	165	313	226	98	109	128	173
peak519	676	479	753	532	306	311	402	528
peak520	563	311	653	428	290	272	342	365
peak521	1112	658	871	830	399	453	342	490
peak522	773	515	529	471	217	276	269	349
peak523	2787	1834	5324	1855	1072	1163	1536	1845
peak524	1148	751	2803	840	771	770	1026	1137
peak525	436	309	710	325	300	291	306	381
peak526	266	197	395	198	121	132	140	200
peak527	154	114	188	136	88	77	101	142
peak528	4395	3009	4236	2563	1306	1265	1339	1534
peak529	500	331	668	393	497	415	559	722
peak530	2870	1921	3547	2779	1050	958	1452	1862
peak531	980	749	776	622	353	366	348	429
peak532	313	229	420	211	139	187	160	168
peak533	141	99	431	212	86	74	132	192
peak534	1039	908	1536	1168	410	462	791	1102
peak535	3950	2624	4967	3099	1443	1366	1777	1912
peak536	603	573	1206	597	156	177	278	371
peak537	310	208	329	307	249	294	398	497
peak538	121	93	178	120	64	40	79	97
peak539	350	282	701	521	113	120	253	341
peak540	7428	5621	4054	2681	3329	3482	2678	3043
peak541	11356	7358	12674	8765	4784	4561	6826	7200
peak542	3466	2615	3471	2162	1564	1725	1903	2350
peak543	240	180	321	170	164	156	161	157
peak544	2237	1522	2106	1348	814	793	947	1113
peak545	499	542	597	547	238	287	412	585
peak546	5237	3225	7007	2775	2018	1913	1935	2254
peak547	378	284	605	273	150	181	193	203
peak548	353	222	370	157	263	293	241	326
peak549	1367	1058	2318	1262	731	688	795	981
peak550	180	160	181	221	59	68	203	234
peak551	202	138	243	163	43	53	104	104
peak552	159	106	207	143	103	121	156	203
peak553	624	406	604	310	276	241	185	220
peak554	392	230	474	451	132	171	211	352
peak555	2942	1880	4417	1939	1256	1307	1162	1444
peak556	2614	2101	4510	2059	1129	1195	1447	1836
peak557	1024	692	2259	987	564	514	675	636
peak558	646	537	761	622	343	338	429	558
peak559	864	578	1697	791	526	517	624	716
peak560	450	380	869	586	204	230	348	411
peak561	742	501	1222	509	322	309	305	389
peak562	176	143	369	147	80	100	115	157
peak563	702	584	1117	761	261	307	364	449
peak564	719	508	909	634	239	219	246	341
peak565	294	171	453	372	99	104	149	155
peak566	2495	1763	2207	1269	705	746	819	988
peak567	3696	2457	4323	2562	1139	1138	1300	1589
peak568	355	249	284	220	178	189	189	222
peak569	1226	956	3075	1410	711	820	1095	1376
peak570	2454	1671	3052	1492	728	826	824	998
peak571	764	531	727	431	197	209	250	283
peak572	141	86	276	94	78	91	102	118
peak573	736	598	684	446	291	312	331	442
peak574	537	371	544	344	210	201	261	275
peak575	1201	719	1204	686	369	390	431	642
peak576	485	344	888	395	203	224	210	313
peak577	465	306	522	358	172	157	219	327
peak578	198	153	219	156	69	63	64	108
peak579	594	425	793	395	162	195	244	282
peak580	776	494	996	425	101	105	153	164
peak581	2127	1439	2316	1279	798	743	806	934
peak582	1873	1269	3240	2278	846	794	966	1173
peak583	1674	1256	1297	770	620	620	526	613
peak584	120	66	212	75	94	70	70	82
peak585	413	317	941	365	203	246	273	372
peak586	42	61	147	132	28	40	80	121
peak587	799	710	1863	786	352	383	560	748
peak588	431	415	1462	1009	234	247	585	863
peak589	1158	726	1391	724	419	443	553	647
peak590	4052	2787	5455	3146	1888	1882	2281	2688
peak591	1378	1076	1232	736	354	415	442	562
peak592	359	282	651	303	134	124	166	189
peak593	1781	1384	3188	1810	562	575	917	1182
peak594	2373	1864	3204	2499	675	709	1024	1368
peak595	1246	1024	1616	1308	402	404	570	826
peak596	4992	3515	7207	4513	1353	1551	1879	2578
peak597	1439	1123	2422	1681	547	473	642	792
peak598	1156	711	934	468	319	386	359	449
peak599	906	543	430	219	254	272	224	222
peak600	639	490	516	281	256	269	220	254
peak601	1352	899	1502	822	500	532	545	665
peak602	335	246	706	211	211	213	112	139
peak603	184	141	289	164	185	186	164	216
peak604	738	488	1325	664	526	501	771	898
peak605	715	499	793	379	435	484	470	587
peak606	962	711	1016	662	400	489	439	606
peak607	183	129	188	127	105	106	135	149
peak608	232	134	318	157	166	185	182	236
peak609	87	45	165	44	40	40	21	19
peak610	829	566	1213	475	309	329	310	394
peak611	168	144	255	136	55	63	51	40
peak612	1141	809	1276	536	327	335	296	393
peak613	99	67	184	151	27	36	58	87
peak614	345	216	423	316	149	166	207	260
peak615	109	91	155	72	83	100	95	119
peak616	181	132	226	197	71	59	86	109
peak617	827	560	769	418	349	364	299	371
peak618	397	290	649	341	161	188	209	251
