control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak4682	267	7	170	2832	1253	1081	32	7	5	30	22	17
peak4683	161	8	123	641	306	287	16	4	5	6	7	8
peak4684	56	9	68	369	577	325	53	21	17	32	40	24
peak4685	36	2	36	177	160	136	50	13	12	29	21	17
peak4686	234	22	285	355	41	309	103	25	12	114	87	32
peak4687	4	0	8	49	48	31	8	1	2	6	6	0
peak4688	42	2	50	105	110	81	37	11	7	16	19	5
peak4689	24	1	29	104	161	92	25	11	7	27	34	25
peak4690	37	4	44	37	36	39	82	22	17	37	40	32
peak4691	8	1	14	47	36	53	6	0	0	8	3	4
peak4692	11	6	34	63	71	61	5	1	0	4	3	5
peak4693	37	8	73	396	465	425	25	6	6	24	28	11
peak4694	43	4	93	169	318	308	20	1	3	11	10	9
peak4695	86	8	213	933	1319	1400	33	11	9	22	33	21
peak4696	73	8	150	800	940	954	31	6	3	22	18	15
peak4697	82	11	150	1650	2394	2311	29	8	3	21	31	19
peak4698	454	38	582	2026	2842	2412	189	57	45	126	131	60
peak4699	128	14	165	204	439	327	44	19	13	17	19	2
peak4700	100	7	106	505	394	385	53	14	15	35	33	13
peak4701	114	9	139	452	399	358	46	11	22	33	52	15
peak4702	217	24	262	1333	1431	1304	103	36	20	117	75	49
peak4703	94	7	118	286	277	245	61	10	7	30	19	12
peak4704	1	0	10	74	48	37	0	1	0	5	3	1
peak4705	3	0	2	75	35	16	3	1	1	3	8	0
peak4706	21	2	20	229	213	205	1	1	1	3	1	3
peak4707	4	0	8	35	116	108	2	1	0	2	3	3
peak4708	280	25	405	1938	2022	1624	84	31	20	69	67	25
peak4709	409	28	491	2150	1995	1914	117	35	30	66	58	36
peak4710	84	3	167	486	327	300	49	17	12	11	20	4
peak4711	121	14	200	571	271	337	52	18	16	30	39	20
peak4712	8	0	7	42	36	35	0	0	0	0	1	0
peak4713	2	0	13	92	67	94	1	0	0	0	0	0
peak4714	163	18	232	2416	3912	2577	183	53	40	149	148	84
peak4715	77	8	79	194	233	158	63	11	14	19	22	10
peak4716	18	2	34	70	24	40	15	2	5	12	6	3
peak4717	60	4	71	428	311	261	69	19	11	64	48	30
peak4718	15	0	12	201	224	170	24	4	7	28	31	15
peak4719	10	0	8	123	112	111	25	4	3	33	27	15
peak4720	286	36	604	265	291	255	572	173	162	199	201	107
peak4721	33	0	25	186	87	109	29	7	4	29	18	7
peak4722	33	1	50	173	56	140	48	16	5	29	18	12
peak4723	16	2	47	432	211	301	44	12	6	67	45	26
peak4724	26	2	53	203	86	167	39	18	4	31	37	16
peak4725	28	4	15	197	92	152	47	16	12	34	41	19
peak4726	34	1	35	194	127	145	33	8	10	56	46	45
peak4727	45	9	75	313	368	236	62	24	27	106	101	42
peak4728	344	41	495	3807	6006	4098	321	98	90	381	355	192
peak4729	100	10	133	483	551	431	110	30	25	76	69	31
peak4730	10	0	20	58	69	78	10	8	1	11	15	7
peak4731	1	0	4	49	88	80	4	3	4	8	9	7
peak4732	8	1	5	125	87	85	12	5	4	10	2	9
peak4733	157	9	161	904	724	667	94	29	33	72	52	33
peak4734	401	47	503	1837	2698	1695	176	62	47	79	96	42
peak4735	6	0	7	35	137	77	6	1	2	5	5	2
peak4736	35	3	45	348	872	568	22	9	12	32	43	11
peak4737	5	1	18	42	161	109	10	3	1	1	8	0
peak4738	25	1	49	304	445	269	32	12	12	19	35	16
peak4739	535	84	983	3249	3512	4333	2009	824	540	3105	3016	1710
peak4740	62	7	124	1163	1104	1322	155	60	32	177	179	116
peak4741	56	9	119	339	324	468	91	42	32	144	155	78
peak4742	36	4	60	269	188	197	116	41	19	36	48	25
peak4743	18	3	20	302	244	209	35	5	7	38	41	15
peak4744	815	45	988	2965	1741	2553	1785	543	431	1394	1712	889
peak4745	988	66	1245	8042	3096	5492	2084	653	470	1418	1454	865
peak4746	50	4	67	428	460	354	71	26	24	74	60	21
peak4747	38	3	57	476	422	338	137	46	25	126	140	57
peak4748	247	20	355	1865	1787	1585	255	67	51	166	196	93
peak4749	87	4	97	335	242	292	96	26	23	31	19	16
peak4750	14	0	21	122	194	94	38	9	12	11	19	7
peak4751	5	0	7	110	110	67	15	0	4	15	11	5
peak4752	191	15	195	4273	4148	3334	116	43	22	177	165	93
peak4753	7	0	29	88	90	115	18	6	5	21	22	15
peak4754	113	13	153	1276	1691	1531	218	70	42	213	213	119
peak4755	2449	162	3078	18053	15342	18334	11	5	8	23	23	14
peak4756	40	5	125	387	827	861	1	3	0	3	7	1
peak4757	20	8	59	293	657	671	1	0	0	3	3	2
peak4758	163	15	211	1307	1476	1194	60	12	11	47	41	20
peak4759	86	7	83	558	521	370	163	48	37	97	99	45
peak4760	44	2	54	104	41	93	131	27	18	43	46	23
peak4761	164	12	218	805	584	580	315	88	70	176	189	78
peak4762	75	10	111	1053	1155	961	89	27	27	98	93	53
peak4763	242	18	235	2586	2271	1973	287	108	74	221	267	149
peak4764	28	4	21	152	201	99	37	7	7	21	29	18
peak4765	31	4	18	126	340	148	28	9	11	13	23	12
peak4766	51	3	40	259	190	120	22	17	6	21	12	6
peak4767	52	1	31	683	817	370	24	12	10	37	34	14
peak4768	50	3	34	550	515	206	21	7	4	25	20	12
peak4769	41	1	26	185	228	114	16	3	5	8	9	10
peak4770	68	3	44	294	397	205	24	3	7	25	27	10
peak4771	40	0	26	278	119	85	11	4	1	7	10	4
peak4772	25	1	10	65	28	27	14	0	3	5	5	1
peak4773	27	4	26	424	272	130	10	2	4	12	7	10
peak4774	204	15	251	388	216	230	236	65	52	75	84	46
peak4775	7	1	3	85	57	43	16	8	3	33	21	11
peak4776	0	0	1	38	30	17	4	1	7	19	23	2
peak4777	6	0	3	86	81	50	9	4	4	23	29	19
peak4778	210	19	172	1846	1709	966	112	32	20	85	84	45
peak4779	36	2	22	159	95	59	28	6	4	15	17	1
peak4780	108	8	120	254	357	217	220	82	57	125	143	70
peak4781	17	2	31	89	73	71	69	14	8	26	19	11
peak4782	160	12	202	645	490	371	74	23	20	32	25	23
peak4783	9	0	4	156	101	72	10	1	0	14	12	7
peak4784	2	0	2	73	34	24	6	3	1	8	4	0
peak4785	1	0	2	80	42	23	2	1	0	5	9	3
peak4786	108	6	134	288	79	225	80	25	15	82	77	34
peak4787	45	1	56	137	42	103	44	15	8	36	30	13
peak4788	285	18	396	5059	3424	3914	228	42	55	266	232	136
peak4789	98	7	148	769	569	602	66	24	12	28	38	14
peak4790	45	6	81	301	181	241	56	16	3	20	34	11
peak4791	89	7	111	1437	1099	917	153	61	39	157	144	83
peak4792	98	4	75	262	83	153	111	38	29	68	62	52
peak4793	93	9	82	329	89	174	105	39	24	154	115	70
peak4794	79	3	87	212	32	136	109	36	18	92	72	49
peak4795	35	3	60	240	98	210	104	19	10	81	59	49
peak4796	56	5	92	484	378	297	94	26	11	135	99	66
peak4797	166	12	289	659	509	676	45	12	10	17	22	14
peak4798	80	5	124	213	194	210	2	0	1	1	0	1
peak4799	359	29	426	1610	2196	1450	153	47	51	89	115	49
peak4800	389	25	411	1547	1345	1377	171	50	52	70	77	40
peak4801	87	5	119	784	1501	657	47	11	7	42	47	27
peak4802	200	14	278	877	859	798	27	6	5	10	13	10
peak4803	36	4	41	131	56	74	2	1	1	0	0	0
peak4804	18	0	15	147	88	93	4	1	0	0	0	0
peak4805	8	1	38	50	127	73	56	17	20	29	33	24
peak4806	275	40	585	1072	846	1027	551	204	150	520	616	346
peak4807	180	16	298	569	443	462	302	98	70	332	326	192
peak4808	8	0	5	62	47	44	3	0	0	1	2	2
peak4809	11	3	19	178	178	143	5	1	0	3	5	1
peak4810	7	0	5	100	44	51	1	1	1	4	2	3
peak4811	8	1	8	107	86	78	5	0	2	6	3	4
peak4812	9	0	24	197	253	140	9	0	1	2	4	3
peak4813	18	1	25	250	226	176	15	0	0	5	6	2
peak4814	15	0	37	86	125	94	65	19	12	36	45	24
peak4815	21	1	20	327	218	222	48	9	11	70	43	39
peak4816	8	0	6	69	146	109	9	3	0	9	8	2
peak4817	71	1	100	314	119	147	104	24	24	62	56	30
peak4818	50	3	49	250	236	243	111	37	20	63	58	41
peak4819	73	6	129	398	528	435	57	16	19	47	46	22
peak4820	62	8	111	337	415	373	49	8	9	44	45	27
peak4821	69	6	98	2114	2683	1518	67	13	11	115	85	64
peak4822	81	4	86	925	929	813	58	15	13	56	54	36
peak4823	42	5	69	168	138	140	51	14	9	46	46	28
peak4824	72	15	130	157	311	195	84	30	18	27	49	21
peak4825	55	9	87	172	300	185	43	14	18	44	45	21
peak4826	241	24	457	386	169	278	449	120	87	137	151	80
peak4827	15	0	13	259	148	188	38	8	10	42	25	22
peak4828	31	4	42	1010	699	759	58	18	14	121	91	60
peak4829	201	18	302	1595	1326	1512	324	102	83	330	311	168
peak4830	18	0	49	58	29	36	20	4	8	10	10	2
peak4831	250	26	355	2305	4816	2641	154	35	45	123	111	56
peak4832	49	10	84	95	76	85	30	13	9	9	7	8
peak4833	1	0	1	41	69	57	4	0	0	7	4	5
peak4834	104	7	208	990	814	994	271	74	52	269	192	145
peak4835	2	0	2	39	116	81	4	1	2	13	11	9
peak4836	8	0	8	42	89	55	8	2	1	14	11	6
peak4837	221	12	173	711	698	310	69	22	16	41	39	19
peak4838	88	2	58	150	104	108	19	6	14	10	9	4
peak4839	127	7	92	926	1081	436	51	9	6	47	41	21
peak4840	52	4	36	200	292	106	26	4	7	16	25	7
peak4841	69	7	49	193	225	106	42	11	6	19	17	6
peak4842	96	8	110	404	394	257	43	15	16	26	29	12
peak4843	46	4	39	982	541	391	65	18	18	49	44	41
peak4844	60	2	34	317	96	76	5	1	0	2	1	0
peak4845	128	7	61	1793	525	501	5	0	0	5	0	2
peak4846	26	1	14	108	27	41	0	0	0	1	0	1
peak4847	3	0	1	77	29	46	0	0	0	0	0	0
peak4848	5	0	1	107	55	55	0	0	0	0	0	0
peak4849	145	9	181	1851	1846	1599	79	31	21	133	112	72
peak4850	42	3	63	129	47	119	33	8	10	12	17	8
peak4851	54	3	58	1064	664	768	5	0	1	16	5	10
peak4852	23	0	30	488	407	350	2	0	1	1	1	3
peak4853	24	2	15	156	136	66	3	0	2	4	2	2
peak4854	17	1	17	157	151	78	2	0	0	2	1	2
peak4855	7	0	6	170	135	120	8	0	1	22	13	7
peak4856	7	0	8	117	126	127	3	0	2	0	1	1
peak4857	97	5	159	399	190	216	106	24	16	36	52	25
peak4858	17	4	16	83	13	40	37	8	12	15	21	8
peak4859	1072	101	1370	1240	524	629	2130	701	465	399	389	237
peak4860	12	2	53	238	653	426	0	0	0	0	2	1
peak4861	84	4	110	514	951	728	96	23	14	65	52	46
peak4862	16	2	39	30	116	83	19	4	3	13	10	17
peak4863	26	5	58	167	352	166	22	6	7	9	15	1
peak4864	92	10	136	2755	8283	3964	54	14	9	122	126	60
peak4865	111	11	111	712	712	472	139	46	46	106	138	51
peak4866	33	4	55	188	406	204	77	17	21	53	66	20
peak4867	32	2	40	71	121	90	57	17	10	23	34	18
peak4868	27	0	32	172	307	192	39	7	10	49	50	16
peak4869	143	17	242	998	1796	1242	229	72	58	262	294	112
peak4870	31	1	36	751	507	402	11	7	4	59	23	20
peak4871	181	15	189	1233	887	805	96	22	11	85	77	36
peak4872	7	0	5	130	99	81	3	3	1	18	2	7
peak4873	4	0	5	147	162	129	9	0	0	12	10	3
peak4874	8	1	9	169	125	107	5	2	3	9	8	3
peak4875	13	0	6	106	100	64	5	0	0	13	6	4
peak4876	3	0	10	65	89	53	12	8	1	15	15	6
peak4877	31	2	34	138	142	128	28	9	9	21	26	7
peak4878	6	1	5	60	39	26	26	9	7	57	62	33
peak4879	13	1	6	239	219	117	32	9	5	92	80	42
peak4880	5	0	4	40	37	25	10	3	2	23	39	9
peak4881	22	0	17	84	47	31	26	6	8	8	13	4
peak4882	26	1	22	64	63	31	30	8	4	13	15	5
peak4883	96	9	91	355	440	268	212	76	58	150	156	76
peak4884	145	13	208	546	398	450	235	63	44	117	131	72
peak4885	242	10	284	2769	1841	1783	352	89	86	441	419	228
peak4886	7	0	4	95	80	61	36	9	3	49	35	17
peak4887	8	2	16	498	354	349	63	18	9	186	144	82
peak4888	1	0	3	38	12	24	9	0	5	24	24	6
peak4889	7	2	7	87	38	61	6	3	3	42	34	16
peak4890	17	0	8	170	95	113	34	9	10	52	51	27
peak4891	6	0	10	42	58	63	8	0	2	6	7	4
peak4892	4	0	10	73	150	124	6	0	1	5	11	7
peak4893	175	16	230	1686	1999	1288	285	59	56	150	129	73
peak4894	160	13	96	312	210	194	25	4	7	6	13	2
peak4895	326	11	250	2029	1615	1201	42	17	6	47	44	29
peak4896	132	6	126	446	432	202	25	4	5	19	13	7
peak4897	296	15	244	2563	1957	1407	84	25	20	47	53	31
peak4898	115	7	132	489	513	266	35	4	14	24	17	13
peak4899	91	2	90	235	269	126	26	7	4	23	22	7
peak4900	108	9	88	187	119	96	43	7	9	22	26	3
peak4901	125	6	108	686	422	379	47	10	7	27	26	8
peak4902	90	9	91	198	88	96	36	11	10	11	14	1
peak4903	18	1	14	113	53	59	15	3	1	15	8	6
peak4904	4	0	4	86	15	36	18	4	2	17	12	10
peak4905	19	0	6	223	53	113	35	6	2	36	36	14
peak4906	20	1	28	229	77	174	42	20	15	50	72	34
peak4907	21	0	17	254	108	148	31	6	5	46	63	33
peak4908	18	2	20	421	244	336	32	6	4	37	30	21
peak4909	32	3	50	606	381	408	44	10	11	47	38	27
peak4910	33	1	40	365	220	254	38	12	8	47	38	20
peak4911	89	5	99	1289	530	746	105	37	13	137	96	71
peak4912	26	2	52	216	182	224	91	20	18	85	70	39
peak4913	26	1	41	247	130	226	64	18	17	59	62	28
peak4914	15	2	21	78	61	75	33	6	4	20	19	7
peak4915	2	0	4	103	55	81	4	2	2	22	15	13
peak4916	5	0	5	170	141	147	10	7	1	32	23	15
peak4917	13	0	9	218	117	189	31	9	4	48	34	27
peak4918	4	0	13	173	97	133	21	6	8	54	35	29
peak4919	20	2	38	200	100	130	80	23	11	29	26	11
peak4920	3	0	10	75	39	51	12	5	4	16	12	7
peak4921	35	2	76	1661	856	1311	140	28	30	208	201	88
peak4922	6	0	7	169	57	95	13	3	1	22	8	7
peak4923	47	3	36	161	119	128	80	22	15	73	58	47
peak4924	53	2	57	959	639	491	131	32	16	201	144	104
peak4925	17	0	7	125	45	64	4	0	3	4	3	2
peak4926	13	2	16	91	34	63	7	1	1	1	4	3
peak4927	23	2	22	66	23	30	29	4	9	5	1	1
peak4928	12	1	20	149	79	91	40	4	7	21	30	16
peak4929	4	0	12	147	86	77	26	3	4	18	24	16
peak4930	6	1	6	68	33	55	30	6	4	27	26	10
peak4931	4	0	3	65	36	36	20	4	3	19	13	14
peak4932	0	0	6	41	98	48	1	0	0	5	6	2
peak4933	67	3	78	319	204	278	142	32	31	85	47	27
peak4934	50	3	56	385	185	228	75	33	16	60	38	30
peak4935	8	0	22	148	163	176	30	8	4	37	28	17
peak4936	10	1	22	74	128	126	14	9	2	13	9	3
peak4937	24	2	37	171	146	123	43	19	8	47	24	10
peak4938	26	2	30	82	36	53	41	13	8	26	18	11
peak4939	394	23	491	4056	2593	2730	128	39	32	88	76	50
peak4940	296	24	360	1823	2334	1632	97	15	20	93	78	53
peak4941	185	8	221	1271	1735	1188	60	14	8	55	59	27
peak4942	209	25	296	657	1820	1654	68	20	17	44	51	23
peak4943	129	7	193	2102	1699	1899	52	17	9	41	45	22
peak4944	34	7	96	126	73	175	12	7	7	1	13	2
peak4945	358	45	552	1571	1136	1277	1014	357	199	1302	1011	480
peak4946	7	0	9	74	54	48	7	8	5	7	4	6
peak4947	227	26	362	2492	1772	2020	541	204	133	495	466	377
peak4948	74	3	119	601	339	486	39	9	9	26	20	16
peak4949	47	1	53	264	104	191	22	5	1	13	12	5
peak4950	290	17	275	4244	1985	2013	127	27	32	128	86	48
peak4951	179	6	156	1486	616	684	59	20	16	46	34	27
peak4952	66	1	70	401	115	165	32	11	1	23	12	13
peak4953	104	11	139	645	233	328	58	10	15	22	11	12
peak4954	220	12	281	2618	1311	1207	139	25	20	78	79	39
peak4955	22	1	50	106	40	40	26	5	8	5	10	4
peak4956	108	2	192	1126	520	624	62	19	20	46	25	14
peak4957	150	10	241	1625	855	909	144	33	28	67	56	38
peak4958	39	2	54	220	99	144	38	4	6	16	19	6
peak4959	55	11	69	1061	690	782	45	7	12	41	27	15
peak4960	202	25	311	3749	3835	3187	158	37	36	239	180	95
peak4961	3	0	5	65	43	48	5	0	0	3	1	1
peak4962	7	1	6	235	85	83	2	1	3	8	3	9
peak4963	8	0	5	300	136	151	2	0	1	3	4	2
peak4964	26	3	39	175	118	92	19	3	4	7	3	7
peak4965	41	4	54	1624	1261	1034	24	7	6	30	30	19
peak4966	85	7	102	867	1141	747	34	6	4	35	34	18
peak4967	35	3	38	230	366	247	10	4	7	10	14	8
peak4968	48	5	61	390	451	404	19	7	2	14	7	8
peak4969	81	5	120	1075	1130	1089	33	11	10	32	44	21
peak4970	60	9	58	215	268	228	23	7	3	13	22	6
peak4971	87	6	144	317	331	265	85	13	14	29	31	17
peak4972	21	1	16	105	23	34	30	10	3	27	18	14
peak4973	5	1	9	96	41	58	24	8	8	22	13	13
peak4974	12	2	19	124	86	79	59	10	7	29	26	20
peak4975	5	1	13	149	84	130	15	3	3	33	33	20
peak4976	76	6	126	336	165	190	111	32	24	38	45	23
peak4977	8	0	6	108	47	42	6	4	1	10	9	6
peak4978	420	32	579	2906	1621	2063	480	97	79	333	257	159
peak4979	44	3	64	214	102	128	58	15	14	30	39	20
peak4980	32	2	46	97	42	66	63	13	10	26	20	14
peak4981	35	4	49	105	145	102	15	4	2	15	9	5
peak4982	72	9	96	355	232	268	116	37	27	64	62	27
peak4983	27	2	49	90	33	45	71	23	10	19	20	13
peak4984	83	3	125	610	348	552	194	68	28	153	151	121
peak4985	7	1	7	62	116	52	18	6	7	21	9	7
peak4986	4	0	8	54	48	47	19	9	2	16	21	13
peak4987	4	1	9	32	54	47	79	16	15	103	95	54
peak4988	141	32	267	243	154	194	408	155	105	127	145	86
peak4989	75	8	131	1084	854	913	402	118	97	378	408	258
peak4990	87	6	162	687	793	564	284	79	58	196	226	158
peak4991	11	2	22	197	122	191	22	7	6	17	16	6
peak4992	59	3	75	1378	1368	1248	63	16	13	100	72	44
peak4993	55	4	64	518	244	282	52	9	11	34	32	14
peak4994	68	6	101	676	489	462	28	10	8	20	12	2
peak4995	79	11	119	728	245	539	56	20	8	66	48	35
peak4996	59	4	88	262	59	239	44	17	8	38	27	20
peak4997	29	1	32	77	40	58	8	1	1	5	1	2
peak4998	198	17	304	4030	2675	2844	112	41	21	133	91	55
peak4999	78	2	95	613	499	534	43	10	5	29	23	16
peak5000	84	4	83	275	145	231	54	10	17	14	13	6
peak5001	7	0	5	108	37	38	20	2	3	10	12	0
peak5002	18	0	17	100	28	59	32	7	8	14	10	7
peak5003	89	4	70	325	140	110	26	13	8	20	9	9
peak5004	214	15	159	823	588	414	54	25	19	40	40	17
peak5005	133	19	96	260	282	140	45	10	9	18	11	7
peak5006	533	60	474	5854	8455	4117	223	43	63	208	209	84
peak5007	204	9	243	906	477	502	135	36	21	36	38	29
peak5008	142	24	170	341	250	240	58	16	14	20	24	21
peak5009	121	9	153	343	505	286	50	13	10	21	13	13
peak5010	52	3	63	292	460	379	29	11	10	42	40	14
peak5011	17	0	15	115	40	41	15	8	10	15	11	8
peak5012	142	15	252	1143	527	828	277	94	74	312	306	184
peak5013	18	3	48	351	398	458	141	44	38	161	123	99
peak5014	49	3	65	508	336	393	153	50	38	193	159	87
peak5015	10	0	17	52	42	52	61	16	13	37	29	18
peak5016	15	0	35	277	298	286	66	23	18	72	62	42
peak5017	82	7	149	458	210	227	443	139	92	258	200	155
peak5018	93	1	124	176	49	81	469	162	72	143	131	104
peak5019	67	1	70	52	4	37	348	101	55	173	130	95
peak5020	67	0	55	23	3	13	292	87	38	85	69	53
peak5021	148	9	168	192	157	287	513	199	106	239	271	174
peak5022	57	7	73	650	739	507	47	14	9	42	41	24
peak5023	18	0	33	155	65	80	16	4	2	10	5	6
peak5024	53	2	47	334	158	167	33	11	10	23	21	14
peak5025	0	0	2	66	58	29	2	1	0	3	4	2
peak5026	3	0	1	69	28	23	5	0	1	6	3	6
peak5027	11	0	20	79	50	38	4	1	3	4	5	6
peak5028	18	2	37	346	209	196	15	2	0	11	13	9
peak5029	17	1	26	386	264	238	10	1	3	8	7	6
peak5030	14	0	27	355	161	204	12	8	2	10	12	11
peak5031	26	1	34	235	90	125	13	1	0	4	6	7
peak5032	19	0	18	129	36	38	5	2	1	5	5	1
peak5033	74	6	49	1432	398	520	18	3	1	28	27	8
peak5034	10	0	5	62	24	20	6	0	0	1	1	0
peak5035	109	5	83	1069	299	381	85	31	16	99	80	51
peak5036	65	1	47	333	113	113	67	29	9	67	53	37
peak5037	123	4	162	1382	848	1095	325	98	58	381	275	185
peak5038	8	2	15	211	165	123	29	11	8	67	48	54
peak5039	24	0	24	120	48	65	106	32	10	78	64	30
peak5040	19	4	16	116	43	70	52	10	5	34	32	18
peak5041	28	1	29	391	221	210	74	27	11	62	73	50
peak5042	30	3	31	853	688	480	17	7	2	40	26	14
peak5043	17	1	20	70	49	57	8	4	3	6	5	3
peak5044	21	0	30	125	123	102	7	4	3	5	8	7
peak5045	34	2	29	195	195	143	7	6	7	14	16	14
peak5046	7	0	11	120	41	47	14	4	1	21	12	9
peak5047	8	0	18	109	55	57	12	2	3	28	16	13
peak5048	37	19	205	626	1677	1601	72	23	15	71	56	27
peak5049	8	6	36	53	63	151	10	2	3	11	9	5
peak5050	61	2	81	325	106	116	100	22	10	41	26	18
peak5051	151	8	241	1139	426	719	303	76	52	225	203	135
peak5052	82	4	101	208	43	152	139	46	22	38	51	30
peak5053	274	18	451	2878	2637	3108	488	151	113	462	373	256
peak5054	58	9	131	266	191	429	146	41	37	109	128	56
peak5055	3	1	3	40	31	20	33	8	4	25	12	19
peak5056	5	0	9	38	54	62	7	1	1	1	2	5
peak5057	13	2	42	206	693	418	8	4	4	11	9	8
peak5058	129	8	203	3233	2605	2896	8	5	6	27	32	9
peak5059	36	1	43	152	93	121	1	2	1	4	2	0
peak5060	53	7	127	448	319	510	6	3	6	6	3	3
peak5061	98	12	167	1317	1098	1138	15	2	2	13	11	16
peak5062	77	5	130	506	226	391	16	4	1	8	5	6
peak5063	246	8	273	947	343	558	480	136	87	299	215	197
peak5064	18	1	23	173	157	90	43	12	14	33	13	13
peak5065	23	1	28	253	173	223	47	22	16	88	47	47
peak5066	109	4	134	304	177	173	64	25	17	35	32	30
peak5067	182	21	269	1256	1516	1204	93	49	25	44	49	27
peak5068	72	6	101	130	149	138	36	8	5	10	13	8
peak5069	4	0	6	130	147	125	13	2	1	30	30	13
peak5070	7	0	8	193	274	183	25	9	4	41	60	29
peak5071	8	1	10	156	242	150	32	7	5	49	61	31
peak5072	9	1	13	126	142	106	28	5	9	50	35	21
peak5073	7	0	0	122	55	33	5	1	2	6	11	2
peak5074	427	44	564	5670	3175	4239	148	28	30	142	142	76
peak5075	262	17	295	2088	1441	1764	97	12	22	56	92	44
peak5076	132	18	190	902	988	1104	30	11	5	26	14	13
peak5077	161	17	224	594	724	645	83	18	26	50	45	28
peak5078	86	14	130	438	563	420	146	55	25	133	145	77
peak5079	23	3	26	98	30	68	85	15	6	66	51	44
peak5080	17	0	23	106	56	82	36	14	5	42	33	19
peak5081	46	3	66	272	133	210	106	29	12	79	50	46
peak5082	2	0	7	127	96	109	14	3	1	24	13	11
peak5083	2	0	10	105	116	104	16	5	0	12	21	14
peak5084	3	1	4	30	48	59	9	4	2	11	16	6
peak5085	4	0	12	66	39	62	13	2	1	21	31	8
peak5086	0	0	4	137	123	126	12	2	5	41	27	16
peak5087	0	0	4	87	109	72	9	3	2	21	22	11
peak5088	18	1	18	139	121	124	23	4	3	11	19	11
peak5089	3	0	6	61	111	39	1	1	1	4	5	3
peak5090	26	1	49	90	30	49	35	8	9	8	4	5
peak5091	34	2	48	217	113	133	42	17	10	13	10	11
peak5092	71	2	108	619	273	390	86	27	15	48	37	19
peak5093	28	2	41	101	45	76	26	6	5	8	8	3
peak5094	60	0	95	650	284	349	66	12	13	62	45	24
peak5095	80	7	91	511	254	346	60	20	12	33	36	17
peak5096	118	9	243	263	397	461	6	1	4	2	2	6
peak5097	72	5	118	666	426	490	191	62	40	105	90	55
peak5098	9	0	6	53	30	27	1	0	2	2	3	3
peak5099	26	2	56	188	160	242	46	12	11	24	25	8
peak5100	8	0	21	57	6	39	14	5	0	23	23	10
peak5101	14	2	12	82	86	82	64	18	25	61	66	32
peak5102	421	33	570	3704	3466	3653	708	186	162	551	530	305
peak5103	60	5	85	234	234	289	34	12	7	39	31	18
peak5104	50	6	106	417	367	463	52	14	9	54	51	26
peak5105	54	7	124	619	850	737	60	10	13	62	43	28
peak5106	16	0	11	145	71	83	20	7	5	14	19	8
peak5107	6	0	4	78	42	58	14	9	3	8	16	5
peak5108	15	0	8	250	81	107	0	0	0	2	1	0
peak5109	3	0	6	207	71	80	2	0	0	3	0	2
peak5110	54	3	84	82	22	39	123	35	20	67	39	38
peak5111	5188	413	8972	53052	41289	50377	4454	1426	815	2442	1800	1288
peak5112	2265	158	4214	9757	4744	9986	2572	860	556	699	621	391
peak5113	881	43	1786	1237	382	1260	1454	436	318	163	193	124
peak5114	4311	369	7630	875	344	1074	4961	1538	1110	371	382	207
peak5115	17	1	21	406	277	260	10	2	5	6	7	4
peak5116	126	6	176	1477	808	880	50	8	9	60	35	37
peak5117	17	3	27	149	130	155	56	16	9	22	34	15
peak5118	103	10	147	1433	1544	1549	179	66	54	171	190	117
peak5119	124	10	145	1519	845	1022	72	21	12	69	61	24
peak5120	44	3	54	375	158	262	31	4	2	15	19	8
peak5121	147	5	174	2791	2059	1697	81	19	10	150	115	53
peak5122	34	2	56	139	58	111	22	8	4	20	14	7
peak5123	164	12	208	1507	782	977	105	26	25	112	77	44
peak5124	135	9	162	1536	943	1117	93	20	10	189	149	87
peak5125	60	4	75	316	80	253	32	8	5	36	49	28
peak5126	110	6	126	2305	2296	1816	85	19	12	146	100	68
peak5127	111	17	152	436	279	381	69	16	16	41	35	17
peak5128	19	1	29	78	18	34	27	13	1	18	11	11
peak5129	56	9	104	656	864	810	44	13	10	53	58	34
peak5130	5	0	14	25	42	66	1	0	2	2	1	0
peak5131	23	1	42	292	424	653	10	4	1	8	7	2
peak5132	53	2	79	1191	1292	1223	11	5	2	12	12	9
peak5133	36	4	99	123	230	233	17	9	11	8	17	7
peak5134	52	2	56	62	12	68	29	12	7	6	6	3
peak5135	61	2	112	580	230	596	38	10	14	20	21	17
peak5136	361	53	617	4869	3315	5463	209	61	64	227	231	104
peak5137	2	0	1	56	74	59	1	1	0	3	2	0
peak5138	17	1	27	208	151	206	31	11	3	20	21	14
peak5139	39	7	67	131	104	122	40	11	10	9	14	5
peak5140	15	1	28	47	77	91	21	5	7	8	13	7
peak5141	20	3	50	241	137	219	34	12	10	27	21	17
peak5142	41	3	36	84	48	59	46	7	8	15	10	5
peak5143	30	3	59	173	91	137	56	14	14	30	35	15
peak5144	217	20	287	2274	1228	1513	248	86	41	173	164	93
peak5145	41	2	53	172	177	201	53	16	15	63	50	32
peak5146	5	0	7	107	69	54	2	1	3	10	13	1
peak5147	111	10	185	1737	1551	1557	147	40	40	151	127	67
peak5148	10	0	18	137	138	118	3	3	2	12	11	2
peak5149	36	0	31	245	152	118	32	11	7	17	17	11
peak5150	30	2	24	70	30	63	32	8	2	5	8	3
peak5151	17	1	15	77	39	35	17	3	1	4	2	5
