control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak9342	488	47	509	1303	1600	813	158	52	38	60	82	31
peak9343	82	15	115	875	933	852	91	35	20	82	73	33
peak9344	147	11	264	4794	5773	4895	257	77	44	593	554	312
peak9345	116	10	185	1829	1558	1954	218	70	32	245	247	143
peak9346	115	12	205	309	99	293	129	41	28	63	54	22
peak9347	64	3	63	391	329	350	75	13	12	56	49	33
peak9348	43	5	52	366	441	409	56	15	10	59	61	34
peak9349	207	24	314	1054	1509	1143	220	59	65	156	165	94
peak9350	44	4	61	752	528	689	46	16	12	50	40	29
peak9351	8	1	27	115	57	87	18	8	2	12	14	1
peak9352	27	6	53	275	192	195	32	6	7	26	31	21
peak9353	59	4	64	216	69	90	75	16	15	31	46	24
peak9354	151	6	137	1833	1221	1166	167	44	36	163	137	71
peak9355	100	6	102	647	322	442	133	32	21	80	78	33
peak9356	43	0	32	130	87	82	39	14	7	11	25	15
peak9357	16	1	21	394	241	277	22	7	2	31	35	28
peak9358	15	0	15	504	322	486	35	12	6	56	43	26
peak9359	24	2	36	136	154	160	38	9	9	20	18	10
peak9360	7	1	18	74	70	56	18	1	2	15	15	5
peak9361	4	1	4	59	36	63	5	3	1	13	13	4
peak9362	59	6	118	818	606	795	147	44	37	185	163	97
peak9363	75	8	137	1411	1146	1489	173	64	46	311	281	174
peak9364	4	0	16	84	41	80	34	7	8	29	25	14
peak9365	25	3	28	444	268	287	23	5	1	26	19	14
peak9366	13	1	23	103	60	87	22	4	4	16	15	4
peak9367	49	3	50	707	618	571	40	15	13	60	51	27
peak9368	40	2	27	211	78	62	43	10	6	43	33	21
peak9369	74	1	68	1846	1305	1075	127	39	24	212	218	100
peak9370	11	1	0	75	35	63	8	7	3	13	11	5
peak9371	42	4	80	760	595	769	143	47	20	207	182	103
peak9372	78	1	72	2253	1379	1432	86	20	20	205	182	102
peak9373	3	0	4	132	48	67	6	2	4	9	3	6
peak9374	8	2	11	76	62	57	6	5	0	8	7	4
peak9375	111	12	167	1031	1058	898	136	39	27	127	142	70
peak9376	1008	54	733	8605	6472	5241	137	46	27	112	110	65
peak9377	96	3	94	450	248	242	9	2	3	7	14	6
peak9378	99	5	84	596	523	329	28	7	4	24	32	14
peak9379	466	32	731	3501	3840	3261	83	9	24	86	76	52
peak9380	54	4	46	174	244	203	112	32	21	90	88	48
peak9381	49	6	73	433	680	373	99	29	24	86	107	42
peak9382	20	1	23	142	142	95	20	8	2	37	34	10
peak9383	76	1	72	721	1119	693	53	13	10	51	56	25
peak9384	32	3	38	91	169	99	28	4	8	6	5	5
peak9385	213	17	290	571	971	568	214	58	48	76	84	44
peak9386	79	6	149	179	243	117	78	27	24	15	11	9
peak9387	39	5	38	123	49	61	46	17	9	29	37	17
peak9388	33	5	36	110	276	207	11	3	2	3	7	3
peak9389	4	0	5	50	87	67	2	0	1	2	3	1
peak9390	192	26	367	1219	593	1436	105	35	41	84	118	41
peak9391	635	46	1059	10424	12704	10739	361	100	94	583	493	283
peak9392	12	1	14	95	128	68	11	2	4	13	15	5
peak9393	88	5	151	462	549	448	177	48	34	94	95	44
peak9394	28	2	51	124	178	150	57	18	12	37	47	18
peak9395	99	9	57	213	177	145	40	7	16	14	16	8
peak9396	51	4	44	187	208	131	70	29	17	36	29	23
peak9397	87	7	106	271	169	181	119	34	29	59	96	43
peak9398	66	7	73	85	78	71	62	26	21	53	56	21
peak9399	618	45	765	1789	1703	1867	898	303	206	932	1035	601
peak9400	492	73	809	1378	1586	1424	776	245	198	684	820	386
peak9401	13	2	40	78	130	65	36	9	10	11	6	3
peak9402	58	6	83	894	1314	774	56	13	20	83	65	44
peak9403	105	5	107	703	545	596	146	36	29	92	117	53
peak9404	87	5	92	151	95	149	106	47	18	40	59	13
peak9405	59	2	78	306	269	208	44	10	12	25	27	15
peak9406	45	3	48	178	164	120	260	109	67	133	143	89
peak9407	195	18	335	650	1006	656	86	32	33	26	27	15
peak9408	89	15	162	196	256	371	135	28	32	62	71	27
peak9409	169	15	249	147	115	172	219	45	46	107	102	64
peak9410	124	14	153	551	282	331	133	35	30	44	39	21
peak9411	54	5	57	132	124	101	65	11	9	21	22	11
peak9412	88	3	119	319	173	231	106	27	31	57	40	23
peak9413	510	35	565	6563	7916	4973	327	86	70	435	357	190
peak9414	213	22	290	744	902	714	236	87	78	177	169	85
peak9415	69	4	103	115	126	135	77	20	12	29	22	17
peak9416	124	17	140	838	1607	887	130	42	43	113	120	85
peak9417	92	3	73	79	52	47	57	18	9	46	52	18
peak9418	60	4	52	78	42	43	57	13	16	36	38	21
peak9419	105	10	144	179	176	106	104	18	23	63	52	24
peak9420	81	3	77	172	103	103	68	14	13	37	45	26
peak9421	48	2	47	198	105	122	59	12	8	39	32	25
peak9422	87	9	79	549	358	308	60	17	10	46	25	30
peak9423	34	4	99	106	182	183	40	8	8	17	16	9
peak9424	72	13	218	982	2713	1607	81	21	14	90	77	36
peak9425	69	15	235	287	543	477	84	22	12	39	28	23
peak9426	42	19	153	150	413	263	47	21	9	34	40	10
peak9427	15	4	67	99	119	113	22	5	4	21	11	12
peak9428	20	1	14	456	657	319	19	4	3	24	16	13
peak9429	240	11	271	2321	2538	1850	53	11	10	47	55	17
peak9430	216	21	288	1572	1229	1328	70	16	15	55	30	12
peak9431	146	7	198	585	393	384	31	11	9	14	13	10
peak9432	90	9	91	91	194	125	23	5	6	4	7	3
peak9433	521	41	742	4293	9343	5214	145	35	34	94	104	35
peak9434	125	13	194	1196	1089	1162	38	7	9	63	48	28
peak9435	51	3	104	932	882	869	18	2	6	33	34	21
peak9436	128	11	169	212	267	211	62	15	9	21	21	12
peak9437	4	0	7	42	46	45	13	9	5	23	15	4
peak9438	244	16	317	323	309	283	288	77	49	159	154	98
peak9439	284	22	306	422	468	451	337	103	73	257	265	150
peak9440	161	13	232	273	302	279	166	53	33	123	130	46
peak9441	22	2	45	70	117	95	58	12	15	21	22	9
peak9442	31	5	113	96	264	222	15	6	1	5	8	3
peak9443	24	2	55	549	484	541	157	47	38	248	219	113
peak9444	26	2	70	311	294	300	158	43	31	106	120	90
peak9445	6	0	8	170	107	107	17	12	4	34	21	22
peak9446	1	1	7	106	55	78	33	7	10	39	25	13
peak9447	3	0	4	60	36	53	16	3	1	24	33	13
peak9448	2	1	2	46	48	53	8	4	1	23	11	8
peak9449	6	0	10	156	147	170	42	4	9	73	62	37
peak9450	2	0	5	98	64	76	7	4	1	28	18	18
peak9451	13	0	12	151	94	83	16	11	5	31	16	11
peak9452	36	2	56	545	372	456	57	13	13	82	80	49
peak9453	25	0	19	296	147	194	35	7	4	32	41	23
peak9454	10	0	11	231	128	198	22	5	1	31	37	23
peak9455	9	0	9	117	61	91	16	5	3	24	26	14
peak9456	23	3	27	516	233	285	38	14	7	69	62	34
peak9457	6	0	11	205	76	135	6	4	2	16	11	7
peak9458	8	2	4	61	56	45	1	0	1	9	4	5
peak9459	3	0	3	96	28	47	4	1	0	8	3	5
peak9460	1	1	1	70	32	22	1	0	0	3	2	1
peak9461	2	0	4	77	24	33	1	1	0	4	2	3
peak9462	9	0	7	279	87	120	9	5	5	26	19	13
peak9463	7	0	9	63	35	18	6	2	1	11	4	3
peak9464	43	0	32	626	277	409	56	16	6	88	55	36
peak9465	41	2	50	1044	610	701	58	20	19	102	91	41
peak9466	22	0	28	413	186	265	63	20	15	110	90	55
peak9467	9	0	14	334	210	274	28	15	5	42	45	20
peak9468	5	0	6	64	32	40	2	2	2	17	12	7
peak9469	8	1	6	119	63	60	14	2	2	19	14	8
peak9470	11	1	8	351	206	191	18	3	1	30	29	13
peak9471	12	1	26	259	303	261	32	7	6	43	28	23
peak9472	9	0	16	74	77	86	24	6	6	24	17	10
peak9473	13	0	12	98	43	63	25	5	2	19	20	12
peak9474	2	0	9	72	33	30	11	3	3	7	11	3
peak9475	9	0	9	134	73	109	16	4	2	24	20	12
peak9476	9	0	10	259	172	173	18	6	3	38	37	15
peak9477	12	1	20	187	113	142	20	8	4	18	14	12
peak9478	29	1	46	483	335	444	37	17	8	54	41	23
peak9479	1	0	3	36	30	63	2	1	2	6	5	1
peak9480	4	0	11	172	76	98	40	12	18	54	42	25
peak9481	10	0	9	174	108	130	50	19	12	69	63	39
peak9482	9	0	9	136	72	118	33	5	10	42	41	30
peak9483	7	0	10	162	81	118	12	2	0	12	14	6
peak9484	0	0	3	63	50	44	3	0	3	12	9	4
peak9485	1	1	7	97	32	69	17	6	3	30	18	12
peak9486	7	2	6	99	98	104	16	4	1	5	4	5
peak9487	12	1	20	324	151	280	27	4	9	34	40	20
peak9488	5	0	11	149	115	169	19	3	2	25	21	13
peak9489	15	0	5	166	85	83	4	1	1	6	11	6
peak9490	9	0	10	159	91	74	9	0	2	7	7	5
peak9491	16	3	34	134	75	96	52	20	16	24	23	18
peak9492	51	2	57	1011	513	584	128	45	24	164	117	84
peak9493	6	1	7	90	119	59	14	1	0	11	3	1
peak9494	641	61	954	6437	8613	6364	1426	485	308	1147	1044	642
peak9495	128	6	226	909	716	981	405	114	92	332	323	182
peak9496	310	27	542	689	701	1628	845	251	185	406	484	218
peak9497	195	15	372	336	497	1676	674	210	169	517	633	233
peak9498	333	20	324	1650	2795	1570	299	74	87	163	232	109
peak9499	550	38	579	3644	5851	3637	461	147	136	331	394	174
peak9500	233	30	520	1686	2204	2318	259	87	62	211	165	107
peak9501	33	1	33	322	395	238	77	19	23	61	87	38
peak9502	123	22	204	636	807	662	358	107	89	377	434	190
peak9503	1224	134	2336	978	776	1484	1266	428	286	395	467	219
peak9504	1031	162	2105	2731	2412	3045	1217	400	281	924	697	440
peak9505	2008	260	3857	37224	67950	42324	2543	734	531	5247	3910	2396
peak9506	143	19	201	330	311	280	373	122	85	150	219	116
peak9507	236	29	392	839	1321	756	76	10	14	30	20	11
peak9508	122	9	166	2283	3636	2248	41	3	8	43	35	25
peak9509	76	7	89	176	256	168	27	7	2	14	13	8
peak9510	183	14	217	1215	2623	1419	69	21	14	43	53	22
peak9511	48	3	84	122	162	156	100	25	16	48	46	25
peak9512	914	69	972	8404	14040	9753	574	193	171	551	628	275
peak9513	17	0	24	187	406	231	5	1	0	2	4	1
peak9514	22	2	14	187	273	186	7	2	0	11	11	4
peak9515	69	5	67	256	315	207	101	23	24	55	52	33
peak9516	16	0	11	226	230	216	6	2	0	8	11	8
peak9517	73	9	75	627	888	564	55	13	20	68	63	28
peak9518	30	2	31	227	368	232	63	28	14	87	112	45
peak9519	30	1	25	75	49	32	42	16	16	26	26	5
peak9520	5	1	10	47	94	90	1	1	0	0	1	1
peak9521	11	2	28	48	152	80	1	0	0	0	0	0
peak9522	13	0	6	12	25	47	39	10	8	36	25	16
peak9523	15	0	21	225	275	207	16	9	2	34	26	13
peak9524	24	2	43	23	58	63	51	8	13	49	85	4
peak9525	5	1	8	52	22	29	4	1	1	4	6	1
peak9526	5	3	5	95	223	105	9	5	4	27	32	12
peak9527	25	0	24	154	266	118	31	8	9	9	10	3
peak9528	9	3	13	137	189	104	9	4	1	4	1	2
peak9529	52	5	40	170	208	137	65	23	17	53	61	21
peak9530	5	0	4	83	73	42	2	2	1	0	0	1
peak9531	164	23	180	715	692	518	79	26	25	42	36	13
peak9532	109	13	111	92	59	54	228	76	63	94	116	46
peak9533	169	16	225	1014	960	795	527	147	125	344	360	226
peak9534	106	9	136	1057	834	768	320	101	69	373	329	230
peak9535	259	21	277	2331	2057	1703	852	245	211	687	584	373
peak9536	151	10	165	368	330	330	457	146	122	208	226	159
peak9537	140	10	256	473	639	373	360	107	82	139	135	80
peak9538	629	81	1152	2818	2597	2372	114	41	25	118	102	50
peak9539	18	3	42	256	280	373	33	8	3	37	31	18
peak9540	11	2	29	90	94	118	18	3	2	18	19	11
peak9541	11	2	30	130	124	121	17	4	4	20	21	10
peak9542	1	0	2	108	39	25	1	0	1	2	6	1
peak9543	70	5	134	153	92	137	151	40	37	39	54	22
peak9544	608	55	829	8364	12062	9199	325	94	73	287	342	147
peak9545	9	1	18	89	98	72	6	2	2	3	5	4
peak9546	173	12	91	1179	705	425	103	27	27	64	78	55
peak9547	66	2	36	220	84	68	45	10	10	29	30	14
peak9548	58	1	28	92	36	19	51	6	15	19	25	6
peak9549	19	0	5	158	82	30	2	0	0	4	3	1
peak9550	31	3	13	105	81	51	1	1	1	1	1	2
peak9551	14	0	3	126	37	13	0	1	0	0	1	0
peak9552	34	5	25	106	40	35	27	5	3	9	13	4
peak9553	207	12	164	1664	1354	960	173	36	39	135	159	79
peak9554	89	1	38	866	334	186	35	9	6	21	9	12
peak9555	45	4	30	169	90	45	29	14	4	7	6	4
peak9556	118	1	75	1464	975	550	67	13	11	27	23	14
peak9557	28	1	13	87	50	25	2	0	2	0	0	0
peak9558	61	1	18	320	112	72	2	0	0	1	0	0
peak9559	355	8	153	4033	1975	1068	53	14	16	32	15	10
peak9560	50	2	14	166	54	38	0	1	0	0	0	0
peak9561	95	4	28	609	301	177	4	2	2	0	0	0
peak9562	135	1	69	995	249	204	42	12	12	20	15	8
peak9563	39	4	57	91	219	165	20	3	13	14	17	8
peak9564	28	3	63	91	185	111	88	20	30	40	54	26
peak9565	23	1	32	78	54	44	59	17	15	81	63	39
peak9566	31	1	41	111	59	62	68	31	18	86	87	45
peak9567	132	8	117	235	301	169	106	24	34	37	42	10
peak9568	2909	498	7335	3637	6033	10089	649	217	164	435	549	203
peak9569	19	2	16	56	43	33	9	4	4	6	4	2
peak9570	20	2	24	98	69	58	13	5	6	3	3	6
peak9571	19	3	24	58	63	51	11	6	1	5	4	5
peak9572	18	2	14	108	149	113	9	3	1	9	11	3
peak9573	960	95	1762	1719	2218	2919	221	56	56	215	226	116
peak9574	911	68	1385	2186	2515	3261	193	46	39	212	191	123
peak9575	233	6	425	2071	1196	1853	54	23	12	58	59	35
peak9576	85	8	102	259	161	247	128	44	14	59	54	40
peak9577	390	33	472	2254	1772	1647	402	150	99	218	210	102
peak9578	40	1	38	170	172	128	30	9	4	17	20	11
peak9579	116	6	300	2417	1981	1916	257	79	59	430	356	246
peak9580	100	2	150	1355	1331	1215	205	78	48	265	235	172
peak9581	595	54	964	4930	4517	5119	820	286	198	822	836	480
peak9582	196	17	246	588	376	527	270	79	46	126	148	89
peak9583	305	38	358	707	574	511	200	55	47	44	57	30
peak9584	4	1	0	84	49	38	2	0	0	1	3	0
peak9585	4	0	1	159	54	50	2	0	0	5	3	2
peak9586	42	3	52	99	128	212	64	19	23	48	55	23
peak9587	89	7	93	223	481	350	102	32	21	23	51	17
peak9588	134	9	125	788	626	449	64	16	19	51	44	18
peak9589	105	2	85	539	462	304	51	14	12	42	35	22
peak9590	149	7	133	569	254	303	58	20	9	16	11	9
peak9591	74	5	62	158	110	99	42	9	8	9	5	3
peak9592	336	27	388	9274	9725	7369	149	41	34	207	181	117
peak9593	104	4	94	151	66	133	46	15	11	9	13	3
peak9594	119	11	111	2021	2495	1601	89	24	29	149	160	69
peak9595	14	5	34	179	150	139	22	15	5	22	18	13
peak9596	101	7	153	256	191	186	127	33	24	38	38	28
peak9597	5	0	10	144	149	93	6	3	1	8	9	4
peak9598	24	2	30	81	128	82	18	8	7	5	13	6
peak9599	39	2	45	121	187	74	25	8	10	16	24	9
peak9600	102	9	136	613	1006	577	92	24	31	72	73	28
peak9601	30	4	36	110	131	76	28	12	6	20	18	10
peak9602	34	0	41	157	187	149	28	6	6	10	17	9
peak9603	184	16	174	813	794	520	53	11	11	52	31	18
peak9604	99	8	84	279	301	159	29	11	5	25	17	9
peak9605	244	13	209	1420	1645	985	73	21	11	56	45	26
peak9606	544	34	490	5519	5958	3772	128	43	40	158	142	87
peak9607	7	0	16	64	107	148	16	4	4	9	11	5
peak9608	190	26	334	1714	2871	2179	251	96	63	237	268	132
peak9609	12	1	36	158	395	191	60	22	18	41	56	26
peak9610	162	12	206	901	568	717	683	232	153	428	327	251
peak9611	105	8	106	1078	902	797	189	61	36	266	207	132
peak9612	73	9	79	268	288	208	165	46	35	74	73	32
peak9613	127	5	157	754	989	585	249	77	46	163	175	86
peak9614	153	4	153	345	214	279	226	76	60	72	93	37
peak9615	43	4	41	152	194	112	19	9	6	8	10	10
peak9616	13	1	16	105	153	79	41	12	9	21	30	18
peak9617	8	2	6	99	164	59	30	11	10	49	36	12
peak9618	8	0	4	171	276	129	28	3	4	47	45	23
peak9619	12	0	9	121	71	56	28	8	12	31	33	12
peak9620	58	8	59	439	531	287	29	6	7	27	44	15
peak9621	42	1	37	264	379	241	10	5	9	14	15	5
peak9622	304	28	421	4351	6698	4068	277	92	70	267	315	165
peak9623	170	7	153	1447	2559	1266	181	47	38	120	148	74
peak9624	107	10	101	338	556	286	88	27	43	31	68	25
peak9625	115	5	164	581	648	673	160	44	38	158	143	80
peak9626	83	4	102	429	419	361	159	52	28	120	102	84
peak9627	128	14	178	307	522	408	65	15	26	17	24	10
peak9628	84	4	82	226	240	178	31	9	7	22	12	2
peak9629	54	3	45	208	172	160	191	66	55	116	145	50
peak9630	267	27	275	516	298	918	119	40	21	25	22	19
peak9631	721	82	1193	5718	12353	11017	453	161	130	474	511	227
peak9632	99	6	141	208	190	165	410	164	89	93	117	74
peak9633	67	7	57	841	800	526	63	16	13	56	98	50
peak9634	22	2	26	131	65	68	10	5	1	16	20	8
peak9635	519	84	937	690	1470	1467	68	29	22	34	40	18
peak9636	774	128	1375	2386	3948	3135	103	36	25	67	85	47
peak9637	38	3	72	213	367	296	34	11	8	17	21	8
peak9638	105	5	148	1236	1607	1483	96	25	22	104	95	58
peak9639	38	1	35	192	381	213	40	11	16	35	42	18
peak9640	275	29	586	628	1353	1079	317	101	72	179	210	102
peak9641	14	4	23	70	70	75	17	6	6	22	17	11
peak9642	34	3	42	226	401	373	30	8	5	40	33	14
peak9643	60	2	74	168	243	163	28	3	8	17	15	13
peak9644	308	26	298	3239	3864	2576	228	65	53	192	175	113
peak9645	483	49	754	1945	2643	2220	998	338	268	625	727	362
peak9646	172	14	186	360	420	291	125	47	26	80	95	43
peak9647	24	1	40	89	74	70	31	9	7	15	15	9
peak9648	30	3	39	60	117	80	66	16	14	16	26	12
peak9649	49	7	87	268	351	223	133	29	34	69	71	43
peak9650	99	8	193	351	335	302	255	80	60	99	85	66
peak9651	49	5	90	139	452	200	175	54	53	69	83	40
peak9652	20	5	35	60	81	51	33	13	13	15	12	9
peak9653	31	3	55	239	245	142	33	8	6	27	16	9
peak9654	11	1	9	97	132	88	62	17	11	85	64	46
peak9655	186	18	178	845	901	784	116	25	29	69	60	37
peak9656	78	4	86	239	254	181	65	21	10	47	47	16
peak9657	384	30	371	2980	5239	2594	197	54	56	163	125	82
peak9658	34	4	46	676	577	480	37	11	6	33	29	20
peak9659	489	44	1046	934	1061	1145	1225	332	327	975	1027	503
peak9660	8	0	6	144	16	71	25	8	4	54	31	27
peak9661	7	2	10	151	145	137	24	2	3	46	43	15
peak9662	26	1	33	663	407	443	53	10	13	79	64	44
peak9663	1	0	3	60	26	39	1	1	1	4	4	4
peak9664	5	0	10	126	75	117	17	7	1	21	23	17
peak9665	6	0	4	122	61	64	1	2	0	5	9	2
peak9666	18	3	9	91	71	61	23	6	2	17	5	7
peak9667	4	0	2	71	38	62	15	4	3	15	11	10
peak9668	4	0	5	77	30	61	18	4	3	28	21	25
peak9669	8	0	8	192	117	136	10	5	4	18	12	11
peak9670	23	6	30	380	190	295	26	10	3	29	20	9
peak9671	1	0	3	89	28	51	13	5	3	18	12	9
peak9672	2	0	2	68	24	32	9	8	2	15	6	3
peak9673	2	0	0	76	53	37	6	1	0	7	16	5
peak9674	6	0	10	100	40	48	9	3	3	10	12	6
peak9675	8	0	3	170	43	96	10	3	4	16	11	10
peak9676	7	0	7	90	60	60	10	1	2	7	6	8
peak9677	3	0	6	96	56	73	9	5	3	23	23	13
peak9678	7	0	9	252	163	166	19	9	4	48	30	22
peak9679	1	1	5	67	22	30	3	0	1	9	2	3
peak9680	4	0	4	92	64	84	2	3	1	8	6	5
peak9681	9	0	11	362	146	214	38	6	6	55	53	20
peak9682	4	0	4	129	48	89	12	4	2	25	13	15
peak9683	8	0	6	228	75	105	13	2	1	21	9	6
peak9684	6	0	7	211	120	138	1	3	1	13	8	9
peak9685	2	0	0	83	59	33	9	1	2	20	10	9
peak9686	4	0	0	169	89	49	3	4	1	14	9	9
peak9687	0	0	1	86	41	31	2	2	0	7	5	5
peak9688	6	0	2	68	47	54	20	9	8	63	47	23
peak9689	22	0	24	452	238	265	21	5	6	53	46	39
peak9690	4	0	5	246	121	172	18	4	5	25	23	15
peak9691	8	0	8	64	22	46	9	4	2	15	11	7
peak9692	4	0	3	59	27	51	5	2	2	14	20	7
peak9693	4	0	2	56	22	41	7	5	2	8	11	7
peak9694	4	0	11	181	107	155	22	7	5	54	26	38
peak9695	14	0	25	181	114	167	26	13	6	28	26	22
peak9696	4	1	1	104	37	21	21	6	4	39	25	15
peak9697	20	5	24	85	49	63	32	13	9	37	33	19
peak9698	2	1	10	195	157	119	48	6	9	55	46	28
peak9699	49	3	43	506	515	362	63	25	21	57	65	39
peak9700	109	15	229	331	290	230	276	132	80	134	142	91
peak9701	89	7	113	383	232	231	245	86	41	113	97	51
peak9702	74	8	140	1494	3018	1948	116	36	32	127	166	90
peak9703	104	7	163	409	146	427	116	27	14	81	52	34
peak9704	401	35	567	6590	10856	7699	313	88	104	508	523	280
peak9705	53	8	92	205	406	319	47	8	10	22	24	15
peak9706	33	10	71	107	167	173	37	7	13	25	23	15
peak9707	88	13	201	256	213	209	213	72	34	138	136	76
peak9708	87	7	161	166	84	158	166	61	28	34	60	28
peak9709	7	0	8	180	251	188	0	0	0	3	4	2
peak9710	203	13	255	2358	1822	1841	71	16	16	79	70	46
peak9711	39	2	26	128	115	88	8	3	1	4	5	2
peak9712	37	2	29	105	84	101	9	5	1	5	6	4
peak9713	28	6	39	247	477	230	15	5	5	14	9	6
peak9714	25	3	32	171	142	147	32	9	5	25	12	7
peak9715	35	1	33	249	238	207	24	6	9	37	31	15
peak9716	14	2	19	66	52	49	16	4	3	10	8	3
peak9717	44	0	43	553	421	401	38	3	13	56	55	22
peak9718	97	4	140	539	336	438	154	40	29	53	83	42
peak9719	64	5	103	263	243	290	96	26	24	47	51	26
peak9720	78	11	132	1201	1754	1255	137	45	38	201	220	94
peak9721	11	0	10	174	261	193	23	7	5	33	31	23
peak9722	7	0	11	78	56	71	20	6	4	15	13	7
peak9723	0	0	4	59	59	74	1	1	0	5	3	1
peak9724	17	2	25	29	65	66	8	1	2	9	7	5
peak9725	37	2	39	133	46	36	10	9	6	10	8	2
peak9726	14	0	5	200	203	83	33	14	7	54	61	28
peak9727	5	1	6	68	68	33	36	14	8	40	44	26
peak9728	2	0	4	58	63	58	9	1	3	9	16	15
peak9729	20	1	36	36	80	111	6	0	3	10	8	1
peak9730	100	1	176	90	226	200	60	34	17	8	10	5
peak9731	307	33	475	1579	3957	3494	178	64	60	130	157	67
peak9732	58	9	113	141	299	212	34	10	10	22	26	11
peak9733	4	1	13	246	407	250	61	14	14	182	182	96
peak9734	248	17	276	5135	4372	3750	678	203	153	949	796	526
peak9735	23	0	69	76	201	130	62	18	20	19	19	14
peak9736	58	10	122	841	2143	1408	130	38	48	133	151	78
peak9737	39	5	84	219	483	337	68	17	16	63	66	33
peak9738	22	2	41	145	75	97	37	13	6	25	19	8
peak9739	39	4	70	452	404	322	60	12	13	56	55	24
peak9740	41	5	46	234	313	239	33	6	7	42	33	18
peak9741	109	11	159	279	108	185	244	76	54	107	110	73
peak9742	4	1	3	41	59	21	5	2	4	17	11	6
peak9743	74	2	88	618	340	461	133	35	25	115	100	56
peak9744	27	1	41	109	50	84	59	11	8	33	26	19
peak9745	1	0	9	64	109	70	6	2	1	6	8	2
peak9746	4	0	5	66	61	90	18	2	0	25	19	15
peak9747	11	1	23	208	139	182	35	12	9	55	38	20
peak9748	4	1	9	76	62	111	12	6	1	22	10	8
peak9749	5	1	29	77	205	253	9	2	3	16	12	8
peak9750	30	5	37	223	203	129	5	3	1	4	6	1
peak9751	95	5	109	1309	1385	1542	161	59	45	277	317	175
peak9752	66	5	60	1099	1349	837	80	20	9	117	94	47
peak9753	62	6	75	502	927	444	61	14	11	45	55	21
peak9754	38	8	89	108	513	225	3	2	2	4	4	0
peak9755	8	0	9	136	116	60	6	2	1	4	7	0
peak9756	32	2	40	681	633	429	32	7	5	29	37	17
peak9757	88	8	82	302	514	269	51	24	13	32	29	15
peak9758	6	0	8	156	151	92	10	1	0	7	3	4
peak9759	47	3	57	967	1523	911	138	47	41	282	255	194
peak9760	169	22	312	439	405	541	85	26	18	73	69	16
peak9761	30	2	27	606	413	446	53	15	7	97	75	49
peak9762	40	3	59	307	193	301	41	16	13	45	26	21
peak9763	29	2	69	568	508	486	35	11	5	59	35	38
peak9764	148	9	224	2761	2341	2664	163	43	41	249	182	116
peak9765	34	2	75	108	29	56	70	13	12	19	21	11
peak9766	96	6	148	285	117	150	100	22	17	44	51	15
peak9767	151	4	172	5626	2906	3823	170	43	27	274	175	130
peak9768	63	2	79	225	86	172	52	20	9	28	17	6
peak9769	8	0	11	65	50	55	28	3	7	29	21	16
peak9770	1	0	2	63	32	40	5	0	1	12	2	5
peak9771	1	2	3	45	37	41	2	1	0	11	4	4
peak9772	9	1	19	96	67	97	26	7	4	13	18	9
peak9773	18	0	24	317	220	202	45	12	6	57	43	17
peak9774	29	2	23	546	313	363	55	9	15	71	50	28
peak9775	25	1	25	447	183	273	79	16	18	89	93	43
peak9776	4	0	8	161	115	91	22	4	7	30	22	9
peak9777	24	4	29	768	515	547	51	17	7	71	43	54
peak9778	4	0	9	144	68	66	16	6	4	33	28	16
peak9779	44	3	43	812	393	511	64	26	13	96	124	46
peak9780	12	0	15	378	240	380	22	3	13	58	39	28
peak9781	27	2	33	368	173	295	62	16	12	66	59	37
peak9782	12	0	5	247	72	76	7	1	1	17	10	5
peak9783	1	0	1	69	25	20	0	2	0	7	2	4
peak9784	5	2	9	124	74	54	9	3	4	4	6	7
peak9785	7	0	7	219	125	177	8	1	0	12	7	6
peak9786	2	0	10	135	48	64	19	2	1	23	10	6
peak9787	3	0	2	141	60	89	13	2	2	16	13	15
peak9788	8	0	12	85	67	59	20	5	2	22	4	10
peak9789	15	0	37	197	88	140	36	10	6	42	23	25
peak9790	24	2	32	224	132	178	35	10	8	32	35	22
peak9791	8	2	14	114	65	73	14	3	1	15	6	14
peak9792	11	0	18	188	78	123	19	8	3	13	11	13
peak9793	10	2	8	93	54	74	9	1	1	10	8	5
peak9794	6	0	12	96	63	101	11	6	1	13	11	11
peak9795	17	0	12	183	95	104	7	3	4	11	8	6
peak9796	6	1	14	216	106	140	11	2	3	16	14	11
peak9797	3	0	10	86	45	40	3	1	0	11	9	2
peak9798	10	0	10	138	82	108	21	6	4	35	21	15
peak9799	6	0	18	58	29	36	12	5	6	23	23	5
peak9800	7	0	19	46	33	48	18	8	7	27	20	7
peak9801	26	3	49	821	812	722	109	28	20	189	150	87
peak9802	4	0	8	106	98	89	8	3	3	20	15	8
peak9803	10	0	10	145	55	82	12	5	8	22	9	11
peak9804	8	0	11	350	213	220	23	5	3	35	26	9
peak9805	25	0	28	643	451	455	43	8	9	60	55	29
peak9806	4	0	4	117	57	70	4	0	1	2	4	5
peak9807	7	0	3	125	68	66	4	0	0	7	9	3
peak9808	4	1	4	69	52	58	3	5	3	9	10	3
peak9809	12	1	18	240	83	105	18	5	1	21	15	12
peak9810	42	5	58	987	560	646	54	17	4	95	98	53
peak9811	43	5	40	525	471	477	62	24	20	117	95	33
peak9812	2	0	1	70	45	38	6	1	0	4	0	5
