control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak464	253	204	220	718	1171	581	209	172	177	653	789	752
peak465	239	257	289	767	976	513	332	187	220	771	1041	868
peak466	515	388	381	800	1154	775	315	209	313	607	625	721
peak467	338	304	323	464	704	457	231	169	254	340	462	473
peak468	794	743	667	1932	3543	1777	591	363	569	1697	1758	2160
peak469	3372	3210	3311	13651	19459	7798	4847	2875	3550	14125	16112	15469
peak470	252	237	280	510	754	370	275	193	286	486	595	639
peak471	144	126	129	256	369	189	137	100	127	253	333	393
peak472	513	473	471	1778	2587	1197	534	242	373	1431	1480	1449
peak473	50	32	31	146	218	91	36	23	30	117	96	114
peak474	10	9	10	58	110	58	10	6	9	54	60	67
peak475	60	66	61	156	179	91	213	128	188	334	430	465
peak476	70	50	56	133	228	114	217	166	215	424	527	597
peak477	51	51	47	167	313	175	75	71	84	258	375	361
peak478	172	141	151	639	1096	534	252	188	282	959	1329	1571
peak479	83	82	97	193	246	141	140	114	159	277	445	506
peak480	90	63	46	156	171	71	85	62	76	176	173	180
peak481	100	75	61	217	287	118	115	78	74	268	288	298
peak482	192	165	154	245	317	200	159	131	154	219	272	241
peak483	30	19	39	62	93	43	28	18	33	48	69	49
peak484	60	61	69	172	332	203	42	18	37	89	136	126
peak485	23	20	17	89	128	65	13	12	11	27	27	34
peak486	50	52	55	188	309	197	96	49	105	224	339	431
peak487	65	63	56	176	283	177	110	107	157	209	296	342
peak488	21	25	24	73	110	72	27	23	23	85	106	119
peak489	252	204	242	385	541	317	193	115	159	278	417	347
peak490	926	851	727	1187	1910	849	993	747	1004	1428	1655	1848
peak491	17	13	22	79	106	78	12	11	17	70	73	100
peak492	296	407	313	562	812	423	527	326	571	608	654	732
peak493	325	194	203	831	883	484	459	327	429	1236	1352	1368
peak494	388	252	329	693	550	305	690	387	510	922	1086	914
peak495	24	21	41	73	97	81	48	35	49	97	154	211
peak496	40	31	46	60	77	63	52	33	83	65	89	150
peak497	89	93	97	164	264	173	134	106	149	188	339	405
peak498	35	29	44	71	118	72	36	39	53	70	91	172
peak499	147	120	130	487	834	471	183	144	255	566	888	1159
peak500	234	235	353	789	1016	691	183	140	214	521	625	742
peak501	94	73	98	296	445	326	51	44	77	200	232	326
peak502	83	68	96	361	466	344	57	38	63	211	286	329
peak503	58	50	63	108	133	90	42	25	31	39	93	81
peak504	215	159	183	695	1062	685	95	81	158	400	529	630
peak505	277	200	301	987	1620	1078	145	132	189	515	729	956
peak506	122	103	133	278	444	252	79	58	91	112	185	220
peak507	16	12	15	33	52	37	28	37	39	34	103	92
peak508	7	10	7	34	80	42	7	9	16	32	62	69
peak509	131	102	145	215	322	162	178	108	167	259	391	379
peak510	37	30	36	109	150	97	23	27	43	88	126	125
peak511	46	48	92	110	126	68	49	28	35	74	74	80
peak512	85	70	86	145	248	122	67	48	62	109	117	104
peak513	49	56	50	177	329	189	37	23	36	97	113	139
peak514	58	52	50	165	277	150	47	21	28	98	126	145
peak515	105	101	98	249	341	166	112	83	106	182	244	271
peak516	103	92	127	129	212	149	55	38	45	79	135	96
peak517	41	51	55	210	365	200	40	56	68	160	230	323
peak518	45	42	44	136	280	142	35	33	52	115	173	212
peak519	24	25	25	87	179	90	26	17	22	72	100	121
peak520	16	19	21	50	73	40	18	10	29	26	49	75
peak521	62	39	22	130	156	93	40	23	28	67	69	62
peak522	726	696	717	1963	3368	1552	799	540	767	1784	2673	2789
peak523	49	40	35	142	220	110	37	27	26	87	97	80
peak524	63	39	57	92	175	75	40	37	46	76	65	71
peak525	114	88	61	342	466	248	104	55	65	244	272	254
peak526	21	22	16	125	175	105	23	9	14	68	77	112
peak527	57	38	43	195	242	100	41	17	40	106	102	124
peak528	323	296	321	945	1685	974	174	299	332	451	1435	1208
peak529	354	400	418	955	1560	955	191	353	406	402	1278	1140
peak530	594	674	953	1999	3266	1676	493	737	921	1076	3546	3333
peak531	660	596	596	1539	2288	1070	939	575	708	1745	2304	1981
peak532	124	129	104	477	668	349	147	110	176	446	619	699
peak533	106	72	98	274	490	275	97	80	126	242	445	472
peak534	47	40	43	85	111	83	65	52	68	81	199	187
peak535	270	260	363	600	681	386	291	191	278	421	605	503
peak536	262	230	334	528	973	560	262	200	246	430	716	676
peak537	964	867	992	2205	4011	2129	905	732	909	1697	2928	3212
peak538	329	375	385	619	925	470	365	265	344	401	695	599
peak539	216	183	186	527	856	411	206	143	240	531	690	692
peak540	139	112	122	356	520	227	111	74	63	276	303	229
peak541	117	101	95	345	519	273	90	51	65	294	349	263
peak542	273	209	215	567	765	420	205	110	179	484	504	495
peak543	170	128	166	517	715	372	130	102	119	329	474	402
peak544	55	50	75	130	187	98	67	56	73	105	192	191
peak545	60	68	87	160	293	150	90	68	81	174	317	293
peak546	201	142	132	265	374	188	149	108	107	210	221	264
peak547	798	777	784	2873	4851	2451	638	506	617	2260	2933	2841
peak548	308	333	375	741	1349	682	799	751	1068	1436	2589	2796
peak549	70	93	95	171	302	148	212	169	241	474	758	886
peak550	267	276	324	675	861	452	307	222	267	620	686	715
peak551	48	33	39	95	117	49	43	27	29	73	73	76
peak552	139	84	108	238	243	116	162	54	74	164	176	122
peak553	69	80	106	124	182	101	38	33	66	96	121	146
peak554	74	110	97	134	167	84	206	137	202	175	209	192
peak555	11	3	12	22	30	21	17	21	30	42	85	108
peak556	27	29	32	49	60	44	32	38	60	47	102	91
peak557	69	46	72	188	311	144	81	76	113	161	374	422
peak558	30	29	23	82	115	65	6	1	9	31	29	37
peak559	108	133	156	354	815	412	98	49	59	264	352	351
peak560	24	24	22	61	95	30	12	10	9	26	32	19
peak561	153	158	145	200	339	233	126	124	123	197	266	294
peak562	409	441	419	958	1649	1060	312	239	316	688	921	1051
peak563	58	63	83	294	552	335	43	47	58	204	319	338
peak564	809	700	791	2166	3603	1785	599	455	609	1622	2168	2014
peak565	407	337	358	704	1118	577	340	228	292	422	617	566
peak566	381	344	366	846	1472	785	294	240	292	576	916	819
peak567	193	160	132	169	324	178	155	110	139	157	250	218
peak568	48	31	43	282	326	139	33	19	19	134	124	165
peak569	605	509	513	1392	1856	974	618	403	545	1081	1442	1493
peak570	15	15	18	66	81	56	26	17	26	76	91	134
peak571	24	21	19	49	72	40	26	22	21	43	64	72
peak572	34	34	42	73	104	51	166	125	187	210	272	329
peak573	60	51	53	134	228	88	209	157	243	492	688	769
peak574	83	86	80	250	339	131	344	267	373	595	782	796
peak575	29	30	46	83	123	51	89	66	93	329	463	509
peak576	136	134	84	290	373	195	104	64	74	195	210	183
peak577	37	41	41	58	95	62	40	46	55	81	88	98
peak578	211	189	255	478	590	338	283	190	327	488	618	716
peak579	22	21	20	69	109	80	12	8	16	43	39	49
peak580	30	35	30	103	175	106	23	12	17	56	73	101
peak581	25	16	13	53	82	52	13	3	20	29	27	41
peak582	10	10	22	55	80	47	7	3	7	25	24	26
peak583	17	10	20	87	100	62	7	6	6	31	40	43
peak584	15	8	11	65	102	49	17	8	8	54	79	88
peak585	454	425	468	1279	1920	1002	584	450	640	1539	1848	2347
peak586	217	222	250	482	713	344	329	253	396	495	651	763
peak587	215	164	191	510	833	444	352	269	428	821	1072	1222
peak588	268	210	200	798	1230	664	240	191	230	651	916	880
peak589	52	37	39	99	136	85	36	31	59	104	150	157
peak590	399	338	271	538	669	397	322	259	308	446	491	435
peak591	785	664	801	2078	3460	1752	895	683	893	2098	3217	3161
peak592	286	292	340	459	695	381	280	271	270	393	755	587
peak593	450	485	459	700	1055	575	424	393	553	524	933	896
peak594	92	106	169	339	577	314	101	98	155	333	643	649
peak595	123	94	101	414	665	367	163	128	162	567	735	825
peak596	88	107	97	316	490	227	173	147	188	397	631	689
peak597	57	45	76	104	128	72	101	66	98	127	190	160
peak598	131	139	185	262	457	237	137	125	129	153	224	174
peak599	64	79	68	125	222	125	40	23	37	80	68	84
peak600	227	140	210	427	606	308	209	107	125	327	401	321
peak601	55	48	57	130	184	107	26	15	34	67	63	60
peak602	19	17	16	34	74	49	7	7	6	21	26	33
peak603	67	43	38	88	115	64	58	34	35	65	50	60
peak604	193	210	239	1036	1527	857	189	136	168	740	947	948
peak605	33	27	33	79	124	72	16	5	28	35	65	69
peak606	320	378	470	608	948	529	370	361	497	584	953	1099
peak607	43	46	70	105	177	102	52	37	59	86	133	153
peak608	205	147	206	462	635	322	135	118	176	387	512	704
peak609	1358	1403	2036	2654	4528	2446	1395	1216	1809	2306	4139	4435
peak610	24	15	26	74	145	75	24	21	38	98	177	208
peak611	34	24	32	67	120	55	32	25	35	61	112	124
peak612	72	77	98	264	466	237	64	72	101	244	461	475
peak613	35	29	33	101	157	66	27	21	29	89	95	103
peak614	175	155	146	361	554	222	145	80	136	249	314	298
peak615	54	57	49	201	236	112	67	34	43	180	194	172
peak616	52	44	37	148	191	89	38	10	10	67	75	52
peak617	49	44	43	104	109	50	32	12	11	43	26	26
peak618	121	104	98	199	250	112	80	62	80	130	131	134
peak619	104	106	100	144	211	111	47	61	58	124	127	118
peak620	487	420	513	706	1044	483	711	490	673	903	1259	1104
peak621	296	269	295	555	725	318	398	266	357	597	765	627
peak622	183	162	193	375	499	240	272	191	272	488	632	709
peak623	127	136	177	491	843	395	208	150	223	931	1077	1483
peak624	57	30	42	129	157	90	24	19	28	81	84	73
peak625	49	45	73	157	195	109	48	20	28	81	109	90
peak626	194	156	194	590	948	579	157	107	173	462	582	520
peak627	21	18	14	110	153	72	27	17	30	109	130	137
peak628	19	8	14	102	132	87	11	17	18	106	123	145
peak629	1636	1243	1233	2843	3905	2198	1153	717	1020	2102	2348	2349
peak630	2788	2244	2499	5344	5987	2818	2290	1339	1997	3087	3766	3509
peak631	3537	2632	2467	12316	17694	8376	2409	1779	2230	9018	10624	12025
peak632	300	247	271	509	586	221	258	86	154	290	221	212
peak633	315	278	266	708	857	354	203	115	128	365	295	255
peak634	338	270	209	813	1137	439	232	100	127	461	396	475
peak635	42	42	50	176	234	130	32	26	35	118	138	106
peak636	32	16	21	44	95	47	25	20	26	51	42	33
peak637	64	79	88	267	435	253	54	45	73	216	293	255
peak638	745	649	796	1489	1922	957	402	254	290	578	756	627
peak639	32	19	20	46	78	35	17	7	15	36	40	37
peak640	14	6	10	23	52	20	17	18	22	42	62	63
peak641	6	14	12	16	26	13	27	12	17	45	55	63
peak642	9	10	7	34	49	20	27	20	35	43	83	80
peak643	2030	2392	2296	9496	18902	9767	3006	2612	3541	12781	17948	20516
peak644	1039	1254	1107	2619	4677	2381	1619	1325	2036	3171	4237	4711
peak645	89	96	139	161	247	141	42	31	44	78	87	108
peak646	118	113	106	288	479	321	58	29	46	140	146	127
peak647	59	58	64	96	195	134	27	18	21	40	56	54
peak648	139	120	119	204	295	169	93	94	83	136	212	175
peak649	95	93	112	327	413	258	41	20	28	114	126	163
peak650	40	37	36	172	230	147	16	10	19	42	47	48
peak651	56	56	54	92	126	69	18	14	17	23	31	26
peak652	78	69	71	224	346	214	25	17	23	68	73	47
peak653	15	21	21	103	159	107	8	4	3	39	27	37
peak654	25	30	45	88	74	50	38	26	24	29	44	44
peak655	89	86	61	169	297	163	58	38	39	121	123	97
peak656	20	19	29	112	143	95	29	16	13	44	73	75
peak657	33	37	22	198	299	127	74	49	67	325	432	384
peak658	25	28	30	91	159	106	27	31	42	136	175	189
peak659	198	184	160	338	618	370	147	119	144	325	453	414
peak660	446	602	841	2113	3333	1802	1104	668	1163	3716	4350	6381
peak661	307	263	233	743	1395	836	327	272	446	943	1080	1377
peak662	139	115	160	291	388	259	144	121	165	254	345	473
peak663	197	208	215	353	481	273	215	172	198	294	535	413
peak664	227	168	229	431	733	319	209	169	184	503	776	713
peak665	526	448	337	835	1314	898	317	219	230	721	722	600
peak666	36	28	20	59	116	57	22	21	19	48	47	36
peak667	36	33	33	81	114	66	31	23	25	92	121	124
peak668	84	61	107	143	292	143	84	69	131	131	282	294
peak669	124	139	140	379	600	335	116	103	129	312	452	444
peak670	94	94	92	245	404	232	90	72	86	161	247	277
peak671	194	187	177	359	551	299	86	59	84	130	170	169
peak672	113	61	76	105	212	131	37	37	43	88	94	92
peak673	150	129	114	250	372	222	62	60	70	136	133	151
peak674	216	180	175	457	693	407	79	93	97	225	244	323
peak675	89	72	63	181	310	186	38	45	45	105	168	171
peak676	59	51	60	150	167	75	67	36	48	109	111	123
peak677	3	1	3	6	13	6	199	169	207	309	570	525
peak678	16	16	13	32	33	15	28	23	37	37	64	82
peak679	10	7	12	69	78	33	14	16	24	53	96	89
peak680	79	43	51	234	359	207	91	90	99	263	413	380
peak681	141	133	169	308	374	199	96	46	84	115	126	135
peak682	121	122	88	219	380	206	91	82	87	203	295	251
peak683	36	31	47	137	220	133	15	16	31	61	90	127
peak684	31	36	39	114	185	107	87	78	120	169	280	302
peak685	11	14	18	79	111	36	25	18	34	115	141	171
peak686	2844	3189	3172	11241	23352	11947	2205	2186	3210	10694	17144	19038
peak687	507	502	520	1394	2294	1249	403	297	371	1243	1612	1547
peak688	6	6	4	30	49	37	5	9	12	42	65	65
peak689	165	136	136	189	295	161	239	216	200	296	412	342
peak690	114	91	105	201	262	153	115	59	74	186	237	255
peak691	132	154	183	240	340	181	341	347	459	478	757	663
peak692	492	463	405	736	1235	652	905	875	1067	1477	2131	2302
peak693	179	207	178	468	744	484	428	322	462	857	1247	1232
peak694	52	26	50	57	75	43	44	26	49	81	64	82
peak695	42	37	27	125	154	113	38	26	34	97	111	136
peak696	36	22	28	57	135	74	30	24	44	78	114	111
peak697	63	49	61	123	225	126	57	30	47	156	176	177
peak698	72	80	54	103	153	114	373	282	434	456	614	648
peak699	20	11	11	24	42	18	162	138	188	261	378	545
peak700	22	29	35	72	123	49	214	126	243	729	1051	1297
peak701	0	0	0	0	0	1	27	19	41	28	56	101
peak702	0	0	0	0	0	1	57	53	84	65	112	120
peak703	36	46	45	104	125	97	31	30	39	63	85	65
peak704	26	22	31	99	166	124	15	20	34	79	107	89
peak705	9	11	14	53	102	60	6	6	11	46	60	66
peak706	149	131	123	287	373	247	98	72	87	127	155	150
peak707	179	149	114	435	674	442	94	90	80	268	302	298
peak708	112	108	117	343	575	336	94	75	101	197	290	246
peak709	190	151	156	422	581	336	111	56	84	307	371	272
peak710	15	6	8	39	55	45	7	21	8	41	45	63
peak711	16	17	15	72	115	53	12	6	0	27	29	30
peak712	118	102	93	158	228	91	125	54	143	135	133	196
peak713	26	36	18	63	98	57	26	21	35	66	79	85
peak714	61	53	59	165	266	168	78	46	75	173	243	243
peak715	203	207	271	401	436	262	266	170	211	286	374	292
peak716	271	211	252	532	903	538	207	178	259	508	631	634
peak717	597	720	715	2572	4496	2443	1049	992	1200	3926	5913	5815
peak718	151	168	225	290	556	257	289	272	381	531	758	738
peak719	130	105	95	215	374	255	98	79	116	177	227	193
peak720	437	462	512	2145	4003	2282	458	378	537	1984	3166	3030
peak721	105	136	135	264	542	360	81	60	80	156	183	214
peak722	15	15	16	55	78	37	28	12	20	104	80	112
peak723	209	109	122	594	634	341	160	101	152	465	490	604
peak724	105	81	74	175	223	123	272	219	294	443	563	638
peak725	33	19	26	58	107	62	29	14	26	56	85	71
peak726	143	127	127	204	329	195	108	71	133	160	253	333
peak727	350	329	469	1134	1880	1057	260	134	217	733	823	829
peak728	120	106	136	557	901	584	81	60	78	413	470	494
peak729	31	26	16	53	99	69	10	9	11	26	31	39
peak730	21	22	23	61	129	73	8	5	8	27	48	40
peak731	34	37	46	93	233	121	17	16	18	70	88	90
peak732	853	704	630	1794	2845	1759	582	490	570	1735	2127	1907
peak733	43	23	23	99	158	93	20	6	18	54	79	85
peak734	20	24	16	67	133	58	22	15	22	71	91	103
peak735	13	15	13	42	91	51	13	9	15	37	46	45
peak736	26	41	55	79	101	66	33	23	43	53	86	115
peak737	111	116	111	282	399	211	140	87	150	227	234	232
peak738	42	59	64	231	467	269	27	31	30	123	149	151
peak739	1225	1210	1247	2780	4904	2462	954	619	840	1803	2437	2129
peak740	38	34	49	87	114	91	26	16	14	43	57	65
peak741	90	85	79	245	407	207	49	31	41	135	159	170
peak742	82	58	74	145	126	44	135	80	120	113	152	138
peak743	89	73	70	227	330	155	112	85	121	225	305	372
peak744	41	46	22	66	78	52	46	29	36	29	46	64
peak745	41	44	36	128	209	91	30	25	29	95	121	127
peak746	22	28	24	125	155	98	45	30	33	133	156	162
peak747	196	181	211	454	823	459	196	135	195	428	540	582
peak748	1509	1381	1251	4699	6760	3177	4371	2997	4995	10961	13580	17371
peak749	1602	1482	1652	8013	12423	5691	4722	3157	5073	20335	24949	29899
peak750	257	235	251	900	1174	619	666	478	745	2009	2609	2973
peak751	217	201	219	624	1077	497	236	158	220	537	815	871
peak752	333	234	265	1044	1269	608	219	103	147	535	400	413
peak753	76	44	30	179	228	127	20	8	22	117	76	77
peak754	244	206	238	615	1011	580	182	102	172	496	626	709
peak755	274	246	229	663	994	503	220	153	175	472	562	692
peak756	655	563	649	2127	2963	1469	576	384	510	1469	1727	1867
peak757	195	218	191	329	467	251	167	133	188	209	266	282
peak758	129	106	144	341	561	266	117	78	107	267	409	418
peak759	76	53	71	146	199	100	66	40	57	115	142	121
peak760	46	29	42	86	137	70	55	31	45	77	99	75
peak761	35	40	35	135	203	107	55	49	79	118	219	273
peak762	37	36	43	124	193	125	41	50	72	144	210	282
peak763	33	40	44	85	170	86	36	39	53	93	147	177
peak764	20	21	16	65	118	78	30	23	30	70	148	165
peak765	11	10	7	34	49	12	41	39	56	104	159	178
peak766	24	12	25	61	65	50	29	36	28	59	82	77
peak767	107	63	120	217	293	133	148	72	106	235	316	322
peak768	14	13	5	58	91	42	9	3	7	31	43	51
peak769	40	36	29	119	218	100	24	17	25	109	128	168
peak770	37	55	45	212	338	135	41	26	46	136	186	259
peak771	132	139	118	458	743	471	120	73	93	307	364	387
peak772	34	19	25	108	167	81	25	25	25	70	96	127
peak773	40	35	44	78	147	89	38	13	36	48	88	122
peak774	236	240	199	663	987	550	286	212	340	722	827	1038
peak775	397	343	265	970	1462	722	414	325	508	993	1151	1413
peak776	29	31	35	112	133	57	19	22	11	38	58	35
peak777	36	26	54	59	86	48	43	38	37	55	124	96
peak778	168	177	159	439	835	560	160	125	153	377	614	535
peak779	45	46	62	157	223	154	38	38	37	99	153	116
peak780	49	60	71	83	144	103	42	48	52	69	85	97
peak781	87	136	150	348	500	326	140	111	138	346	625	567
peak782	9	10	6	40	85	48	4	1	4	35	42	45
peak783	19	13	10	51	110	47	8	8	11	33	46	57
peak784	9	7	6	40	48	38	5	5	15	44	56	76
peak785	154	192	129	484	858	519	45	48	44	160	196	180
peak786	64	78	99	137	222	141	61	50	70	156	199	236
peak787	79	59	75	139	232	137	57	63	67	125	162	230
peak788	84	69	63	183	301	205	63	38	83	151	205	289
peak789	18	17	22	44	68	47	22	9	21	30	48	84
peak790	2902	2056	1765	7218	8245	3549	2954	1552	1962	6929	6374	6046
peak791	32	20	26	86	139	87	50	24	47	113	171	205
peak792	48	49	30	128	204	112	43	35	36	95	99	88
peak793	125	111	114	192	258	148	94	66	79	125	183	159
peak794	59	48	55	102	142	73	78	61	76	122	136	129
peak795	596	679	576	1987	3929	1815	739	587	781	2060	2668	2651
peak796	17	20	32	41	40	26	21	15	30	26	82	48
peak797	32	31	36	86	141	74	38	33	35	108	179	164
peak798	72	74	82	275	400	230	143	93	127	355	470	513
peak799	51	21	30	145	222	120	72	37	75	202	238	305
peak800	74	58	67	194	273	173	89	61	91	236	339	331
peak801	305	287	319	468	595	337	416	388	504	583	824	793
peak802	87	58	127	205	264	159	79	54	105	167	252	283
peak803	80	76	104	173	254	127	82	64	94	109	162	213
peak804	143	105	128	545	807	546	114	75	124	427	635	788
peak805	64	57	50	99	145	81	59	57	63	56	123	123
peak806	111	94	94	312	451	271	88	65	113	241	365	431
peak807	37	27	30	97	182	129	22	17	24	73	93	96
peak808	16	11	8	62	110	50	2	2	2	10	11	10
peak809	201	134	205	502	666	374	139	98	118	350	424	456
peak810	46	43	45	131	184	120	35	29	33	88	115	142
peak811	49	35	34	104	182	115	26	12	33	76	105	108
peak812	191	132	122	233	322	192	102	129	112	204	200	204
peak813	33	35	24	87	117	72	30	15	21	48	65	54
peak814	19	4	5	88	63	28	3	2	7	31	18	35
peak815	17	15	5	97	73	40	13	6	6	42	35	49
peak816	319	256	243	1206	1855	1005	310	244	351	1158	1407	1521
peak817	129	105	102	279	386	200	149	93	187	256	316	282
peak818	97	77	86	164	238	110	83	89	106	152	181	175
peak819	119	116	161	288	395	214	147	99	140	314	332	382
peak820	50	51	56	181	247	136	35	22	30	90	102	106
peak821	30	35	32	92	118	68	47	42	64	94	134	225
peak822	95	98	137	384	642	340	138	129	194	476	769	1075
peak823	55	44	47	192	339	165	55	50	120	228	347	494
peak824	193	177	156	577	881	527	152	126	212	371	564	629
peak825	345	334	316	985	1657	1092	308	255	342	842	1194	1380
peak826	517	467	529	1063	1663	999	465	354	546	839	1215	1451
peak827	107	91	146	267	396	238	93	50	112	247	333	461
peak828	16	21	23	55	74	36	20	17	15	49	61	75
peak829	6	12	18	55	123	54	11	8	14	72	87	118
peak830	57	49	40	118	212	122	42	30	35	109	119	148
peak831	47	60	45	97	215	106	45	23	33	98	156	101
peak832	75	53	92	140	159	89	78	37	47	122	115	93
peak833	0	1	3	13	25	12	7	8	17	44	52	85
peak834	74	56	51	174	232	130	67	37	66	220	245	296
peak835	162	143	113	201	280	161	115	80	102	109	170	150
peak836	182	88	94	401	361	151	95	39	40	215	97	128
peak837	31	21	23	129	101	43	19	8	7	67	53	40
peak838	117	121	105	423	559	253	152	68	120	390	387	423
peak839	113	82	118	146	195	97	73	61	63	110	129	128
peak840	48	23	27	152	157	80	21	24	17	75	78	68
peak841	55	33	21	100	90	45	27	11	17	65	44	49
peak842	35	32	26	123	111	61	34	17	22	61	54	45
peak843	166	113	114	449	528	301	119	70	63	373	305	310
peak844	35	40	38	88	135	66	47	25	31	110	139	133
peak845	42	33	33	78	98	49	28	11	28	54	41	57
peak846	33	20	20	112	134	77	13	9	12	53	56	68
peak847	41	52	30	122	163	78	46	15	37	68	73	84
peak848	84	53	70	299	445	199	54	30	51	183	172	193
peak849	5	8	4	31	31	12	8	6	19	45	31	68
peak850	79	70	89	225	380	171	109	65	63	289	384	409
peak851	42	35	52	118	193	118	37	34	53	105	113	137
peak852	29	14	21	87	160	107	26	8	21	79	123	144
peak853	107	101	110	329	482	272	116	105	131	226	327	346
peak854	22	17	27	67	69	38	21	23	37	40	71	73
peak855	31	37	31	78	121	65	35	34	45	47	77	72
peak856	11	14	7	55	63	22	45	39	59	120	146	166
peak857	100	99	101	348	566	318	50	21	49	243	240	235
peak858	527	362	346	1394	1744	871	507	258	340	1197	1183	1193
peak859	410	383	407	664	960	522	475	352	473	571	780	775
peak860	516	432	401	1984	2727	1501	700	496	794	2591	3201	3913
peak861	33	22	36	68	110	49	58	42	48	103	145	162
