control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak6453	78	52	83	135	136	61	128	67	97	154	182	187
peak6454	1165	1040	1222	4392	6619	3295	1210	831	1188	3691	4792	5187
peak6455	62	47	37	119	197	111	59	26	47	130	134	123
peak6456	26	55	61	64	103	66	50	31	40	74	72	99
peak6457	295	241	226	942	1333	746	222	173	231	760	844	916
peak6458	57	63	51	123	195	90	66	44	43	95	129	111
peak6459	201	171	182	670	872	395	217	88	128	414	428	448
peak6460	41	26	23	78	98	48	21	10	12	35	37	22
peak6461	88	64	92	408	495	208	97	50	80	283	354	379
peak6462	104	81	76	340	424	203	96	60	95	236	272	295
peak6463	80	75	70	270	408	219	86	62	78	267	382	358
peak6464	136	137	128	423	640	293	159	135	163	405	525	550
peak6465	85	79	102	216	293	170	97	74	115	166	292	267
peak6466	72	65	73	203	282	170	68	48	42	93	136	109
peak6467	127	112	139	354	395	237	118	85	112	178	241	211
peak6468	162	130	153	336	467	258	107	71	104	276	318	334
peak6469	99	84	101	291	411	252	63	42	61	153	173	206
peak6470	19	21	27	94	140	91	17	5	18	92	111	101
peak6471	45	29	53	117	218	123	24	16	16	53	83	58
peak6472	50	43	37	144	226	136	49	21	40	78	132	129
peak6473	570	440	420	1609	2518	1221	642	413	501	1579	2099	2040
peak6474	230	239	198	370	656	345	290	229	318	459	624	636
peak6475	151	121	133	279	450	200	177	136	196	313	424	371
peak6476	98	130	148	160	173	69	208	142	220	143	217	117
peak6477	157	131	153	354	536	290	78	50	65	151	211	173
peak6478	177	187	174	445	673	337	92	52	65	209	242	220
peak6479	58	49	84	103	153	78	30	19	23	50	57	55
peak6480	186	163	171	509	790	368	231	161	147	533	641	716
peak6481	170	181	161	443	715	357	186	126	215	370	515	500
peak6482	1112	903	1139	2715	3751	1979	1288	980	1225	2917	4349	4272
peak6483	375	312	338	639	884	426	433	371	431	651	911	947
peak6484	374	295	348	668	1017	505	417	323	397	650	1020	983
peak6485	113	113	157	264	351	136	176	154	192	418	419	503
peak6486	670	595	531	2701	3828	1612	1265	764	1071	4424	5091	4987
peak6487	7	1	6	41	70	42	7	8	6	44	76	85
peak6488	5	5	11	46	102	56	7	4	9	45	66	136
peak6489	107	96	88	390	609	294	55	45	52	216	266	205
peak6490	949	990	1356	2364	4243	2117	2287	1773	2150	4184	6699	5573
peak6491	74	65	74	172	243	111	72	46	68	151	224	159
peak6492	170	146	179	682	1044	503	191	131	181	612	897	851
peak6493	200	168	216	517	694	416	226	143	191	467	668	666
peak6494	45	47	80	114	166	95	69	43	61	108	135	133
peak6495	32	22	43	81	72	51	34	31	45	52	75	63
peak6496	80	57	65	117	169	87	251	163	220	369	545	467
peak6497	122	122	143	366	488	257	544	361	478	1091	1343	1216
peak6498	31	29	45	65	92	50	151	126	120	312	426	398
peak6499	53	32	53	102	93	49	57	29	48	84	77	89
peak6500	43	37	28	168	199	97	44	28	41	106	167	172
peak6501	102	114	119	238	345	208	95	90	107	169	277	293
peak6502	102	99	160	198	286	145	119	113	126	200	314	327
peak6503	75	59	59	117	143	61	68	54	52	96	121	119
peak6504	13	11	13	55	73	34	5	3	3	42	25	36
peak6505	139	138	89	221	302	156	105	88	89	293	302	379
peak6506	560	463	582	1931	3197	1766	445	365	510	1704	2311	2765
peak6507	393	340	348	715	1138	631	292	200	286	665	848	913
peak6508	22	15	13	96	133	79	21	15	19	57	83	124
peak6509	21	17	17	60	110	61	9	8	20	60	65	100
peak6510	69	55	56	255	371	251	43	31	70	212	211	330
peak6511	18	16	16	42	69	26	14	8	20	38	38	44
peak6512	245	220	200	674	1122	517	286	227	282	819	1075	1037
peak6513	111	94	113	177	339	157	158	132	139	254	330	244
peak6514	59	48	50	120	141	102	20	12	20	25	32	24
peak6515	472	402	408	1726	2645	1207	455	368	418	1547	1825	1924
peak6516	108	110	94	286	451	231	134	68	124	290	369	370
peak6517	49	69	90	188	249	119	176	105	165	365	485	412
peak6518	47	36	56	103	111	61	57	58	75	78	111	95
peak6519	106	100	125	258	372	225	112	114	156	282	379	391
peak6520	455	438	416	1288	1816	988	519	391	523	1353	1846	2050
peak6521	332	265	318	631	835	464	364	298	434	561	807	826
peak6522	1003	865	908	1341	1675	959	917	782	922	1269	1733	1359
peak6523	35	24	31	91	92	54	46	31	44	116	157	156
peak6524	447	381	352	960	1253	524	1582	1052	1460	2479	3114	3066
peak6525	364	319	346	1099	1465	682	1099	744	1030	2569	3259	3287
peak6526	110	101	129	244	380	185	101	89	106	172	221	166
peak6527	573	537	589	1889	2755	1590	626	406	614	1640	2145	2118
peak6528	562	499	533	1951	2983	1633	566	378	582	1934	2163	2456
peak6529	97	80	92	276	406	227	97	41	67	171	189	220
peak6530	104	91	160	413	500	303	161	92	140	411	551	546
peak6531	96	87	77	173	246	144	146	110	135	282	342	325
peak6532	326	291	308	936	1250	516	600	405	585	1479	1636	1649
peak6533	33	28	34	96	98	58	20	17	23	39	42	35
peak6534	37	19	30	57	74	35	20	10	15	27	30	26
peak6535	29	12	24	89	90	41	11	9	10	45	35	40
peak6536	20	17	16	94	121	65	7	6	11	63	47	64
peak6537	14	9	13	59	79	53	5	5	4	9	6	12
peak6538	47	40	41	172	254	161	16	3	9	42	54	45
peak6539	94	65	101	399	516	226	48	40	47	213	274	306
peak6540	390	358	452	1910	2816	1369	735	519	698	2784	3386	3895
peak6541	639	627	574	2183	2827	1437	1179	772	1144	3080	3885	4411
peak6542	31	44	47	112	140	84	49	54	84	207	150	260
peak6543	34	45	29	161	202	107	62	36	59	219	383	351
peak6544	95	70	75	166	227	89	137	118	125	190	290	250
peak6545	87	77	87	197	282	164	161	136	151	346	464	454
peak6546	84	80	87	217	257	136	170	110	135	331	449	431
peak6547	265	224	209	538	717	389	370	251	361	692	831	823
peak6548	197	119	185	864	1104	734	229	169	234	1035	1188	1406
peak6549	604	459	537	2024	2357	1504	879	540	824	2686	2964	3732
peak6550	357	283	384	903	1368	788	692	381	654	1243	1759	2093
peak6551	296	269	435	1192	1535	702	420	260	329	1366	1894	1831
peak6552	382	244	312	817	1006	419	546	323	438	921	1111	868
peak6553	947	667	661	3274	3778	1738	1586	970	1324	4340	5053	4952
peak6554	64	43	57	276	349	168	65	49	61	236	252	310
peak6555	92	73	68	269	422	204	158	153	152	415	666	652
peak6556	87	70	78	124	198	110	641	452	762	778	1118	1469
peak6557	69	42	64	173	252	125	448	285	532	1204	1442	1639
peak6558	104	61	89	143	241	156	749	515	981	1040	1652	2195
peak6559	116	66	100	208	247	154	776	552	1041	1376	2139	2806
peak6560	79	38	50	124	140	90	495	390	644	816	1016	1297
peak6561	120	68	109	178	214	142	906	662	1099	878	1650	2071
peak6562	0	2	0	3	2	1	16	19	21	58	144	163
peak6563	45	52	41	114	126	88	462	375	470	851	1407	1183
peak6564	69	41	50	155	197	98	529	387	601	1238	1936	1974
peak6565	55	34	30	72	101	57	397	340	372	599	815	901
peak6566	164	116	102	408	554	268	1413	1095	1487	3218	5364	4776
peak6567	10	6	7	40	35	17	102	77	98	300	482	447
peak6568	9	13	6	22	27	11	129	85	114	204	304	239
peak6569	145	108	118	389	486	211	131	77	78	217	346	279
peak6570	104	109	148	261	327	198	112	66	114	161	287	256
peak6571	3	3	2	40	30	14	23	6	5	72	33	32
peak6572	14	3	12	42	36	15	19	5	7	50	30	36
peak6573	9	3	4	22	29	14	11	2	4	58	22	32
peak6574	2	1	3	43	20	6	4	4	5	69	39	37
peak6575	231	194	210	662	932	517	226	182	212	504	657	643
peak6576	421	436	430	1644	2449	1283	424	312	365	1349	1756	1647
peak6577	72	65	70	171	206	98	71	39	34	109	140	108
peak6578	224	214	232	445	601	292	215	105	170	317	318	312
peak6579	367	279	330	1682	2473	1153	273	198	238	1317	1452	1518
peak6580	45	25	33	68	73	53	39	26	35	63	75	102
peak6581	99	65	76	371	375	172	44	17	29	127	107	98
peak6582	56	30	29	231	226	125	25	11	14	65	45	37
peak6583	178	136	98	909	973	465	74	27	39	333	235	248
peak6584	105	77	69	332	274	143	52	16	28	95	69	52
peak6585	28	18	22	73	68	30	11	5	11	41	11	19
peak6586	10	8	14	41	60	40	13	15	23	47	58	64
peak6587	23	19	16	67	65	26	31	22	26	66	71	67
peak6588	32	22	24	99	102	50	35	33	29	72	111	110
peak6589	72	61	70	120	199	105	27	19	27	41	48	43
peak6590	48	60	66	133	125	74	22	13	18	44	50	40
peak6591	42	38	26	67	136	79	51	33	46	55	92	107
peak6592	63	64	62	198	293	143	102	68	95	189	261	220
peak6593	27	24	29	56	62	37	33	17	35	65	80	68
peak6594	106	95	119	157	259	135	74	63	82	151	171	174
peak6595	174	162	207	343	547	266	192	190	224	293	470	435
peak6596	2132	1912	2209	12907	20447	9821	2557	1876	2533	14087	19031	21720
peak6597	474	385	384	1048	1515	737	516	404	476	1061	1420	1550
peak6598	1197	1049	1222	3386	5380	2854	1245	908	1219	3914	5277	6246
peak6599	6	5	9	44	45	22	21	3	19	54	57	84
peak6600	113	82	158	353	403	272	172	129	172	481	522	616
peak6601	226	205	267	877	1247	733	404	236	396	1176	1576	1836
peak6602	295	259	257	1513	2122	1101	504	317	501	2295	2720	3631
peak6603	205	217	248	597	753	342	405	203	365	720	964	1005
peak6604	247	224	235	700	968	464	405	253	356	937	1182	1375
peak6605	499	490	584	1906	3017	1528	414	245	312	1276	1554	1510
peak6606	436	434	483	830	1212	610	335	214	271	455	597	533
peak6607	267	256	270	552	717	383	355	208	327	455	583	471
peak6608	719	620	669	1730	2621	1262	882	580	817	1634	2162	2208
peak6609	232	166	228	367	486	268	286	174	228	343	461	498
peak6610	106	67	50	201	196	87	119	61	76	173	155	149
peak6611	231	232	243	1030	1306	634	199	112	137	586	483	482
peak6612	64	67	57	231	311	131	52	29	29	150	111	142
peak6613	114	97	121	253	333	174	115	83	107	196	283	280
peak6614	255	263	293	529	760	392	239	200	216	430	555	475
peak6615	413	364	444	1170	1746	933	397	298	332	958	1194	1188
peak6616	152	152	148	289	354	149	173	73	137	203	259	241
peak6617	119	121	135	257	384	222	114	75	104	195	275	257
peak6618	103	88	130	219	224	131	144	107	109	253	337	337
peak6619	732	712	977	2924	4354	2041	651	457	558	2129	2532	2320
peak6620	151	151	225	328	414	221	144	115	134	238	241	211
peak6621	189	149	128	717	938	417	136	66	92	526	410	422
peak6622	142	111	141	321	333	129	126	52	86	171	168	143
peak6623	1587	1109	1185	4800	5750	2480	1125	439	566	2591	2216	2189
peak6624	141	95	143	350	524	249	200	156	223	385	596	625
peak6625	92	88	127	226	297	156	185	112	209	291	468	512
peak6626	261	263	350	560	630	369	394	283	376	566	778	771
peak6627	206	192	202	739	1182	572	72	38	49	188	237	228
peak6628	321	324	386	1046	1609	796	276	196	210	717	890	810
peak6629	58	46	71	112	155	82	26	14	24	41	48	32
peak6630	230	189	283	618	977	443	99	43	60	236	228	206
peak6631	277	240	250	556	876	449	281	165	225	405	567	414
peak6632	22	19	27	100	168	103	12	12	26	54	106	105
peak6633	85	78	88	384	576	325	66	47	63	249	372	450
peak6634	35	29	30	128	159	130	31	25	31	82	144	139
peak6635	15	16	23	135	226	105	18	9	19	120	159	186
peak6636	40	33	72	150	201	120	53	26	47	95	162	174
peak6637	4687	4703	5153	14807	25689	12199	4463	4592	5190	14556	24979	23932
peak6638	57	72	60	246	367	157	86	77	115	243	574	634
peak6639	263	243	265	417	628	309	294	240	305	420	818	787
peak6640	360	334	378	806	1095	513	435	305	444	789	1400	1299
peak6641	206	193	254	432	583	308	247	176	247	408	581	544
peak6642	295	238	257	459	670	322	300	219	282	459	879	848
peak6643	660	542	602	2594	4270	2142	638	434	640	2549	2983	3168
peak6644	10	7	16	37	57	22	21	7	24	123	166	169
peak6645	629	624	710	2357	3843	1903	603	440	618	2449	3175	3557
peak6646	2	2	2	4	3	0	130	154	345	281	551	1030
peak6647	0	2	3	4	3	3	96	90	241	213	455	797
peak6648	74	62	79	170	148	81	1898	1410	2083	2981	4010	3226
peak6649	151	108	103	442	501	220	2954	2166	3326	8649	10861	13611
peak6650	106	130	139	424	522	285	175	120	119	434	589	585
peak6651	114	112	121	606	949	494	159	93	131	721	929	1013
peak6652	104	99	153	210	300	120	184	109	143	207	271	243
peak6653	26	19	35	50	70	30	47	43	45	78	129	120
peak6654	325	246	295	1025	1482	727	528	319	443	1303	1554	1643
peak6655	306	254	319	1173	1775	792	515	289	410	1638	2180	2018
peak6656	187	138	156	448	662	281	329	175	295	553	713	816
peak6657	17	3	14	29	27	21	13	19	21	59	61	85
peak6658	796	742	726	3258	5166	2794	633	452	613	2483	3087	3101
peak6659	185	147	191	903	1462	747	131	94	125	688	933	767
peak6660	43	49	37	155	299	160	30	29	38	109	145	131
peak6661	358	321	308	425	638	358	226	239	257	311	430	364
peak6662	541	557	569	1977	3436	1697	424	376	415	1492	2043	2028
peak6663	196	228	305	696	973	421	694	553	729	1762	2101	2529
peak6664	1324	1235	1357	4344	6366	3070	3794	3037	3935	8905	13121	12770
peak6665	1601	1565	1691	10019	15320	6936	4782	3702	4994	24301	36459	38199
peak6666	25	13	22	75	104	68	19	39	38	65	148	157
peak6667	41	35	58	144	169	104	74	86	83	130	309	235
peak6668	60	48	67	97	111	63	97	90	100	84	266	175
peak6669	26	19	18	67	105	52	33	53	39	85	241	196
peak6670	91	89	95	561	823	452	163	200	234	754	1781	1502
peak6671	33	36	27	92	110	55	52	80	77	95	241	202
peak6672	116	86	91	317	448	240	164	230	239	395	1040	785
peak6673	129	129	168	649	990	509	235	304	301	954	2373	1916
peak6674	23	41	49	84	90	47	63	83	66	83	239	171
peak6675	0	1	1	7	6	2	3	6	7	33	45	70
peak6676	59	56	53	178	331	131	75	61	66	179	315	245
peak6677	275	255	243	436	680	294	305	302	340	414	694	660
peak6678	316	273	236	642	1130	523	308	337	323	677	1213	1023
peak6679	163	150	112	363	655	322	175	175	170	402	633	632
peak6680	96	118	117	302	451	231	165	111	147	397	629	527
peak6681	475	614	838	1049	1602	832	521	330	499	694	761	865
peak6682	139	131	148	358	409	206	146	109	123	306	383	394
peak6683	704	568	488	2118	3133	1542	667	414	520	2278	2649	2590
peak6684	483	416	431	1897	2846	1322	486	339	402	1983	2628	2464
peak6685	180	138	159	378	481	261	167	106	131	284	400	358
peak6686	652	491	499	2185	2980	1415	552	376	508	1829	2325	2133
peak6687	80	72	71	129	172	65	141	147	165	233	321	364
peak6688	169	168	159	582	982	497	337	282	409	1087	1625	1730
peak6689	160	155	141	594	850	425	64	40	51	292	265	283
peak6690	229	217	207	597	895	418	129	88	78	288	269	244
peak6691	92	77	108	461	700	432	44	25	32	276	296	233
peak6692	130	99	107	194	237	132	159	92	145	219	227	181
peak6693	66	60	77	124	209	113	76	55	73	166	196	242
peak6694	290	279	331	964	1286	635	190	114	149	454	352	445
peak6695	262	200	264	501	622	297	155	78	105	230	149	180
peak6696	295	235	308	936	1152	649	163	78	131	428	385	466
peak6697	471	417	507	2032	2677	1427	295	129	217	1024	849	995
peak6698	13	10	13	47	52	57	0	1	2	14	13	25
peak6699	12	22	20	65	92	68	13	2	6	23	27	31
peak6700	1330	1106	1264	5801	8248	3967	786	366	527	2728	2439	2967
peak6701	290	287	245	426	512	283	185	73	123	147	131	109
peak6702	9	10	13	64	107	46	11	2	6	50	48	63
peak6703	30	32	26	55	80	65	14	16	21	46	52	46
peak6704	48	49	45	54	141	103	60	46	56	53	102	128
peak6705	170	164	229	602	686	377	154	86	118	463	504	483
peak6706	158	125	99	373	567	331	74	85	84	246	265	233
peak6707	95	79	97	157	229	167	71	54	68	94	146	118
peak6708	488	469	536	1338	1823	949	471	304	432	923	1205	1074
peak6709	139	128	103	460	759	394	116	93	112	365	460	404
peak6710	88	70	94	217	327	182	86	69	63	150	208	177
peak6711	19	16	21	56	61	30	22	14	15	55	43	63
peak6712	215	139	176	414	482	235	319	209	278	525	619	529
peak6713	248	212	269	785	832	475	168	65	82	415	340	362
peak6714	1056	721	821	2938	3347	1788	588	302	389	1356	1159	1335
peak6715	719	455	592	1587	1561	807	364	149	234	569	555	475
peak6716	342	202	210	1146	1247	781	156	83	100	431	332	387
peak6717	181	100	87	294	378	220	41	34	46	96	98	85
peak6718	31	37	45	100	186	113	36	21	31	90	113	134
peak6719	475	415	419	1769	2614	1208	666	535	736	2344	3077	3379
peak6720	40	25	23	81	128	62	37	18	22	78	81	89
peak6721	166	189	207	413	646	314	81	59	55	172	182	193
peak6722	148	153	166	253	414	231	60	29	50	94	134	98
peak6723	16	18	13	69	95	51	8	6	8	22	14	18
peak6724	20	15	30	48	82	54	14	8	20	31	20	33
peak6725	39	35	46	102	106	80	19	24	25	71	69	115
peak6726	2520	2550	2505	8210	14417	8371	1815	1604	2080	5642	7896	7951
peak6727	759	752	723	2183	3398	1740	580	445	538	1677	1983	1788
peak6728	90	89	99	252	263	115	54	30	38	115	126	100
peak6729	21	24	30	89	151	77	19	13	28	67	82	93
peak6730	105	92	109	158	279	145	88	65	78	125	167	152
peak6731	111	113	156	308	390	246	134	92	140	247	286	315
peak6732	27	30	32	54	67	55	31	22	41	43	83	67
peak6733	39	37	29	113	274	144	32	36	54	120	220	246
peak6734	39	54	86	129	217	100	47	46	77	123	214	211
peak6735	22	13	23	70	96	43	9	12	16	38	69	84
peak6736	242	233	341	473	795	406	215	188	229	350	496	545
peak6737	289	285	401	661	933	544	269	189	269	477	635	615
peak6738	66	48	101	185	234	129	45	23	33	90	132	182
peak6739	87	121	167	187	313	177	81	35	72	101	147	170
peak6740	48	87	120	167	343	181	53	43	81	121	153	206
peak6741	22	42	52	128	305	161	28	26	41	69	112	139
peak6742	23	38	29	72	135	100	16	11	9	52	45	36
peak6743	41	42	46	101	202	134	27	16	15	45	59	53
peak6744	39	36	49	124	134	69	25	13	16	50	61	57
peak6745	76	39	40	266	269	166	44	18	21	142	130	112
peak6746	26	28	10	83	119	77	38	41	42	135	151	133
peak6747	58	31	29	149	184	98	90	67	50	326	412	282
peak6748	363	246	245	760	1069	471	548	410	466	1071	1507	1229
peak6749	84	46	51	159	192	87	102	73	97	235	271	283
peak6750	32	26	23	100	130	59	41	17	10	105	122	71
peak6751	33	28	23	114	143	101	29	9	20	83	85	119
peak6752	13	15	14	33	73	26	10	9	18	19	16	33
peak6753	152	115	101	476	633	317	111	37	43	235	212	179
peak6754	68	44	62	129	151	74	31	16	24	46	57	52
peak6755	52	42	42	118	158	87	30	15	19	58	44	44
peak6756	36	42	34	84	166	91	23	27	35	70	105	126
peak6757	30	22	45	118	176	95	50	34	42	133	129	142
peak6758	194	180	169	472	645	339	206	128	214	350	422	491
peak6759	173	136	169	550	862	462	167	103	168	607	665	881
peak6760	161	189	224	365	805	422	106	96	139	228	420	437
peak6761	274	425	555	1132	2282	1216	245	223	347	699	1194	1656
peak6762	49	55	77	131	159	92	75	67	88	152	199	187
peak6763	67	60	45	198	179	91	71	51	75	141	153	186
peak6764	119	81	106	244	242	159	107	72	97	148	158	167
peak6765	60	47	42	157	244	132	42	23	41	118	136	133
peak6766	30	28	29	78	131	75	30	27	47	80	124	111
peak6767	38	31	27	86	143	94	44	40	52	102	134	140
peak6768	40	33	29	92	129	73	37	28	29	71	83	90
peak6769	153	143	138	417	726	330	131	87	105	316	433	411
peak6770	5	3	12	27	52	28	17	13	19	49	98	89
peak6771	128	137	193	203	305	159	137	72	123	168	219	192
peak6772	250	220	204	573	1032	480	312	270	302	723	1027	982
peak6773	64	47	82	160	196	101	83	42	59	194	214	285
peak6774	99	105	127	256	490	248	117	79	112	188	298	330
peak6775	66	59	49	91	130	79	70	46	54	66	94	82
peak6776	63	94	93	121	203	119	72	54	66	82	130	135
peak6777	108	113	114	212	333	192	85	68	75	142	211	199
peak6778	159	162	222	479	783	454	168	122	189	360	485	418
peak6779	251	244	263	643	999	602	243	188	225	480	654	626
peak6780	72	84	87	152	229	142	77	72	54	128	162	142
peak6781	86	70	68	233	295	111	91	59	69	206	289	246
peak6782	50	43	31	135	181	98	43	24	32	117	120	138
peak6783	23	23	19	144	196	117	15	7	9	91	108	132
peak6784	33	24	28	154	260	150	22	15	20	102	124	154
peak6785	52	32	42	193	246	109	39	20	25	94	96	142
peak6786	32	36	29	153	195	118	15	13	25	89	95	116
peak6787	142	113	164	620	1199	656	74	80	68	325	515	554
peak6788	47	40	50	118	180	157	27	14	36	70	105	102
peak6789	79	56	73	206	314	230	36	37	61	110	134	216
peak6790	39	37	45	107	224	135	52	44	59	148	219	246
peak6791	12	7	7	42	85	36	9	12	9	45	60	49
peak6792	64	52	70	212	274	150	62	37	64	196	206	231
peak6793	216	165	225	473	714	428	213	164	159	469	562	590
peak6794	961	811	919	2463	3772	1915	905	644	994	1927	2745	3274
peak6795	1159	1131	1266	4196	6246	3226	1196	884	1314	3838	4797	5565
peak6796	198	164	175	315	446	245	155	138	197	258	342	354
peak6797	235	200	209	516	770	365	187	144	178	346	461	395
peak6798	114	119	150	387	706	367	143	95	139	391	509	614
peak6799	176	230	264	1080	1738	871	261	147	267	1131	1301	1556
peak6800	149	165	237	529	748	391	197	114	225	421	560	615
peak6801	56	51	89	127	137	84	65	54	73	98	136	114
peak6802	176	162	145	431	747	377	158	151	190	356	458	569
peak6803	135	90	138	257	310	188	126	89	137	195	290	242
peak6804	75	72	54	106	176	93	61	34	46	49	95	88
peak6805	70	54	91	203	316	134	52	51	67	212	320	372
peak6806	179	202	202	302	386	176	226	158	182	219	298	261
peak6807	27	30	21	134	226	121	20	12	12	89	77	62
peak6808	215	187	180	538	823	490	134	105	152	308	380	343
peak6809	173	190	143	355	608	367	117	91	113	202	305	247
peak6810	130	133	178	261	337	188	94	86	117	177	210	172
peak6811	52	64	54	102	163	73	49	36	50	77	96	111
peak6812	699	815	986	2041	2486	1352	1119	797	956	2091	2725	2409
peak6813	9	5	9	51	101	61	6	2	5	44	60	27
peak6814	65	52	93	216	291	174	34	23	39	155	134	159
peak6815	77	69	53	195	274	170	95	55	92	246	366	372
peak6816	84	86	110	204	271	158	120	66	127	185	280	296
peak6817	203	249	323	619	707	384	281	200	317	587	747	852
peak6818	450	501	427	1133	1954	1084	245	184	246	429	644	666
peak6819	509	437	473	1154	2125	1241	243	162	213	496	671	793
peak6820	312	305	319	799	1630	847	156	114	146	274	466	528
peak6821	127	133	138	271	466	266	70	40	70	104	121	169
peak6822	130	125	179	209	393	254	63	43	91	99	136	158
peak6823	164	135	189	364	657	396	68	34	69	149	203	235
peak6824	159	139	164	390	661	434	69	42	96	143	205	315
peak6825	51	45	39	94	163	88	39	54	56	72	97	124
peak6826	78	70	112	169	232	141	95	49	70	108	107	106
peak6827	203	148	170	580	801	450	175	107	129	370	445	561
peak6828	132	131	121	228	341	214	98	49	95	141	156	175
peak6829	163	114	96	250	383	230	114	76	100	172	171	252
peak6830	96	74	73	399	710	424	64	49	67	326	407	447
peak6831	354	291	245	1561	2487	1244	369	292	364	1532	2123	2228
peak6832	23	39	57	92	250	153	728	694	854	2095	3236	3376
peak6833	16	15	23	48	61	55	27	47	54	80	161	156
peak6834	61	62	69	166	226	153	136	145	185	272	523	497
peak6835	0	3	0	3	4	0	23	23	39	69	98	112
peak6836	16	7	15	26	28	16	72	75	116	108	135	190
peak6837	49	49	87	200	333	195	248	220	297	884	1415	1589
peak6838	80	69	66	216	302	176	317	315	437	895	1327	1367
peak6839	14	18	22	77	125	62	116	74	116	338	518	530
peak6840	8	9	9	27	31	20	52	27	53	118	187	182
peak6841	54	47	68	163	244	132	74	51	47	134	174	194
peak6842	29	19	40	63	121	60	25	15	23	52	87	108
peak6843	97	69	107	218	313	192	77	72	91	160	216	210
peak6844	46	28	22	116	170	92	27	22	35	113	132	149
peak6845	11	18	23	63	88	45	1	0	4	12	30	14
peak6846	11	3	10	31	76	47	2	0	0	20	17	16
peak6847	50	38	50	177	283	126	9	4	19	74	70	77
peak6848	59	44	41	157	235	124	87	67	115	214	367	347
peak6849	5	4	7	26	44	22	8	9	10	40	72	103
peak6850	18	29	28	45	82	55	124	153	209	164	447	442
peak6851	41	33	28	95	114	77	20	16	11	24	24	28
peak6852	238	169	207	693	998	552	97	71	66	252	250	265
peak6853	47	30	32	94	146	102	18	7	9	40	43	29
peak6854	20	18	27	59	108	63	22	9	11	30	28	39
peak6855	93	81	77	193	339	270	69	62	52	204	244	184
peak6856	177	182	175	715	1224	731	108	107	123	543	657	703
peak6857	417	405	411	1519	2365	1302	551	408	496	1995	2581	2553
peak6858	24	15	7	92	136	90	12	8	17	68	75	80
peak6859	11	4	10	39	81	32	7	6	3	37	72	60
peak6860	210	200	216	779	1159	580	181	168	244	590	858	949
peak6861	291	243	236	868	1225	646	134	81	95	371	341	391
peak6862	177	159	178	381	467	220	134	67	90	217	190	231
peak6863	243	163	195	698	877	475	89	36	54	260	163	249
peak6864	237	159	162	623	723	412	90	44	54	224	150	191
peak6865	255	171	216	891	1098	501	121	62	82	322	280	315
peak6866	369	256	261	738	854	437	151	85	108	308	218	216
peak6867	414	273	309	1108	1237	687	194	84	132	416	310	373
peak6868	523	397	358	1848	2251	1156	226	88	137	711	504	635
peak6869	49	37	41	84	113	49	40	27	40	45	51	65
peak6870	48	22	31	151	187	118	27	18	29	105	119	134
peak6871	204	154	182	506	656	352	147	123	163	379	521	572
peak6872	112	86	85	222	263	133	98	74	108	125	146	132
peak6873	208	150	167	638	868	536	185	113	202	611	743	802
peak6874	332	263	358	1074	1355	742	391	240	401	960	1261	1468
peak6875	149	113	172	423	547	323	150	105	172	393	511	680
peak6876	13	13	17	17	37	10	26	25	27	51	43	73
peak6877	78	35	37	307	224	142	117	46	66	464	296	363
peak6878	89	54	69	165	189	92	51	45	51	83	104	102
peak6879	31	23	21	122	171	76	19	9	19	74	82	93
peak6880	382	314	424	1617	2419	1184	559	438	642	2212	3011	3576
peak6881	171	197	185	488	581	293	275	213	315	552	836	880
peak6882	150	168	195	770	968	418	269	196	315	767	1287	1355
peak6883	92	98	120	413	569	314	176	135	179	447	702	671
peak6884	318	308	324	1368	2188	969	286	212	264	1144	1309	1162
peak6885	459	423	480	1162	1608	777	439	250	364	993	1145	987
peak6886	118	105	171	242	303	155	140	69	121	163	257	180
peak6887	81	53	39	97	112	55	58	38	44	72	110	88
peak6888	326	264	297	1089	1732	804	214	116	131	691	766	710
peak6889	161	120	135	579	821	479	97	69	113	362	438	562
peak6890	52	34	49	137	201	125	43	24	39	95	125	118
peak6891	26	33	38	118	166	87	32	18	37	70	79	98
peak6892	13	14	12	72	69	45	10	4	7	27	26	29
peak6893	254	269	312	659	1006	455	326	190	325	549	781	732
peak6894	22	12	17	66	120	64	24	14	9	91	101	115
peak6895	10	6	4	34	39	21	9	4	8	37	47	60
peak6896	148	129	164	358	359	202	246	134	179	443	442	363
peak6897	272	264	292	1092	1477	598	432	240	321	1113	1114	1053
peak6898	568	524	589	1429	2208	1031	626	460	608	1087	1549	1352
peak6899	256	273	320	471	670	375	315	227	296	380	594	454
peak6900	47	67	57	115	196	112	83	58	89	123	155	206
peak6901	43	51	57	126	206	105	29	24	38	85	113	98
peak6902	101	102	125	200	251	142	91	53	78	131	157	132
peak6903	5	12	8	45	102	47	2	1	3	25	29	26
peak6904	192	187	207	473	675	382	202	159	195	342	499	423
peak6905	293	326	366	604	975	496	324	274	323	364	679	502
peak6906	358	316	331	1123	1893	973	244	208	286	729	1086	1230
peak6907	187	149	187	282	397	176	137	108	134	136	153	160
peak6908	309	272	321	794	911	466	329	184	306	710	859	988
peak6909	270	279	284	737	1052	479	288	239	300	595	780	863
peak6910	853	731	634	2191	3272	1406	875	589	908	1903	2495	2942
peak6911	134	159	173	364	523	237	120	103	163	286	389	457
peak6912	11	15	9	33	54	23	16	18	18	33	54	54
